eventStartTime,eventEndTime,eventCond,imSize,imFile,responseEvent,fixRespStart,fixRespEnd,Events.thisRepN,Events.thisTrialN,Events.thisN,Events.thisIndex,Instructions.started,Instructions.stopped,participantReadyResponse.keys,participantReadyResponse.rt,participantReadyResponse.started,participantReadyResponse.stopped,startWaitforTrigger,triggerResponse.keys,triggerResponse.rt,triggerResponse.started,triggerResponse.stopped,globalTimer,actualStartTime,startTimingDiff,participantResponse.keys,participantResponse.rt,participantResponse.started,participantResponse.stopped,image.started,image.stopped,fixationOutside.started,fixationOutside.stopped,fixationResponse.started,fixationResponse.stopped,fixationInside.started,fixationInside.stopped,session,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,14.07049249999909,None,4,25.753717100000358,14.07049249999909,None,,,,,,,,,,,,,,,,,,,,,008,P005,2025_Jan_18_1629,ConditionRich,2021.2.3,60.124337130156285,
,,,,,,,,,,,,,,,,,,39.83085570000185,5,15.852813999998034,39.843321399999695,None,,,,,,,,,,,,,,,,008,P005,2025_Jan_18_1629,ConditionRich,2021.2.3,60.124337130156285,
0.0,4.0,0,0.0,Stimuli/Blank.png,0,0.0,0.0,0,0,0,0,,,,,,,,,,,,55.71123029999944,0.032090700002299855,0.032090700002299855,5,1.9390992000007827,55.757290000001376,None,55.757290000001376,None,55.757290000001376,None,55.757290000001376,55.757290000001376,55.757290000001376,None,008,P005,2025_Jan_18_1629,ConditionRich,2021.2.3,60.124337130156285,
4.0,4.75,15,0.75,Stimuli/P005/sun_btkzuhaxqlacvmsv.jpg,0,0.0,0.0,0,1,1,1,,,,,,,,,,,,,4.003067600002396,0.0030676000023959205,None,,59.744439000001876,59.744439000001876,59.744439000001876,59.744439000001876,59.744439000001876,59.744439000001876,59.744439000001876,59.744439000001876,59.744439000001876,59.744439000001876,008,P005,2025_Jan_18_1629,ConditionRich,2021.2.3,60.124337130156285,
4.75,8.0,41,0.0,Stimuli/Blank.png,1,2.25,3.0,0,2,2,2,,,,,,,,,,,,,4.76901110000108,0.019011100001080194,5,3.200988199998392,60.49502940000093,60.49502940000093,60.49502940000093,60.49502940000093,60.49502940000093,60.49502940000093,62.73006250000253,63.480753700001515,60.49502940000093,60.49502940000093,008,P005,2025_Jan_18_1629,ConditionRich,2021.2.3,60.124337130156285,
8.0,8.75,37,0.75,Stimuli/P005/things_showerhead_03s.jpg,0,0.0,0.0,0,3,3,3,,,,,,,,,,,,,8.005963300001895,0.005963300001894822,None,,63.730969799999,63.730969799999,63.730969799999,63.730969799999,63.730969799999,63.730969799999,63.730969799999,63.730969799999,63.730969799999,63.730969799999,008,P005,2025_Jan_18_1629,ConditionRich,2021.2.3,60.124337130156285,
8.75,12.0,41,0.0,Stimuli/Blank.png,1,1.25,2.0,0,4,4,4,,,,,,,,,,,,,8.756679400001303,0.006679400001303293,5,3.2154274999993504,64.48164259999976,64.48164259999976,64.48164259999976,64.48164259999976,64.48164259999976,64.48164259999976,65.7160666000018,66.46671290000086,64.48164259999976,64.48164259999976,008,P005,2025_Jan_18_1629,ConditionRich,2021.2.3,60.124337130156285,
12.0,12.75,11,0.75,Stimuli/P005/sun_bjoocjyyhsmsbprr.jpg,0,0.0,0.0,0,5,5,5,,,,,,,,,,,,,12.009848599998804,0.009848599998804275,None,,67.7344950000006,67.7344950000006,67.7344950000006,67.7344950000006,67.7344950000006,67.7344950000006,67.7344950000006,67.7344950000006,67.7344950000006,67.7344950000006,008,P005,2025_Jan_18_1629,ConditionRich,2021.2.3,60.124337130156285,
12.75,16.0,41,0.0,Stimuli/Blank.png,0,0.0,0.0,0,6,6,6,,,,,,,,,,,,,12.762214900001709,0.012214900001708884,5,3.1940696999990905,68.50297639999917,68.50297639999917,68.50297639999917,68.50297639999917,68.50297639999917,68.50297639999917,68.50297639999917,68.50297639999917,68.50297639999917,68.50297639999917,008,P005,2025_Jan_18_1629,ConditionRich,2021.2.3,60.124337130156285,
16.0,16.75,13,0.75,Stimuli/P005/sun_bruphbrfsbxowtlq.jpg,0,0.0,0.0,0,7,7,7,,,,,,,,,,,,,16.02892950000023,0.0289295000002312,None,,71.75470359999963,71.75470359999963,71.75470359999963,71.75470359999963,71.75470359999963,71.75470359999963,71.75470359999963,71.75470359999963,71.75470359999963,71.75470359999963,008,P005,2025_Jan_18_1629,ConditionRich,2021.2.3,60.124337130156285,
16.75,20.0,41,0.0,Stimuli/Blank.png,0,0.0,0.0,0,8,8,8,,,,,,,,,,,,,16.76284420000229,0.012844200002291473,5,1.208326500000112,72.48867760000212,72.48867760000212,72.48867760000212,72.48867760000212,72.48867760000212,72.48867760000212,72.48867760000212,72.48867760000212,72.48867760000212,72.48867760000212,008,P005,2025_Jan_18_1629,ConditionRich,2021.2.3,60.124337130156285,
20.0,20.75,24,0.75,Stimuli/P005/things_crab_03s.jpg,0,0.0,0.0,0,9,9,9,,,,,,,,,,,,,19.999056000000564,-0.0009439999994356185,None,,75.7248608000009,75.7248608000009,75.7248608000009,75.7248608000009,75.7248608000009,75.7248608000009,75.7248608000009,75.7248608000009,75.7248608000009,75.7248608000009,008,P005,2025_Jan_18_1629,ConditionRich,2021.2.3,60.124337130156285,
20.75,24.0,41,0.0,Stimuli/Blank.png,0,0.0,0.0,0,10,10,10,,,,,,,,,,,,,20.749951800000417,-4.819999958272092e-05,5,1.2217464999994263,76.47552690000157,76.47552690000157,76.47552690000157,76.47552690000157,76.47552690000157,76.47552690000157,76.47552690000157,76.47552690000157,76.47552690000157,76.47552690000157,008,P005,2025_Jan_18_1629,ConditionRich,2021.2.3,60.124337130156285,
24.0,24.75,18,0.75,Stimuli/P005/sun_bzqhpcsgzswozfhs.jpg,0,0.0,0.0,0,11,11,11,,,,,,,,,,,,,24.003238799999963,0.0032387999999627937,None,,79.74508210000204,79.74508210000204,79.74508210000204,79.74508210000204,79.74508210000204,79.74508210000204,79.74508210000204,79.74508210000204,79.74508210000204,79.74508210000204,008,P005,2025_Jan_18_1629,ConditionRich,2021.2.3,60.124337130156285,
24.75,28.0,41,0.0,Stimuli/Blank.png,0,0.0,0.0,0,12,12,12,,,,,,,,,,,,,24.7705993999989,0.02059939999890048,5,3.2013550999981817,80.49574460000076,80.49574460000076,80.49574460000076,80.49574460000076,80.49574460000076,80.49574460000076,80.49574460000076,80.49574460000076,80.49574460000076,80.49574460000076,008,P005,2025_Jan_18_1629,ConditionRich,2021.2.3,60.124337130156285,
28.0,28.75,19,0.75,Stimuli/P005/sun_czspalxthlkjwoat.jpg,0,0.0,0.0,0,13,13,13,,,,,,,,,,,,,28.00688110000192,0.006881100001919549,None,,83.7319067999997,83.7319067999997,83.7319067999997,83.7319067999997,83.7319067999997,83.7319067999997,83.7319067999997,83.7319067999997,83.7319067999997,83.7319067999997,008,P005,2025_Jan_18_1629,ConditionRich,2021.2.3,60.124337130156285,
28.75,32.0,41,0.0,Stimuli/Blank.png,0,0.0,0.0,0,14,14,14,,,,,,,,,,,,,28.75728969999909,0.007289699999091681,5,3.2144211000013456,84.48256989999936,84.48256989999936,84.48256989999936,84.48256989999936,84.48256989999936,84.48256989999936,84.48256989999936,84.48256989999936,84.48256989999936,84.48256989999936,008,P005,2025_Jan_18_1629,ConditionRich,2021.2.3,60.124337130156285,
32.0,32.75,29,0.75,Stimuli/P005/things_guillotine_03s.jpg,0,0.0,0.0,0,15,15,15,,,,,,,,,,,,,32.01113280000209,0.011132800002087606,None,,87.75211879999915,87.75211879999915,87.75211879999915,87.75211879999915,87.75211879999915,87.75211879999915,87.75211879999915,87.75211879999915,87.75211879999915,87.75211879999915,008,P005,2025_Jan_18_1629,ConditionRich,2021.2.3,60.124337130156285,
32.75,36.0,41,0.0,Stimuli/Blank.png,0,0.0,0.0,0,16,16,16,,,,,,,,,,,,,32.77755750000142,0.02755750000142143,5,3.1943658999989566,88.5027771999994,88.5027771999994,88.5027771999994,88.5027771999994,88.5027771999994,88.5027771999994,88.5027771999994,88.5027771999994,88.5027771999994,88.5027771999994,008,P005,2025_Jan_18_1629,ConditionRich,2021.2.3,60.124337130156285,
36.0,36.75,3,0.75,Stimuli/P005/sun_asyidwmnobuawmax.jpg,0,0.0,0.0,0,17,17,17,,,,,,,,,,,,,36.013597400000435,0.0135974000004353,None,,91.73896260000038,91.73896260000038,91.73896260000038,91.73896260000038,91.73896260000038,91.73896260000038,91.73896260000038,91.73896260000038,91.73896260000038,91.73896260000038,008,P005,2025_Jan_18_1629,ConditionRich,2021.2.3,60.124337130156285,
36.75,40.0,41,0.0,Stimuli/Blank.png,1,2.25,3.0,0,18,18,18,,,,,,,,,,,,,36.7639319000009,0.013931900000898167,4,2.681239399997139,92.48981690000073,92.48981690000073,92.48981690000073,92.48981690000073,92.48981690000073,92.48981690000073,94.72491799999989,95.4755748000025,92.48981690000073,92.48981690000073,008,P005,2025_Jan_18_1629,ConditionRich,2021.2.3,60.124337130156285,
40.0,40.75,36,0.75,Stimuli/P005/things_pony_03s.jpg,0,0.0,0.0,0,19,19,19,,,,,,,,,,,,,40.00022259999969,0.00022259999968810007,None,,95.72580229999949,95.72580229999949,95.72580229999949,95.72580229999949,95.72580229999949,95.72580229999949,95.72580229999949,95.72580229999949,95.72580229999949,95.72580229999949,008,P005,2025_Jan_18_1629,ConditionRich,2021.2.3,60.124337130156285,
40.75,44.0,41,0.0,Stimuli/Blank.png,0,0.0,0.0,0,20,20,20,,,,,,,,,,,,,40.75180349999937,0.0018034999993687961,5,3.220533699997759,96.47646600000007,96.47646600000007,96.47646600000007,96.47646600000007,96.47646600000007,96.47646600000007,96.47646600000007,96.47646600000007,96.47646600000007,96.47646600000007,008,P005,2025_Jan_18_1629,ConditionRich,2021.2.3,60.124337130156285,
44.0,44.75,27,0.75,Stimuli/P005/things_first-aid_kit_03s.jpg,0,0.0,0.0,0,21,21,21,,,,,,,,,,,,,44.00344380000024,0.0034438000002410263,None,,99.72933670000202,99.72933670000202,99.72933670000202,99.72933670000202,99.72933670000202,99.72933670000202,99.72933670000202,99.72933670000202,99.72933670000202,99.72933670000202,008,P005,2025_Jan_18_1629,ConditionRich,2021.2.3,60.124337130156285,
44.75,48.0,41,0.0,Stimuli/Blank.png,0,0.0,0.0,0,22,22,22,,,,,,,,,,,,,44.75652070000069,0.006520700000692159,5,3.200358899997809,100.49667120000231,100.49667120000231,100.49667120000231,100.49667120000231,100.49667120000231,100.49667120000231,100.49667120000231,100.49667120000231,100.49667120000231,100.49667120000231,008,P005,2025_Jan_18_1629,ConditionRich,2021.2.3,60.124337130156285,
48.0,48.75,21,0.75,Stimuli/P005/things_accordion_03s.jpg,0,0.0,0.0,0,23,23,23,,,,,,,,,,,,,48.026430599999,0.02643059999900288,None,,103.7662186000016,103.7662186000016,103.7662186000016,103.7662186000016,103.7662186000016,103.7662186000016,103.7662186000016,103.7662186000016,103.7662186000016,103.7662186000016,008,P005,2025_Jan_18_1629,ConditionRich,2021.2.3,60.124337130156285,
48.75,52.0,41,0.0,Stimuli/Blank.png,0,0.0,0.0,0,24,24,24,,,,,,,,,,,,,48.77581999999893,0.025819999998930143,5,3.1968723999998474,104.50019780000002,104.50019780000002,104.50019780000002,104.50019780000002,104.50019780000002,104.50019780000002,104.50019780000002,104.50019780000002,104.50019780000002,104.50019780000002,008,P005,2025_Jan_18_1629,ConditionRich,2021.2.3,60.124337130156285,
52.0,52.75,31,0.75,Stimuli/P005/things_jukebox_03n.jpg,0,0.0,0.0,0,25,25,25,,,,,,,,,,,,,52.01129520000177,0.011295200001768535,None,,107.73637420000159,107.73637420000159,107.73637420000159,107.73637420000159,107.73637420000159,107.73637420000159,107.73637420000159,107.73637420000159,107.73637420000159,107.73637420000159,008,P005,2025_Jan_18_1629,ConditionRich,2021.2.3,60.124337130156285,
52.75,56.0,41,0.0,Stimuli/Blank.png,0,0.0,0.0,0,26,26,26,,,,,,,,,,,,,52.76179599999887,0.011795999998867046,5,3.209885399999621,108.48704220000218,108.48704220000218,108.48704220000218,108.48704220000218,108.48704220000218,108.48704220000218,108.48704220000218,108.48704220000218,108.48704220000218,108.48704220000218,008,P005,2025_Jan_18_1629,ConditionRich,2021.2.3,60.124337130156285,
56.0,56.75,33,0.75,Stimuli/P005/things_man_03s.jpg,0,0.0,0.0,0,27,27,27,,,,,,,,,,,,,56.014781500001845,0.014781500001845416,None,,111.73989350000193,111.73989350000193,111.73989350000193,111.73989350000193,111.73989350000193,111.73989350000193,111.73989350000193,111.73989350000193,111.73989350000193,111.73989350000193,008,P005,2025_Jan_18_1629,ConditionRich,2021.2.3,60.124337130156285,
