eventStartTime,eventEndTime,eventCond,imSize,imFile,responseEvent,fixRespStart,fixRespEnd,Events.thisRepN,Events.thisTrialN,Events.thisN,Events.thisIndex,Instructions.started,Instructions.stopped,participantReadyResponse.keys,participantReadyResponse.rt,participantReadyResponse.started,participantReadyResponse.stopped,startWaitforTrigger,triggerResponse.keys,triggerResponse.rt,triggerResponse.started,triggerResponse.stopped,globalTimer,actualStartTime,startTimingDiff,participantResponse.keys,participantResponse.rt,participantResponse.started,participantResponse.stopped,image.started,image.stopped,fixationOutside.started,fixationOutside.stopped,fixationResponse.started,fixationResponse.stopped,fixationInside.started,fixationInside.stopped,session,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,22.70277740000165,None,4,14.301936600000772,22.70277740000165,None,,,,,,,,,,,,,,,,,,,,,007,P005,2025_Jan_18_1622,ConditionRich,2021.2.3,59.93608415897307,
,,,,,,,,,,,,,,,,,,37.0076661000021,5,15.097167800002353,37.02051080000092,None,,,,,,,,,,,,,,,,007,P005,2025_Jan_18_1622,ConditionRich,2021.2.3,59.93608415897307,
0.0,4.0,0,0.0,Stimuli/Blank.png,0,0,0.0,0,0,0,0,,,,,,,,,,,,52.121287300000404,0.05743799999982002,0.05743799999982002,5,3.917078800001036,52.200528600002144,None,52.200528600002144,None,52.200528600002144,None,52.200528600002144,52.200528600002144,52.200528600002144,None,007,P005,2025_Jan_18_1622,ConditionRich,2021.2.3,59.93608415897307,
4.0,4.75,29,0.75,Stimuli/P005/things_guillotine_03s.jpg,0,0,0.0,0,1,1,1,,,,,,,,,,,,,4.021542300000874,0.021542300000874093,None,,56.17089860000124,56.17089860000124,56.17089860000124,56.17089860000124,56.17089860000124,56.17089860000124,56.17089860000124,56.17089860000124,56.17089860000124,56.17089860000124,007,P005,2025_Jan_18_1622,ConditionRich,2021.2.3,59.93608415897307,
4.75,5.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,2,2,2,,,,,,,,,,,,,4.770098299999518,0.02009829999951762,None,,56.90493620000052,56.90493620000052,56.90493620000052,56.90493620000052,56.90493620000052,56.90493620000052,56.90493620000052,56.90493620000052,56.90493620000052,56.90493620000052,007,P005,2025_Jan_18_1622,ConditionRich,2021.2.3,59.93608415897307,
5.0,5.75,29,0.75,Stimuli/P005/things_guillotine_03s.jpg,1,0,0.75,0,3,3,3,,,,,,,,,,,,,5.002477900001395,0.002477900001395028,4,0.38642260000051465,57.138182500002586,57.138182500002586,57.138182500002586,57.138182500002586,57.138182500002586,57.138182500002586,57.138182500002586,57.87216800000169,57.138182500002586,57.138182500002586,007,P005,2025_Jan_18_1622,ConditionRich,2021.2.3,59.93608415897307,
5.75,6.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,4,4,4,,,,,,,,,,,,,5.7534235000021,0.0034235000020998996,None,,57.88883100000021,57.88883100000021,57.88883100000021,57.88883100000021,57.88883100000021,57.88883100000021,57.88883100000021,57.88883100000021,57.88883100000021,57.88883100000021,007,P005,2025_Jan_18_1622,ConditionRich,2021.2.3,59.93608415897307,
6.0,6.75,29,0.75,Stimuli/P005/things_guillotine_03s.jpg,0,0,0.0,0,5,5,5,,,,,,,,,,,,,6.005814600001031,0.005814600001031067,None,,58.1557406000029,58.1557406000029,58.1557406000029,58.1557406000029,58.1557406000029,58.1557406000029,58.1557406000029,58.1557406000029,58.1557406000029,58.1557406000029,007,P005,2025_Jan_18_1622,ConditionRich,2021.2.3,59.93608415897307,
6.75,7.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,6,6,6,,,,,,,,,,,,,6.770652600000176,0.02065260000017588,None,,58.90639800000281,58.90639800000281,58.90639800000281,58.90639800000281,58.90639800000281,58.90639800000281,58.90639800000281,58.90639800000281,58.90639800000281,58.90639800000281,007,P005,2025_Jan_18_1622,ConditionRich,2021.2.3,59.93608415897307,
7.0,7.75,29,0.75,Stimuli/P005/things_guillotine_03s.jpg,0,0,0.0,0,7,7,7,,,,,,,,,,,,,7.004667000001064,0.00466700000106357,None,,59.139925700001186,59.139925700001186,59.139925700001186,59.139925700001186,59.139925700001186,59.139925700001186,59.139925700001186,59.139925700001186,59.139925700001186,59.139925700001186,007,P005,2025_Jan_18_1622,ConditionRich,2021.2.3,59.93608415897307,
