eventStartTime,eventEndTime,eventCond,imSize,imFile,responseEvent,fixRespStart,fixRespEnd,Events.thisRepN,Events.thisTrialN,Events.thisN,Events.thisIndex,Instructions.started,Instructions.stopped,participantReadyResponse.keys,participantReadyResponse.rt,participantReadyResponse.started,participantReadyResponse.stopped,startWaitforTrigger,triggerResponse.keys,triggerResponse.rt,triggerResponse.started,triggerResponse.stopped,globalTimer,actualStartTime,startTimingDiff,participantResponse.keys,participantResponse.rt,participantResponse.started,participantResponse.stopped,image.started,image.stopped,fixationOutside.started,fixationOutside.stopped,fixationResponse.started,fixationResponse.stopped,fixationInside.started,fixationInside.stopped,session,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,10.119130099999893,None,4,13.524038700001256,10.119130099999893,None,,,,,,,,,,,,,,,,,,,,,001,P005,2025_Jan_18_1525,ConditionRich,2021.2.3,59.94697091051016,
,,,,,,,,,,,,,,,,,,23.660059899997577,5,15.92985690000205,23.673092500001076,None,,,,,,,,,,,,,,,,001,P005,2025_Jan_18_1525,ConditionRich,2021.2.3,59.94697091051016,
0.0,4.0,0,0.0,Stimuli/Blank.png,0,0,0.0,0,0,0,0,,,,,,,,,,,,39.607875999998214,0.04719679999834625,0.04719679999834625,5,1.93243579999762,39.670492000001104,None,39.670492000001104,None,39.670492000001104,None,39.670492000001104,39.670492000001104,39.670492000001104,None,001,P005,2025_Jan_18_1525,ConditionRich,2021.2.3,59.94697091051016,
4.0,4.75,22,0.75,Stimuli/P005/things_baby_03s.jpg,1,0,0.75,0,1,1,1,,,,,,,,,,,,,4.003197800000635,0.003197800000634743,4,0.4240914000001794,43.640968100000464,43.640968100000464,43.640968100000464,43.640968100000464,43.640968100000464,43.640968100000464,43.640968100000464,44.3579467999989,43.640968100000464,43.640968100000464,001,P005,2025_Jan_18_1525,ConditionRich,2021.2.3,59.94697091051016,
4.75,5.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,2,2,2,,,,,,,,,,,,,4.771611699998175,0.021611699998175027,None,,44.408273900000495,44.408273900000495,44.408273900000495,44.408273900000495,44.408273900000495,44.408273900000495,44.408273900000495,44.408273900000495,44.408273900000495,44.408273900000495,001,P005,2025_Jan_18_1525,ConditionRich,2021.2.3,59.94697091051016,
5.0,5.75,22,0.75,Stimuli/P005/things_baby_03s.jpg,0,0,0.0,0,3,3,3,,,,,,,,,,,,,5.02036009999938,0.0203600999993796,None,,44.658214600000065,44.658214600000065,44.658214600000065,44.658214600000065,44.658214600000065,44.658214600000065,44.658214600000065,44.658214600000065,44.658214600000065,44.658214600000065,001,P005,2025_Jan_18_1525,ConditionRich,2021.2.3,59.94697091051016,
5.75,6.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,4,4,4,,,,,,,,,,,,,5.7699611999996705,0.019961199999670498,None,,45.39217659999849,45.39217659999849,45.39217659999849,45.39217659999849,45.39217659999849,45.39217659999849,45.39217659999849,45.39217659999849,45.39217659999849,45.39217659999849,001,P005,2025_Jan_18_1525,ConditionRich,2021.2.3,59.94697091051016,
6.0,6.75,22,0.75,Stimuli/P005/things_baby_03s.jpg,0,0,0.0,0,5,5,5,,,,,,,,,,,,,6.004825500000152,0.004825500000151806,None,,45.64240979999886,45.64240979999886,45.64240979999886,45.64240979999886,45.64240979999886,45.64240979999886,45.64240979999886,45.64240979999886,45.64240979999886,45.64240979999886,001,P005,2025_Jan_18_1525,ConditionRich,2021.2.3,59.94697091051016,
6.75,7.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,6,6,6,,,,,,,,,,,,,6.77138449999984,0.021384499999840045,None,,46.3930689000008,46.3930689000008,46.3930689000008,46.3930689000008,46.3930689000008,46.3930689000008,46.3930689000008,46.3930689000008,46.3930689000008,46.3930689000008,001,P005,2025_Jan_18_1525,ConditionRich,2021.2.3,59.94697091051016,
7.0,7.75,22,0.75,Stimuli/P005/things_baby_03s.jpg,0,0,0.0,0,7,7,7,,,,,,,,,,,,,7.0051939000004495,0.005193900000449503,None,,46.64328949999981,46.64328949999981,46.64328949999981,46.64328949999981,46.64328949999981,46.64328949999981,46.64328949999981,46.64328949999981,46.64328949999981,46.64328949999981,001,P005,2025_Jan_18_1525,ConditionRich,2021.2.3,59.94697091051016,
