eventStartTime,eventEndTime,eventCond,imSize,imFile,responseEvent,fixRespStart,fixRespEnd,Events.thisRepN,Events.thisTrialN,Events.thisN,Events.thisIndex,Instructions.started,Instructions.stopped,participantReadyResponse.keys,participantReadyResponse.rt,participantReadyResponse.started,participantReadyResponse.stopped,startWaitforTrigger,triggerResponse.keys,triggerResponse.rt,triggerResponse.started,triggerResponse.stopped,globalTimer,actualStartTime,startTimingDiff,participantResponse.keys,participantResponse.started,participantResponse.stopped,image.started,image.stopped,fixationOutside.started,fixationOutside.stopped,fixationResponse.started,fixationResponse.stopped,fixationInside.started,fixationInside.stopped,participantResponse.rt,session,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,12.789703400005237,None,1,12.208424800002831,12.789703400005237,None,,,,,,,,,,,,,,,,,,,,,007,P020,2025_May_06_1737,ConditionRich,2021.2.3,59.93418028351918,
,,,,,,,,,,,,,,,,,,25.008307299998705,5,14.849554799999169,25.02093800000148,None,,,,,,,,,,,,,,,,007,P020,2025_May_06_1737,ConditionRich,2021.2.3,59.93418028351918,
0.0,4.0,0,0.0,Stimuli/Blank.png,0,0,0.0,0,0,0,0,,,,,,,,,,,,39.88666660000308,0.05995919999986654,0.05995919999986654,None,39.96742810000433,None,39.96742810000433,None,39.96742810000433,None,39.96742810000433,39.96742810000433,39.96742810000433,None,,007,P020,2025_May_06_1737,ConditionRich,2021.2.3,59.93418028351918,
4.0,4.75,9,0.75,Stimuli/P020/sun_bbfmuujfvpiaqdww.jpg,0,0,0.0,0,1,1,1,,,,,,,,,,,,,4.025661700005003,0.025661700005002785,None,43.93802040000446,43.93802040000446,43.93802040000446,43.93802040000446,43.93802040000446,43.93802040000446,43.93802040000446,43.93802040000446,43.93802040000446,43.93802040000446,,007,P020,2025_May_06_1737,ConditionRich,2021.2.3,59.93418028351918,
4.75,5.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,2,2,2,,,,,,,,,,,,,4.771225600001344,0.02122560000134399,None,44.67190660000051,44.67190660000051,44.67190660000051,44.67190660000051,44.67190660000051,44.67190660000051,44.67190660000051,44.67190660000051,44.67190660000051,44.67190660000051,,007,P020,2025_May_06_1737,ConditionRich,2021.2.3,59.93418028351918,
5.0,5.75,9,0.75,Stimuli/P020/sun_bbfmuujfvpiaqdww.jpg,0,0,0.0,0,3,3,3,,,,,,,,,,,,,5.003790900002059,0.003790900002059061,None,44.92181849999906,44.92181849999906,44.92181849999906,44.92181849999906,44.92181849999906,44.92181849999906,44.92181849999906,44.92181849999906,44.92181849999906,44.92181849999906,,007,P020,2025_May_06_1737,ConditionRich,2021.2.3,59.93418028351918,
5.75,6.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,4,4,4,,,,,,,,,,,,,5.772723499998392,0.02272349999839207,None,45.6725471000027,45.6725471000027,45.6725471000027,45.6725471000027,45.6725471000027,45.6725471000027,45.6725471000027,45.6725471000027,45.6725471000027,45.6725471000027,,007,P020,2025_May_06_1737,ConditionRich,2021.2.3,59.93418028351918,
6.0,6.75,9,0.75,Stimuli/P020/sun_bbfmuujfvpiaqdww.jpg,0,0,0.0,0,5,5,5,,,,,,,,,,,,,6.005937400004768,0.0059374000047682784,None,45.92269110000052,45.92269110000052,45.92269110000052,45.92269110000052,45.92269110000052,45.92269110000052,45.92269110000052,45.92269110000052,45.92269110000052,45.92269110000052,,007,P020,2025_May_06_1737,ConditionRich,2021.2.3,59.93418028351918,
6.75,7.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,6,6,6,,,,,,,,,,,,,6.772684299998218,0.022684299998218194,None,46.673354099999415,46.673354099999415,46.673354099999415,46.673354099999415,46.673354099999415,46.673354099999415,46.673354099999415,46.673354099999415,46.673354099999415,46.673354099999415,,007,P020,2025_May_06_1737,ConditionRich,2021.2.3,59.93418028351918,
7.0,7.75,9,0.75,Stimuli/P020/sun_bbfmuujfvpiaqdww.jpg,0,0,0.0,0,7,7,7,,,,,,,,,,,,,7.0055907999994815,0.005590799999481533,None,46.90689430000202,46.90689430000202,46.90689430000202,46.90689430000202,46.90689430000202,46.90689430000202,46.90689430000202,46.90689430000202,46.90689430000202,46.90689430000202,,007,P020,2025_May_06_1737,ConditionRich,2021.2.3,59.93418028351918,
7.75,8.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,8,8,8,,,,,,,,,,,,,7.757158400003391,0.007158400003390852,None,47.65756749999855,47.65756749999855,47.65756749999855,47.65756749999855,47.65756749999855,47.65756749999855,47.65756749999855,47.65756749999855,47.65756749999855,47.65756749999855,,007,P020,2025_May_06_1737,ConditionRich,2021.2.3,59.93418028351918,
8.0,8.75,39,0.75,Stimuli/P020/things_wire_10s.jpg,0,0,0.0,0,9,9,9,,,,,,,,,,,,,8.00733290000062,0.007332900000619702,None,47.90778390000196,47.90778390000196,47.90778390000196,47.90778390000196,47.90778390000196,47.90778390000196,47.90778390000196,47.90778390000196,47.90778390000196,47.90778390000196,,007,P020,2025_May_06_1737,ConditionRich,2021.2.3,59.93418028351918,
8.75,9.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,10,10,10,,,,,,,,,,,,,8.75800999999774,0.008009999997739214,None,48.65843860000314,48.65843860000314,48.65843860000314,48.65843860000314,48.65843860000314,48.65843860000314,48.65843860000314,48.65843860000314,48.65843860000314,48.65843860000314,,007,P020,2025_May_06_1737,ConditionRich,2021.2.3,59.93418028351918,
9.0,9.75,39,0.75,Stimuli/P020/things_wire_10s.jpg,0,0,0.0,0,11,11,11,,,,,,,,,,,,,9.007564999999886,0.007564999999885913,None,48.9086685000002,48.9086685000002,48.9086685000002,48.9086685000002,48.9086685000002,48.9086685000002,48.9086685000002,48.9086685000002,48.9086685000002,48.9086685000002,,007,P020,2025_May_06_1737,ConditionRich,2021.2.3,59.93418028351918,
9.75,10.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,12,12,12,,,,,,,,,,,,,9.758734499999264,0.00873449999926379,None,49.65933880000375,49.65933880000375,49.65933880000375,49.65933880000375,49.65933880000375,49.65933880000375,49.65933880000375,49.65933880000375,49.65933880000375,49.65933880000375,,007,P020,2025_May_06_1737,ConditionRich,2021.2.3,59.93418028351918,
10.0,10.75,39,0.75,Stimuli/P020/things_wire_10s.jpg,0,0,0.0,0,13,13,13,,,,,,,,,,,,,10.008826900004351,0.008826900004351046,None,49.9095496000009,49.9095496000009,49.9095496000009,49.9095496000009,49.9095496000009,49.9095496000009,49.9095496000009,49.9095496000009,49.9095496000009,49.9095496000009,,007,P020,2025_May_06_1737,ConditionRich,2021.2.3,59.93418028351918,
10.75,11.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,14,14,14,,,,,,,,,,,,,10.758935300000303,0.00893530000030296,None,50.660209900001064,50.660209900001064,50.660209900001064,50.660209900001064,50.660209900001064,50.660209900001064,50.660209900001064,50.660209900001064,50.660209900001064,50.660209900001064,,007,P020,2025_May_06_1737,ConditionRich,2021.2.3,59.93418028351918,
11.0,11.75,39,0.75,Stimuli/P020/things_wire_10s.jpg,0,0,0.0,0,15,15,15,,,,,,,,,,,,,11.009957100002794,0.009957100002793595,None,50.927136999998766,50.927136999998766,50.927136999998766,50.927136999998766,50.927136999998766,50.927136999998766,50.927136999998766,50.927136999998766,50.927136999998766,50.927136999998766,,007,P020,2025_May_06_1737,ConditionRich,2021.2.3,59.93418028351918,
11.75,12.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,16,16,16,,,,,,,,,,,,,11.777175800001714,0.02717580000171438,None,51.67777660000138,51.67777660000138,51.67777660000138,51.67777660000138,51.67777660000138,51.67777660000138,51.67777660000138,51.67777660000138,51.67777660000138,51.67777660000138,,007,P020,2025_May_06_1737,ConditionRich,2021.2.3,59.93418028351918,
12.0,12.75,20,0.75,Stimuli/P020/sun_dlnwonqxagdvtlta.jpg,0,0,0.0,0,17,17,17,,,,,,,,,,,,,12.012268700003915,0.012268700003915,None,51.92803410000488,51.92803410000488,51.92803410000488,51.92803410000488,51.92803410000488,51.92803410000488,51.92803410000488,51.92803410000488,51.92803410000488,51.92803410000488,,007,P020,2025_May_06_1737,ConditionRich,2021.2.3,59.93418028351918,
12.75,13.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,18,18,18,,,,,,,,,,,,,12.777572500002861,0.02757250000286149,None,52.67866850000428,52.67866850000428,52.67866850000428,52.67866850000428,52.67866850000428,52.67866850000428,52.67866850000428,52.67866850000428,52.67866850000428,52.67866850000428,,007,P020,2025_May_06_1737,ConditionRich,2021.2.3,59.93418028351918,
13.0,13.75,20,0.75,Stimuli/P020/sun_dlnwonqxagdvtlta.jpg,0,0,0.0,0,19,19,19,,,,,,,,,,,,,13.01160080000409,0.011600800004089251,None,52.912204300002486,52.912204300002486,52.912204300002486,52.912204300002486,52.912204300002486,52.912204300002486,52.912204300002486,52.912204300002486,52.912204300002486,52.912204300002486,,007,P020,2025_May_06_1737,ConditionRich,2021.2.3,59.93418028351918,
13.75,14.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,20,20,20,,,,,,,,,,,,,13.763741399998253,0.013741399998252746,None,53.662907700003416,53.662907700003416,53.662907700003416,53.662907700003416,53.662907700003416,53.662907700003416,53.662907700003416,53.662907700003416,53.662907700003416,53.662907700003416,,007,P020,2025_May_06_1737,ConditionRich,2021.2.3,59.93418028351918,
14.0,14.75,20,0.75,Stimuli/P020/sun_dlnwonqxagdvtlta.jpg,0,0,0.0,0,21,21,21,,,,,,,,,,,,,14.011983600001258,0.01198360000125831,None,53.913096700001915,53.913096700001915,53.913096700001915,53.913096700001915,53.913096700001915,53.913096700001915,53.913096700001915,53.913096700001915,53.913096700001915,53.913096700001915,,007,P020,2025_May_06_1737,ConditionRich,2021.2.3,59.93418028351918,
14.75,15.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,22,22,22,,,,,,,,,,,,,14.762600800000655,0.012600800000655,None,54.663764900004026,54.663764900004026,54.663764900004026,54.663764900004026,54.663764900004026,54.663764900004026,54.663764900004026,54.663764900004026,54.663764900004026,54.663764900004026,,007,P020,2025_May_06_1737,ConditionRich,2021.2.3,59.93418028351918,
15.0,15.75,20,0.75,Stimuli/P020/sun_dlnwonqxagdvtlta.jpg,0,0,0.0,0,23,23,23,,,,,,,,,,,,,15.012814000001526,0.012814000001526438,None,54.913978399999905,54.913978399999905,54.913978399999905,54.913978399999905,54.913978399999905,54.913978399999905,54.913978399999905,54.913978399999905,54.913978399999905,54.913978399999905,,007,P020,2025_May_06_1737,ConditionRich,2021.2.3,59.93418028351918,
15.75,16.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,24,24,24,,,,,,,,,,,,,15.763378000003286,0.013378000003285706,None,55.66465080000489,55.66465080000489,55.66465080000489,55.66465080000489,55.66465080000489,55.66465080000489,55.66465080000489,55.66465080000489,55.66465080000489,55.66465080000489,,007,P020,2025_May_06_1737,ConditionRich,2021.2.3,59.93418028351918,
