eventStartTime,eventEndTime,eventCond,imSize,imFile,responseEvent,fixRespStart,fixRespEnd,Events.thisRepN,Events.thisTrialN,Events.thisN,Events.thisIndex,Instructions.started,Instructions.stopped,participantReadyResponse.keys,participantReadyResponse.rt,participantReadyResponse.started,participantReadyResponse.stopped,startWaitforTrigger,triggerResponse.keys,triggerResponse.rt,triggerResponse.started,triggerResponse.stopped,globalTimer,actualStartTime,startTimingDiff,participantResponse.keys,participantResponse.rt,participantResponse.started,participantResponse.stopped,image.started,image.stopped,fixationOutside.started,fixationOutside.stopped,fixationResponse.started,fixationResponse.stopped,fixationInside.started,fixationInside.stopped,session,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,12.89175669999895,None,1,6.366377700000157,12.89175669999895,None,,,,,,,,,,,,,,,,,,,,,002,P009,2025_Feb_01_1318,ConditionRich,2021.2.3,59.92362135183055,
,,,,,,,,,,,,,,,,,,19.26851180000085,5,14.186566000000312,19.281752200000483,None,,,,,,,,,,,,,,,,002,P009,2025_Feb_01_1318,ConditionRich,2021.2.3,59.92362135183055,
0.0,4.0,0,0.0,Stimuli/Blank.png,0,0.0,0.0,0,0,0,0,,,,,,,,,,,,33.48117600000114,0.02362119999816059,0.02362119999816059,1,3.904547399997682,33.527665499997966,None,33.527665499997966,None,33.527665499997966,None,33.527665499997966,33.527665499997966,33.527665499997966,None,002,P009,2025_Feb_01_1318,ConditionRich,2021.2.3,59.92362135183055,
4.0,4.75,14,0.75,Stimuli/P009/sun_blaqxdebghixzyyw.jpg,1,0.0,0.75,0,1,1,1,,,,,,,,,,,,,4.019455099998595,0.01945509999859496,None,,37.51486540000042,37.51486540000042,37.51486540000042,37.51486540000042,37.51486540000042,37.51486540000042,37.51486540000042,None,37.51486540000042,37.51486540000042,002,P009,2025_Feb_01_1318,ConditionRich,2021.2.3,59.92362135183055,
4.75,8.0,41,0.0,Stimuli/Blank.png,0,0.0,0.0,0,2,2,2,,,,,,,,,,,,,4.755697799999325,0.0056977999993250705,1,0.1037921000024653,38.26566449999882,38.26566449999882,38.26566449999882,38.26566449999882,38.26566449999882,38.26566449999882,38.26566449999882,38.26566449999882,38.26566449999882,38.26566449999882,002,P009,2025_Feb_01_1318,ConditionRich,2021.2.3,59.92362135183055,
8.0,8.75,33,0.75,Stimuli/P009/things_lizard_05n.jpg,0,0.0,0.0,0,3,3,3,,,,,,,,,,,,,8.026398099998914,0.026398099998914404,None,,41.535000100000616,41.535000100000616,41.535000100000616,41.535000100000616,41.535000100000616,41.535000100000616,41.535000100000616,41.535000100000616,41.535000100000616,41.535000100000616,002,P009,2025_Feb_01_1318,ConditionRich,2021.2.3,59.92362135183055,
8.75,12.0,41,0.0,Stimuli/Blank.png,0,0.0,0.0,0,4,4,4,,,,,,,,,,,,,8.77406830000109,0.024068300001090392,None,,42.26896470000065,42.26896470000065,42.26896470000065,42.26896470000065,42.26896470000065,42.26896470000065,42.26896470000065,42.26896470000065,42.26896470000065,42.26896470000065,002,P009,2025_Feb_01_1318,ConditionRich,2021.2.3,59.92362135183055,
12.0,12.75,27,0.75,Stimuli/P009/things_curling_iron_05s.jpg,0,0.0,0.0,0,5,5,5,,,,,,,,,,,,,12.010880900001212,0.010880900001211558,None,,45.50516710000011,45.50516710000011,45.50516710000011,45.50516710000011,45.50516710000011,45.50516710000011,45.50516710000011,45.50516710000011,45.50516710000011,45.50516710000011,002,P009,2025_Feb_01_1318,ConditionRich,2021.2.3,59.92362135183055,
12.75,16.0,41,0.0,Stimuli/Blank.png,0,0.0,0.0,0,6,6,6,,,,,,,,,,,,,12.76082310000129,0.010823100001289276,None,,46.25582179999765,46.25582179999765,46.25582179999765,46.25582179999765,46.25582179999765,46.25582179999765,46.25582179999765,46.25582179999765,46.25582179999765,46.25582179999765,002,P009,2025_Feb_01_1318,ConditionRich,2021.2.3,59.92362135183055,
16.0,16.75,37,0.75,Stimuli/P009/things_pug_05s.jpg,0,0.0,0.0,0,7,7,7,,,,,,,,,,,,,16.01321950000056,0.013219500000559492,None,,49.50925450000068,49.50925450000068,49.50925450000068,49.50925450000068,49.50925450000068,49.50925450000068,49.50925450000068,49.50925450000068,49.50925450000068,49.50925450000068,002,P009,2025_Feb_01_1318,ConditionRich,2021.2.3,59.92362135183055,
