eventStartTime,eventEndTime,eventCond,imSize,imFile,responseEvent,fixRespStart,fixRespEnd,Events.thisRepN,Events.thisTrialN,Events.thisN,Events.thisIndex,Instructions.started,Instructions.stopped,participantReadyResponse.keys,participantReadyResponse.rt,participantReadyResponse.started,participantReadyResponse.stopped,startWaitforTrigger,triggerResponse.keys,triggerResponse.rt,triggerResponse.started,triggerResponse.stopped,globalTimer,actualStartTime,startTimingDiff,participantResponse.keys,participantResponse.started,participantResponse.stopped,image.started,image.stopped,fixationOutside.started,fixationOutside.stopped,fixationResponse.started,fixationResponse.stopped,fixationInside.started,fixationInside.stopped,participantResponse.rt,session,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,12.670017499998721,None,2,15.885488299998542,12.670017499998721,None,,,,,,,,,,,,,,,,,,,,,004,P012,2025_Feb_08_1200,ConditionRich,2021.2.3,59.94592877182549,
,,,,,,,,,,,,,,,,,,28.57355920000009,5,13.830570100000841,28.586937399999442,None,,,,,,,,,,,,,,,,004,P012,2025_Feb_08_1200,ConditionRich,2021.2.3,59.94592877182549,
0.0,4.0,0,0.0,Stimuli/Blank.png,0,0,0.0,0,0,0,0,,,,,,,,,,,,42.42024909999964,0.037974800001393305,0.037974800001393305,None,42.4824950000002,None,42.4824950000002,None,42.4824950000002,None,42.4824950000002,42.4824950000002,42.4824950000002,None,,004,P012,2025_Feb_08_1200,ConditionRich,2021.2.3,59.94592877182549,
4.0,7.75,33,0.75,Stimuli/P012/things_hot-air_balloon_06s.jpg,0,0,0.0,0,1,1,1,,,,,,,,,,,,,4.019600300000093,0.01960030000009283,None,46.46968369999922,46.46968369999922,46.46968369999922,46.46968369999922,46.46968369999922,46.46968369999922,46.46968369999922,46.46968369999922,46.46968369999922,46.46968369999922,,004,P012,2025_Feb_08_1200,ConditionRich,2021.2.3,59.94592877182549,
7.75,8.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,2,2,2,,,,,,,,,,,,,7.774060200001259,0.024060200001258636,None,50.22303350000038,50.22303350000038,50.22303350000038,50.22303350000038,50.22303350000038,50.22303350000038,50.22303350000038,50.22303350000038,50.22303350000038,50.22303350000038,,004,P012,2025_Feb_08_1200,ConditionRich,2021.2.3,59.94592877182549,
8.0,11.75,22,0.75,Stimuli/P012/things_boy_06s.jpg,1,3,3.75,0,3,3,3,,,,,,,,,,,,,8.02408110000033,0.02408110000033048,2,50.47293229999923,50.47293229999923,50.47293229999923,50.47293229999923,50.47293229999923,50.47293229999923,53.45893249999972,None,50.47293229999923,50.47293229999923,3.5248119000007136,004,P012,2025_Feb_08_1200,ConditionRich,2021.2.3,59.94592877182549,
11.75,12.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,4,4,4,,,,,,,,,,,,,11.774845200001437,0.02484520000143675,None,54.209531999998944,54.209531999998944,54.209531999998944,54.209531999998944,54.209531999998944,54.209531999998944,54.209531999998944,54.209531999998944,54.209531999998944,54.209531999998944,,004,P012,2025_Feb_08_1200,ConditionRich,2021.2.3,59.94592877182549,
12.0,15.75,2,0.75,Stimuli/P012/sun_aewhvqonribwlxiq.jpg,0,0,0.0,0,5,5,5,,,,,,,,,,,,,12.009074800000235,0.009074800000234973,None,54.443059399998674,54.443059399998674,54.443059399998674,54.443059399998674,54.443059399998674,54.443059399998674,54.443059399998674,54.443059399998674,54.443059399998674,54.443059399998674,,004,P012,2025_Feb_08_1200,ConditionRich,2021.2.3,59.94592877182549,
15.75,16.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,6,6,6,,,,,,,,,,,,,15.762349600001471,0.012349600001471117,None,58.19642819999899,58.19642819999899,58.19642819999899,58.19642819999899,58.19642819999899,58.19642819999899,58.19642819999899,58.19642819999899,58.19642819999899,58.19642819999899,,004,P012,2025_Feb_08_1200,ConditionRich,2021.2.3,59.94592877182549,
16.0,19.75,39,0.75,Stimuli/P012/things_thermometer_06s.jpg,0,0,0.0,0,7,7,7,,,,,,,,,,,,,16.011787000001277,0.011787000001277192,None,58.4466412999991,58.4466412999991,58.4466412999991,58.4466412999991,58.4466412999991,58.4466412999991,58.4466412999991,58.4466412999991,58.4466412999991,58.4466412999991,,004,P012,2025_Feb_08_1200,ConditionRich,2021.2.3,59.94592877182549,
