eventStartTime,eventEndTime,eventCond,imSize,imFile,responseEvent,fixRespStart,fixRespEnd,Events.thisRepN,Events.thisTrialN,Events.thisN,Events.thisIndex,Instructions.started,Instructions.stopped,participantReadyResponse.keys,participantReadyResponse.rt,participantReadyResponse.started,participantReadyResponse.stopped,startWaitforTrigger,triggerResponse.keys,triggerResponse.rt,triggerResponse.started,triggerResponse.stopped,globalTimer,actualStartTime,startTimingDiff,participantResponse.keys,participantResponse.started,participantResponse.stopped,image.started,image.stopped,fixationOutside.started,fixationOutside.stopped,fixationResponse.started,fixationResponse.stopped,fixationInside.started,fixationInside.stopped,participantResponse.rt,session,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,10.762905800002045,None,1,1.1425062999987858,10.762905800002045,None,,,,,,,,,,,,,,,,,,,,,008,P016,2025_Mar_07_1441,ConditionRich,2021.2.3,59.92907992748477,
,,,,,,,,,,,,,,,,,,11.912334500000725,5,13.660780700000032,11.925470400001359,None,,,,,,,,,,,,,,,,008,P016,2025_Mar_07_1441,ConditionRich,2021.2.3,59.92907992748477,
0.0,4.0,0,0.0,Stimuli/Blank.png,0,0,0.0,0,0,0,0,,,,,,,,,,,,25.590813100003288,0.02436639999723411,0.02436639999723411,None,25.637629000000743,None,25.637629000000743,None,25.637629000000743,None,25.637629000000743,25.637629000000743,25.637629000000743,None,,008,P016,2025_Mar_07_1441,ConditionRich,2021.2.3,59.92907992748477,
4.0,7.75,5,0.75,Stimuli/P016/sun_ajgmxbrxdpmsaext.jpg,1,0,0.75,0,1,1,1,,,,,,,,,,,,,4.020151499997155,0.020151499997155042,1,29.624757900000986,29.624757900000986,29.624757900000986,29.624757900000986,29.624757900000986,29.624757900000986,29.624757900000986,30.358433100002003,29.624757900000986,29.624757900000986,1.763486700001522,008,P016,2025_Mar_07_1441,ConditionRich,2021.2.3,59.92907992748477,
7.75,8.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,2,2,2,,,,,,,,,,,,,7.756818599998951,0.006818599998950958,None,33.36142810000092,33.36142810000092,33.36142810000092,33.36142810000092,33.36142810000092,33.36142810000092,33.36142810000092,33.36142810000092,33.36142810000092,33.36142810000092,,008,P016,2025_Mar_07_1441,ConditionRich,2021.2.3,59.92907992748477,
8.0,11.75,18,0.75,Stimuli/P016/sun_byavixgfuhzioilz.jpg,0,0,0.0,0,3,3,3,,,,,,,,,,,,,8.008073299999523,0.008073299999523442,None,33.628025800000614,33.628025800000614,33.628025800000614,33.628025800000614,33.628025800000614,33.628025800000614,33.628025800000614,33.628025800000614,33.628025800000614,33.628025800000614,,008,P016,2025_Mar_07_1441,ConditionRich,2021.2.3,59.92907992748477,
11.75,12.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,4,4,4,,,,,,,,,,,,,11.777463200000057,0.02746320000005653,None,37.3813525000005,37.3813525000005,37.3813525000005,37.3813525000005,37.3813525000005,37.3813525000005,37.3813525000005,37.3813525000005,37.3813525000005,37.3813525000005,,008,P016,2025_Mar_07_1441,ConditionRich,2021.2.3,59.92907992748477,
12.0,15.75,11,0.75,Stimuli/P016/sun_bnwmcjuinqbdsbho.jpg,0,0,0.0,0,5,5,5,,,,,,,,,,,,,12.009560299997247,0.009560299997247057,None,37.61488410000311,37.61488410000311,37.61488410000311,37.61488410000311,37.61488410000311,37.61488410000311,37.61488410000311,37.61488410000311,37.61488410000311,37.61488410000311,,008,P016,2025_Mar_07_1441,ConditionRich,2021.2.3,59.92907992748477,
15.75,16.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,6,6,6,,,,,,,,,,,,,15.7635526999984,0.013552699998399476,None,41.36819319999995,41.36819319999995,41.36819319999995,41.36819319999995,41.36819319999995,41.36819319999995,41.36819319999995,41.36819319999995,41.36819319999995,41.36819319999995,,008,P016,2025_Mar_07_1441,ConditionRich,2021.2.3,59.92907992748477,
16.0,19.75,36,0.75,Stimuli/P016/things_streetlight_08s.jpg,0,0,0.0,0,7,7,7,,,,,,,,,,,,,16.01304469999741,0.013044699997408316,None,41.6184127000015,41.6184127000015,41.6184127000015,41.6184127000015,41.6184127000015,41.6184127000015,41.6184127000015,41.6184127000015,41.6184127000015,41.6184127000015,,008,P016,2025_Mar_07_1441,ConditionRich,2021.2.3,59.92907992748477,
19.75,20.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,8,8,8,,,,,,,,,,,,,19.75055269999939,0.0005526999993890058,None,45.35514420000254,45.35514420000254,45.35514420000254,45.35514420000254,45.35514420000254,45.35514420000254,45.35514420000254,45.35514420000254,45.35514420000254,45.35514420000254,,008,P016,2025_Mar_07_1441,ConditionRich,2021.2.3,59.92907992748477,
20.0,23.75,25,0.75,Stimuli/P016/things_deer_08s.jpg,0,0,0.0,0,9,9,9,,,,,,,,,,,,,19.999993699999322,-6.300000677583739e-06,None,45.605236200000945,45.605236200000945,45.605236200000945,45.605236200000945,45.605236200000945,45.605236200000945,45.605236200000945,45.605236200000945,45.605236200000945,45.605236200000945,,008,P016,2025_Mar_07_1441,ConditionRich,2021.2.3,59.92907992748477,
23.75,24.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,10,10,10,,,,,,,,,,,,,23.753168899998855,0.003168899998854613,None,49.35859150000033,49.35859150000033,49.35859150000033,49.35859150000033,49.35859150000033,49.35859150000033,49.35859150000033,49.35859150000033,49.35859150000033,49.35859150000033,,008,P016,2025_Mar_07_1441,ConditionRich,2021.2.3,59.92907992748477,
24.0,27.75,23,0.75,Stimuli/P016/things_boy_08s.jpg,0,0,0.0,0,11,11,11,,,,,,,,,,,,,24.004102999999304,0.004102999999304302,None,49.60878120000052,49.60878120000052,49.60878120000052,49.60878120000052,49.60878120000052,49.60878120000052,49.60878120000052,49.60878120000052,49.60878120000052,49.60878120000052,,008,P016,2025_Mar_07_1441,ConditionRich,2021.2.3,59.92907992748477,
27.75,28.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,12,12,12,,,,,,,,,,,,,27.757549399997515,0.007549399997515138,None,53.36213770000177,53.36213770000177,53.36213770000177,53.36213770000177,53.36213770000177,53.36213770000177,53.36213770000177,53.36213770000177,53.36213770000177,53.36213770000177,,008,P016,2025_Mar_07_1441,ConditionRich,2021.2.3,59.92907992748477,
28.0,31.75,24,0.75,Stimuli/P016/things_bunkbed_08s.jpg,0,0,0.0,0,13,13,13,,,,,,,,,,,,,28.007462799996574,0.0074627999965741765,None,53.61235050000323,53.61235050000323,53.61235050000323,53.61235050000323,53.61235050000323,53.61235050000323,53.61235050000323,53.61235050000323,53.61235050000323,53.61235050000323,,008,P016,2025_Mar_07_1441,ConditionRich,2021.2.3,59.92907992748477,
31.75,32.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,14,14,14,,,,,,,,,,,,,31.760405499997432,0.010405499997432344,None,57.36567009999999,57.36567009999999,57.36567009999999,57.36567009999999,57.36567009999999,57.36567009999999,57.36567009999999,57.36567009999999,57.36567009999999,57.36567009999999,,008,P016,2025_Mar_07_1441,ConditionRich,2021.2.3,59.92907992748477,
32.0,35.75,4,0.75,Stimuli/P016/sun_aiwuqxdqzftsfyeg.jpg,0,0,0.0,0,15,15,15,,,,,,,,,,,,,32.011483899997984,0.011483899997983826,None,57.632575200001156,57.632575200001156,57.632575200001156,57.632575200001156,57.632575200001156,57.632575200001156,57.632575200001156,57.632575200001156,57.632575200001156,57.632575200001156,,008,P016,2025_Mar_07_1441,ConditionRich,2021.2.3,59.92907992748477,
35.75,36.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,16,16,16,,,,,,,,,,,,,35.78126979999797,0.03126979999797186,None,61.38589470000079,61.38589470000079,61.38589470000079,61.38589470000079,61.38589470000079,61.38589470000079,61.38589470000079,61.38589470000079,61.38589470000079,61.38589470000079,,008,P016,2025_Mar_07_1441,ConditionRich,2021.2.3,59.92907992748477,
36.0,39.75,29,0.75,Stimuli/P016/things_mouse1_08s.jpg,0,0,0.0,0,17,17,17,,,,,,,,,,,,,36.0141369999983,0.01413699999829987,None,61.61946790000002,61.61946790000002,61.61946790000002,61.61946790000002,61.61946790000002,61.61946790000002,61.61946790000002,61.61946790000002,61.61946790000002,61.61946790000002,,008,P016,2025_Mar_07_1441,ConditionRich,2021.2.3,59.92907992748477,
39.75,40.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,18,18,18,,,,,,,,,,,,,39.753095699998084,0.0030956999980844557,None,65.37275730000329,65.37275730000329,65.37275730000329,65.37275730000329,65.37275730000329,65.37275730000329,65.37275730000329,65.37275730000329,65.37275730000329,65.37275730000329,,008,P016,2025_Mar_07_1441,ConditionRich,2021.2.3,59.92907992748477,
40.0,43.75,39,0.75,Stimuli/P016/things_window_08s.jpg,0,0,0.0,0,19,19,19,,,,,,,,,,,,,40.01836849999745,0.01836849999745027,None,65.6229682000012,65.6229682000012,65.6229682000012,65.6229682000012,65.6229682000012,65.6229682000012,65.6229682000012,65.6229682000012,65.6229682000012,65.6229682000012,,008,P016,2025_Mar_07_1441,ConditionRich,2021.2.3,59.92907992748477,
43.75,44.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,20,20,20,,,,,,,,,,,,,43.75507749999815,0.005077499998151325,None,69.3596475000013,69.3596475000013,69.3596475000013,69.3596475000013,69.3596475000013,69.3596475000013,69.3596475000013,69.3596475000013,69.3596475000013,69.3596475000013,,008,P016,2025_Mar_07_1441,ConditionRich,2021.2.3,59.92907992748477,
44.0,47.75,22,0.75,Stimuli/P016/things_baby_08s.jpg,0,0,0.0,0,21,21,21,,,,,,,,,,,,,44.00453059999927,0.004530599999270635,None,69.60982330000115,69.60982330000115,69.60982330000115,69.60982330000115,69.60982330000115,69.60982330000115,69.60982330000115,69.60982330000115,69.60982330000115,69.60982330000115,,008,P016,2025_Mar_07_1441,ConditionRich,2021.2.3,59.92907992748477,
47.75,48.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,22,22,22,,,,,,,,,,,,,47.758012499998586,0.008012499998585554,None,73.36314140000104,73.36314140000104,73.36314140000104,73.36314140000104,73.36314140000104,73.36314140000104,73.36314140000104,73.36314140000104,73.36314140000104,73.36314140000104,,008,P016,2025_Mar_07_1441,ConditionRich,2021.2.3,59.92907992748477,
48.0,51.75,14,0.75,Stimuli/P016/sun_bpvmkbyglkraoxhh.jpg,0,0,0.0,0,23,23,23,,,,,,,,,,,,,48.008919799998694,0.008919799998693634,None,73.63006769999993,73.63006769999993,73.63006769999993,73.63006769999993,73.63006769999993,73.63006769999993,73.63006769999993,73.63006769999993,73.63006769999993,73.63006769999993,,008,P016,2025_Mar_07_1441,ConditionRich,2021.2.3,59.92907992748477,
51.75,52.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,24,24,24,,,,,,,,,,,,,51.778516799997305,0.028516799997305498,None,77.38337010000032,77.38337010000032,77.38337010000032,77.38337010000032,77.38337010000032,77.38337010000032,77.38337010000032,77.38337010000032,77.38337010000032,77.38337010000032,,008,P016,2025_Mar_07_1441,ConditionRich,2021.2.3,59.92907992748477,
52.0,55.75,28,0.75,Stimuli/P016/things_latte_08s.jpg,1,3,3.75,0,25,25,25,,,,,,,,,,,,,52.01221429999714,0.012214299997140188,1,77.61690410000301,77.61690410000301,77.61690410000301,77.61690410000301,77.61690410000301,77.61690410000301,80.602880800001,81.35356830000092,77.61690410000301,77.61690410000301,3.4273197000002256,008,P016,2025_Mar_07_1441,ConditionRich,2021.2.3,59.92907992748477,
55.75,56.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,26,26,26,,,,,,,,,,,,,55.76534809999794,0.015348099997936515,None,81.37029940000139,81.37029940000139,81.37029940000139,81.37029940000139,81.37029940000139,81.37029940000139,81.37029940000139,81.37029940000139,81.37029940000139,81.37029940000139,,008,P016,2025_Mar_07_1441,ConditionRich,2021.2.3,59.92907992748477,
56.0,59.75,40,0.75,Stimuli/P016/things_woman_08s.jpg,0,0,0.0,0,27,27,27,,,,,,,,,,,,,56.01785149999705,0.01785149999705027,None,81.63712690000102,81.63712690000102,81.63712690000102,81.63712690000102,81.63712690000102,81.63712690000102,81.63712690000102,81.63712690000102,81.63712690000102,81.63712690000102,,008,P016,2025_Mar_07_1441,ConditionRich,2021.2.3,59.92907992748477,
59.75,60.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,28,28,28,,,,,,,,,,,,,59.7687780999986,0.01877809999859892,None,85.37376420000146,85.37376420000146,85.37376420000146,85.37376420000146,85.37376420000146,85.37376420000146,85.37376420000146,85.37376420000146,85.37376420000146,85.37376420000146,,008,P016,2025_Mar_07_1441,ConditionRich,2021.2.3,59.92907992748477,
60.0,63.75,3,0.75,Stimuli/P016/sun_aiogwnavezqxkzfg.jpg,0,0,0.0,0,29,29,29,,,,,,,,,,,,,60.00267469999744,0.002674699997442076,None,85.60725600000296,85.60725600000296,85.60725600000296,85.60725600000296,85.60725600000296,85.60725600000296,85.60725600000296,85.60725600000296,85.60725600000296,85.60725600000296,,008,P016,2025_Mar_07_1441,ConditionRich,2021.2.3,59.92907992748477,
63.75,64.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,30,30,30,,,,,,,,,,,,,63.75783979999687,0.007839799996872898,None,89.37731990000248,89.37731990000248,89.37731990000248,89.37731990000248,89.37731990000248,89.37731990000248,89.37731990000248,89.37731990000248,89.37731990000248,89.37731990000248,,008,P016,2025_Mar_07_1441,ConditionRich,2021.2.3,59.92907992748477,
64.0,67.75,10,0.75,Stimuli/P016/sun_bfojpvrlsrtfyzio.jpg,1,1,1.75,0,31,31,31,,,,,,,,,,,,,64.02217669999663,0.022176699996634852,1,89.62751200000275,89.62751200000275,89.62751200000275,89.62751200000275,89.62751200000275,89.62751200000275,90.6117140000024,91.36237729999993,89.62751200000275,89.62751200000275,1.4858743000004324,008,P016,2025_Mar_07_1441,ConditionRich,2021.2.3,59.92907992748477,
67.75,68.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,32,32,32,,,,,,,,,,,,,67.75893689999793,0.008936899997934233,None,93.36414770000192,93.36414770000192,93.36414770000192,93.36414770000192,93.36414770000192,93.36414770000192,93.36414770000192,93.36414770000192,93.36414770000192,93.36414770000192,,008,P016,2025_Mar_07_1441,ConditionRich,2021.2.3,59.92907992748477,
68.0,71.75,1,0.75,Stimuli/P016/sun_aacpzgqrortyhyss.jpg,1,1,1.75,0,33,33,33,,,,,,,,,,,,,68.00901529999828,0.00901529999828199,1,93.61439020000034,93.61439020000034,93.61439020000034,93.61439020000034,93.61439020000034,93.61439020000034,94.59859210000286,95.34924150000006,93.61439020000034,93.61439020000034,1.3838595999986865,008,P016,2025_Mar_07_1441,ConditionRich,2021.2.3,59.92907992748477,
71.75,72.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,34,34,34,,,,,,,,,,,,,71.76318149999861,0.01318149999860907,None,97.36768250000023,97.36768250000023,97.36768250000023,97.36768250000023,97.36768250000023,97.36768250000023,97.36768250000023,97.36768250000023,97.36768250000023,97.36768250000023,,008,P016,2025_Mar_07_1441,ConditionRich,2021.2.3,59.92907992748477,
72.0,75.75,8,0.75,Stimuli/P016/sun_arldxotvfucvuudk.jpg,0,0,0.0,0,35,35,35,,,,,,,,,,,,,72.01232699999673,0.012326999996730592,None,97.61791300000186,97.61791300000186,97.61791300000186,97.61791300000186,97.61791300000186,97.61791300000186,97.61791300000186,97.61791300000186,97.61791300000186,97.61791300000186,,008,P016,2025_Mar_07_1441,ConditionRich,2021.2.3,59.92907992748477,
75.75,76.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,36,36,36,,,,,,,,,,,,,75.76841429999695,0.018414299996948102,None,101.3879162000012,101.3879162000012,101.3879162000012,101.3879162000012,101.3879162000012,101.3879162000012,101.3879162000012,101.3879162000012,101.3879162000012,101.3879162000012,,008,P016,2025_Mar_07_1441,ConditionRich,2021.2.3,59.92907992748477,
76.0,79.75,21,0.75,Stimuli/P016/things_arch_08s.jpg,0,0,0.0,0,37,37,37,,,,,,,,,,,,,76.01719159999993,0.017191599999932805,None,101.63813550000123,101.63813550000123,101.63813550000123,101.63813550000123,101.63813550000123,101.63813550000123,101.63813550000123,101.63813550000123,101.63813550000123,101.63813550000123,,008,P016,2025_Mar_07_1441,ConditionRich,2021.2.3,59.92907992748477,
79.75,80.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,38,38,38,,,,,,,,,,,,,79.76974859999973,0.019748599999729777,None,105.37478460000057,105.37478460000057,105.37478460000057,105.37478460000057,105.37478460000057,105.37478460000057,105.37478460000057,105.37478460000057,105.37478460000057,105.37478460000057,,008,P016,2025_Mar_07_1441,ConditionRich,2021.2.3,59.92907992748477,
80.0,83.75,38,0.75,Stimuli/P016/things_trumpet_08s.jpg,1,1,1.75,0,39,39,39,,,,,,,,,,,,,80.00410699999702,0.004106999997020466,1,105.62498570000025,105.62498570000025,105.62498570000025,105.62498570000025,105.62498570000025,105.62498570000025,106.59251000000222,107.34317590000137,105.62498570000025,105.62498570000025,1.38641540000026,008,P016,2025_Mar_07_1441,ConditionRich,2021.2.3,59.92907992748477,
83.75,84.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,40,40,40,,,,,,,,,,,,,83.77407799999855,0.024077999998553423,None,109.3783067000004,109.3783067000004,109.3783067000004,109.3783067000004,109.3783067000004,109.3783067000004,109.3783067000004,109.3783067000004,109.3783067000004,109.3783067000004,,008,P016,2025_Mar_07_1441,ConditionRich,2021.2.3,59.92907992748477,
84.0,100.0,0,0.0,Stimuli/Blank.png,1,3,3.75,0,41,41,41,,,,,,,,,,,,,84.00917689999915,0.009176899999147281,1,109.62853470000118,109.62853470000118,109.62853470000118,109.62853470000118,109.62853470000118,109.62853470000118,112.61449859999993,113.36515760000111,109.62853470000118,109.62853470000118,3.3478457999990496,008,P016,2025_Mar_07_1441,ConditionRich,2021.2.3,59.92907992748477,
100.0,103.75,15,0.75,Stimuli/P016/sun_bvfcijehgdsndfbg.jpg,0,0,0.0,0,42,42,42,,,,,,,,,,,,,100.02373499999885,0.02373499999885098,None,125.64270620000025,125.64270620000025,125.64270620000025,125.64270620000025,125.64270620000025,125.64270620000025,125.64270620000025,125.64270620000025,125.64270620000025,125.64270620000025,,008,P016,2025_Mar_07_1441,ConditionRich,2021.2.3,59.92907992748477,
