eventStartTime,eventEndTime,eventCond,imSize,imFile,responseEvent,fixRespStart,fixRespEnd,Events.thisRepN,Events.thisTrialN,Events.thisN,Events.thisIndex,Instructions.started,Instructions.stopped,participantReadyResponse.keys,participantReadyResponse.rt,participantReadyResponse.started,participantReadyResponse.stopped,startWaitforTrigger,triggerResponse.keys,triggerResponse.rt,triggerResponse.started,triggerResponse.stopped,globalTimer,actualStartTime,startTimingDiff,participantResponse.keys,participantResponse.started,participantResponse.stopped,image.started,image.stopped,fixationOutside.started,fixationOutside.stopped,fixationResponse.started,fixationResponse.stopped,fixationInside.started,fixationInside.stopped,participantResponse.rt,session,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,9.645339499998954,None,1,1.1136094000030425,9.645339499998954,None,,,,,,,,,,,,,,,,,,,,,008,P022,2025_May_13_1802,ConditionRich,2021.2.3,59.95466228377706,
,,,,,,,,,,,,,,,,,,10.773270099998626,5,13.87237009999808,10.786607300004107,None,,,,,,,,,,,,,,,,008,P022,2025_May_13_1802,ConditionRich,2021.2.3,59.95466228377706,
0.0,4.0,0,0.0,Stimuli/Blank.png,0,0,0.0,0,0,0,0,,,,,,,,,,,,24.668998900000588,0.04492179999942891,0.04492179999942891,None,24.73227559999941,None,24.73227559999941,None,24.73227559999941,None,24.73227559999941,24.73227559999941,24.73227559999941,None,,008,P022,2025_May_13_1802,ConditionRich,2021.2.3,59.95466228377706,
4.0,7.75,5,0.75,Stimuli/P016/sun_ajgmxbrxdpmsaext.jpg,1,0,0.75,0,1,1,1,,,,,,,,,,,,,4.023680400001467,0.023680400001467206,1,28.719540300000517,28.719540300000517,28.719540300000517,28.719540300000517,28.719540300000517,28.719540300000517,28.719540300000517,29.45311429999856,28.719540300000517,28.719540300000517,0.4855025999931968,008,P022,2025_May_13_1802,ConditionRich,2021.2.3,59.95466228377706,
7.75,8.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,2,2,2,,,,,,,,,,,,,7.772834199997305,0.022834199997305404,None,32.45618790000299,32.45618790000299,32.45618790000299,32.45618790000299,32.45618790000299,32.45618790000299,32.45618790000299,32.45618790000299,32.45618790000299,32.45618790000299,,008,P022,2025_May_13_1802,ConditionRich,2021.2.3,59.95466228377706,
8.0,11.75,18,0.75,Stimuli/P016/sun_byavixgfuhzioilz.jpg,0,0,0.0,0,3,3,3,,,,,,,,,,,,,8.006833300001745,0.006833300001744647,None,32.689305899999454,32.689305899999454,32.689305899999454,32.689305899999454,32.689305899999454,32.689305899999454,32.689305899999454,32.689305899999454,32.689305899999454,32.689305899999454,,008,P022,2025_May_13_1802,ConditionRich,2021.2.3,59.95466228377706,
11.75,12.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,4,4,4,,,,,,,,,,,,,11.761254299999564,0.011254299999563955,None,36.45933199999854,36.45933199999854,36.45933199999854,36.45933199999854,36.45933199999854,36.45933199999854,36.45933199999854,36.45933199999854,36.45933199999854,36.45933199999854,,008,P022,2025_May_13_1802,ConditionRich,2021.2.3,59.95466228377706,
12.0,15.75,11,0.75,Stimuli/P016/sun_bnwmcjuinqbdsbho.jpg,0,0,0.0,0,5,5,5,,,,,,,,,,,,,12.025962699997763,0.025962699997762684,None,36.70956200000364,36.70956200000364,36.70956200000364,36.70956200000364,36.70956200000364,36.70956200000364,36.70956200000364,36.70956200000364,36.70956200000364,36.70956200000364,,008,P022,2025_May_13_1802,ConditionRich,2021.2.3,59.95466228377706,
15.75,16.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,6,6,6,,,,,,,,,,,,,15.762804500001948,0.012804500001948327,None,40.44629400000122,40.44629400000122,40.44629400000122,40.44629400000122,40.44629400000122,40.44629400000122,40.44629400000122,40.44629400000122,40.44629400000122,40.44629400000122,,008,P022,2025_May_13_1802,ConditionRich,2021.2.3,59.95466228377706,
16.0,19.75,36,0.75,Stimuli/P016/things_streetlight_08s.jpg,0,0,0.0,0,7,7,7,,,,,,,,,,,,,16.013306200002262,0.013306200002261903,None,40.713249300002644,40.713249300002644,40.713249300002644,40.713249300002644,40.713249300002644,40.713249300002644,40.713249300002644,40.713249300002644,40.713249300002644,40.713249300002644,,008,P022,2025_May_13_1802,ConditionRich,2021.2.3,59.95466228377706,
19.75,20.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,8,8,8,,,,,,,,,,,,,19.76747890000115,0.017478900001151487,None,44.44997169999988,44.44997169999988,44.44997169999988,44.44997169999988,44.44997169999988,44.44997169999988,44.44997169999988,44.44997169999988,44.44997169999988,44.44997169999988,,008,P022,2025_May_13_1802,ConditionRich,2021.2.3,59.95466228377706,
20.0,23.75,25,0.75,Stimuli/P016/things_deer_08s.jpg,0,0,0.0,0,9,9,9,,,,,,,,,,,,,20.002929199996288,0.0029291999962879345,None,44.70020079999813,44.70020079999813,44.70020079999813,44.70020079999813,44.70020079999813,44.70020079999813,44.70020079999813,44.70020079999813,44.70020079999813,44.70020079999813,,008,P022,2025_May_13_1802,ConditionRich,2021.2.3,59.95466228377706,
23.75,24.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,10,10,10,,,,,,,,,,,,,23.771226800003205,0.021226800003205426,None,48.45367310000438,48.45367310000438,48.45367310000438,48.45367310000438,48.45367310000438,48.45367310000438,48.45367310000438,48.45367310000438,48.45367310000438,48.45367310000438,,008,P022,2025_May_13_1802,ConditionRich,2021.2.3,59.95466228377706,
24.0,27.75,23,0.75,Stimuli/P016/things_boy_08s.jpg,0,0,0.0,0,11,11,11,,,,,,,,,,,,,24.003503400002955,0.003503400002955459,None,48.68703529999766,48.68703529999766,48.68703529999766,48.68703529999766,48.68703529999766,48.68703529999766,48.68703529999766,48.68703529999766,48.68703529999766,48.68703529999766,,008,P022,2025_May_13_1802,ConditionRich,2021.2.3,59.95466228377706,
27.75,28.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,12,12,12,,,,,,,,,,,,,27.75675780000165,0.006757800001651049,None,52.440387100003136,52.440387100003136,52.440387100003136,52.440387100003136,52.440387100003136,52.440387100003136,52.440387100003136,52.440387100003136,52.440387100003136,52.440387100003136,,008,P022,2025_May_13_1802,ConditionRich,2021.2.3,59.95466228377706,
28.0,31.75,24,0.75,Stimuli/P016/things_bunkbed_08s.jpg,0,0,0.0,0,13,13,13,,,,,,,,,,,,,28.007859799996368,0.007859799996367656,None,52.690580900001805,52.690580900001805,52.690580900001805,52.690580900001805,52.690580900001805,52.690580900001805,52.690580900001805,52.690580900001805,52.690580900001805,52.690580900001805,,008,P022,2025_May_13_1802,ConditionRich,2021.2.3,59.95466228377706,
31.75,32.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,14,14,14,,,,,,,,,,,,,31.760965100002068,0.01096510000206763,None,56.44389950000186,56.44389950000186,56.44389950000186,56.44389950000186,56.44389950000186,56.44389950000186,56.44389950000186,56.44389950000186,56.44389950000186,56.44389950000186,,008,P022,2025_May_13_1802,ConditionRich,2021.2.3,59.95466228377706,
32.0,35.75,4,0.75,Stimuli/P016/sun_aiwuqxdqzftsfyeg.jpg,0,0,0.0,0,15,15,15,,,,,,,,,,,,,32.01154569999926,0.01154569999926025,None,56.694125499998336,56.694125499998336,56.694125499998336,56.694125499998336,56.694125499998336,56.694125499998336,56.694125499998336,56.694125499998336,56.694125499998336,56.694125499998336,,008,P022,2025_May_13_1802,ConditionRich,2021.2.3,59.95466228377706,
35.75,36.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,16,16,16,,,,,,,,,,,,,35.76476079999702,0.014760799997020513,None,60.44745060000423,60.44745060000423,60.44745060000423,60.44745060000423,60.44745060000423,60.44745060000423,60.44745060000423,60.44745060000423,60.44745060000423,60.44745060000423,,008,P022,2025_May_13_1802,ConditionRich,2021.2.3,59.95466228377706,
36.0,39.75,29,0.75,Stimuli/P016/things_mouse1_08s.jpg,0,0,0.0,0,17,17,17,,,,,,,,,,,,,36.01415190000262,0.014151900002616458,None,60.71435950000159,60.71435950000159,60.71435950000159,60.71435950000159,60.71435950000159,60.71435950000159,60.71435950000159,60.71435950000159,60.71435950000159,60.71435950000159,,008,P022,2025_May_13_1802,ConditionRich,2021.2.3,59.95466228377706,
39.75,40.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,18,18,18,,,,,,,,,,,,,39.768089999997756,0.018089999997755513,None,64.45099160000245,64.45099160000245,64.45099160000245,64.45099160000245,64.45099160000245,64.45099160000245,64.45099160000245,64.45099160000245,64.45099160000245,64.45099160000245,,008,P022,2025_May_13_1802,ConditionRich,2021.2.3,59.95466228377706,
40.0,43.75,39,0.75,Stimuli/P016/things_window_08s.jpg,0,0,0.0,0,19,19,19,,,,,,,,,,,,,40.002024399997026,0.002024399997026194,None,64.68448110000463,64.68448110000463,64.68448110000463,64.68448110000463,64.68448110000463,64.68448110000463,64.68448110000463,64.68448110000463,64.68448110000463,64.68448110000463,,008,P022,2025_May_13_1802,ConditionRich,2021.2.3,59.95466228377706,
43.75,44.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,20,20,20,,,,,,,,,,,,,43.7551078999968,0.0051078999968012795,None,68.43789090000064,68.43789090000064,68.43789090000064,68.43789090000064,68.43789090000064,68.43789090000064,68.43789090000064,68.43789090000064,68.43789090000064,68.43789090000064,,008,P022,2025_May_13_1802,ConditionRich,2021.2.3,59.95466228377706,
44.0,47.75,22,0.75,Stimuli/P016/things_baby_08s.jpg,0,0,0.0,0,21,21,21,,,,,,,,,,,,,44.00511640000332,0.005116400003316812,None,68.68806420000328,68.68806420000328,68.68806420000328,68.68806420000328,68.68806420000328,68.68806420000328,68.68806420000328,68.68806420000328,68.68806420000328,68.68806420000328,,008,P022,2025_May_13_1802,ConditionRich,2021.2.3,59.95466228377706,
47.75,48.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,22,22,22,,,,,,,,,,,,,47.75832999999693,0.008329999996931292,None,72.44139379999979,72.44139379999979,72.44139379999979,72.44139379999979,72.44139379999979,72.44139379999979,72.44139379999979,72.44139379999979,72.44139379999979,72.44139379999979,,008,P022,2025_May_13_1802,ConditionRich,2021.2.3,59.95466228377706,
48.0,51.75,14,0.75,Stimuli/P016/sun_bpvmkbyglkraoxhh.jpg,0,0,0.0,0,23,23,23,,,,,,,,,,,,,48.0080250999963,0.008025099996302743,None,72.69159159999981,72.69159159999981,72.69159159999981,72.69159159999981,72.69159159999981,72.69159159999981,72.69159159999981,72.69159159999981,72.69159159999981,72.69159159999981,,008,P022,2025_May_13_1802,ConditionRich,2021.2.3,59.95466228377706,
51.75,52.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,24,24,24,,,,,,,,,,,,,51.763558500002546,0.01355850000254577,None,76.46160400000372,76.46160400000372,76.46160400000372,76.46160400000372,76.46160400000372,76.46160400000372,76.46160400000372,76.46160400000372,76.46160400000372,76.46160400000372,,008,P022,2025_May_13_1802,ConditionRich,2021.2.3,59.95466228377706,
52.0,55.75,28,0.75,Stimuli/P016/things_latte_08s.jpg,1,3,3.75,0,25,25,25,,,,,,,,,,,,,52.02839680000034,0.028396800000336953,1,76.7285045000026,76.7285045000026,76.7285045000026,76.7285045000026,76.7285045000026,76.7285045000026,79.69783850000385,80.44847280000249,76.7285045000026,76.7285045000026,3.594612799999595,008,P022,2025_May_13_1802,ConditionRich,2021.2.3,59.95466228377706,
