eventStartTime,eventEndTime,eventCond,imSize,imFile,responseEvent,fixRespStart,fixRespEnd,Events.thisRepN,Events.thisTrialN,Events.thisN,Events.thisIndex,Instructions.started,Instructions.stopped,participantReadyResponse.keys,participantReadyResponse.rt,participantReadyResponse.started,participantReadyResponse.stopped,startWaitforTrigger,triggerResponse.keys,triggerResponse.rt,triggerResponse.started,triggerResponse.stopped,globalTimer,actualStartTime,startTimingDiff,participantResponse.keys,participantResponse.rt,participantResponse.started,participantResponse.stopped,image.started,image.stopped,fixationOutside.started,fixationOutside.stopped,fixationResponse.started,fixationResponse.stopped,fixationInside.started,fixationInside.stopped,session,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,15.156903499999316,None,3,2.034770500002196,15.156903499999316,None,,,,,,,,,,,,,,,,,,,,,004,P001,2025_Jan_17_1838,ConditionRich,2021.2.3,59.95894011839048,
,,,,,,,,,,,,,,,,,,17.19814469999983,5,13.861468800001603,17.21102930000052,None,,,,,,,,,,,,,,,,004,P001,2025_Jan_17_1838,ConditionRich,2021.2.3,59.95894011839048,
0.0,4.0,0,0.0,Stimuli/Blank.png,0,0.0,0.0,0,0,0,0,,,,,,,,,,,,31.07913220000046,0.027818899994599633,0.027818899994599633,5,1.9566082000019378,31.116198499999882,None,31.116198499999882,None,31.116198499999882,None,31.116198499999882,31.116198499999882,31.116198499999882,None,004,P001,2025_Jan_17_1838,ConditionRich,2021.2.3,59.95894011839048,
4.0,4.75,9,0.75,Stimuli/P001/sun_awtltwwpwbepuuqv.jpg,0,0.0,0.0,0,1,1,1,,,,,,,,,,,,,4.001169699993625,0.0011696999936248176,None,,35.09421269999439,35.09421269999439,35.09421269999439,35.09421269999439,35.09421269999439,35.09421269999439,35.09421269999439,35.09421269999439,35.09421269999439,35.09421269999439,004,P001,2025_Jan_17_1838,ConditionRich,2021.2.3,59.95894011839048,
4.75,8.0,41,0.0,Stimuli/Blank.png,0,0.0,0.0,0,2,2,2,,,,,,,,,,,,,4.753420599998208,0.003420599998207763,5,1.2245164999985718,35.84753789999377,35.84753789999377,35.84753789999377,35.84753789999377,35.84753789999377,35.84753789999377,35.84753789999377,35.84753789999377,35.84753789999377,35.84753789999377,004,P001,2025_Jan_17_1838,ConditionRich,2021.2.3,59.95894011839048,
8.0,8.75,13,0.75,Stimuli/P001/sun_bfdmlbkyioxnkodb.jpg,0,0.0,0.0,0,3,3,3,,,,,,,,,,,,,8.004987099993741,0.00498709999374114,None,,39.09722079999483,39.09722079999483,39.09722079999483,39.09722079999483,39.09722079999483,39.09722079999483,39.09722079999483,39.09722079999483,39.09722079999483,39.09722079999483,004,P001,2025_Jan_17_1838,ConditionRich,2021.2.3,59.95894011839048,
8.75,12.0,41,0.0,Stimuli/Blank.png,0,0.0,0.0,0,4,4,4,,,,,,,,,,,,,8.755466399998113,0.005466399998113047,5,1.2244318000011845,39.84840019999683,39.84840019999683,39.84840019999683,39.84840019999683,39.84840019999683,39.84840019999683,39.84840019999683,39.84840019999683,39.84840019999683,39.84840019999683,004,P001,2025_Jan_17_1838,ConditionRich,2021.2.3,59.95894011839048,
12.0,12.75,26,0.75,Stimuli/P001/things_dish_01b.jpg,0,0.0,0.0,0,5,5,5,,,,,,,,,,,,,12.007387999998173,0.007387999998172745,None,,43.10068699999829,43.10068699999829,43.10068699999829,43.10068699999829,43.10068699999829,43.10068699999829,43.10068699999829,43.10068699999829,43.10068699999829,43.10068699999829,004,P001,2025_Jan_17_1838,ConditionRich,2021.2.3,59.95894011839048,
12.75,16.0,41,0.0,Stimuli/Blank.png,0,0.0,0.0,0,6,6,6,,,,,,,,,,,,,12.758772499997576,0.008772499997576233,5,1.221599000004062,43.851566899997124,43.851566899997124,43.851566899997124,43.851566899997124,43.851566899997124,43.851566899997124,43.851566899997124,43.851566899997124,43.851566899997124,43.851566899997124,004,P001,2025_Jan_17_1838,ConditionRich,2021.2.3,59.95894011839048,
16.0,16.75,22,0.75,Stimuli/P001/things_boy_01b.jpg,0,0.0,0.0,0,7,7,7,,,,,,,,,,,,,16.01230869999563,0.012308699995628558,None,,47.10478549999971,47.10478549999971,47.10478549999971,47.10478549999971,47.10478549999971,47.10478549999971,47.10478549999971,47.10478549999971,47.10478549999971,47.10478549999971,004,P001,2025_Jan_17_1838,ConditionRich,2021.2.3,59.95894011839048,
