9.1177 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001BBEA9096A0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001BBEA92DB00>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=1, size=array([1920, 1080]), stencilBits=0, stereo=False, units='norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
9.1178 	EXP 	window1: mouseVisible = True
9.1178 	EXP 	window1: recordFrameIntervals = False
9.2842 	EXP 	window1: recordFrameIntervals = True
9.4679 	EXP 	window1: recordFrameIntervals = False
9.8471 	EXP 	Created Instructions = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='Instructions', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='norm', win=Window(...), wrapWidth=1)
9.8509 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='sin', interpolate=False, mask=None, maskParams=None, name='image', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=512, units='height', win=Window(...))
9.8690 	EXP 	Created fixationOutside = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-3.0, fillColor=array([-1, -1, -1]), fillColorSpace='rgb', fillRGB=array([-1, -1, -1]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=1.0, name='fixationOutside', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.01, 0.01]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
9.8841 	EXP 	Created fixationResponse = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-4.0, fillColor=array([ 1, -1, -1]), fillColorSpace='rgb', fillRGB=array([ 1, -1, -1]), interpolate=True, lineColor=array([ 1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([ 1, -1, -1]), lineWidth=1.0, name='fixationResponse', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.01, 0.01]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
9.8985 	EXP 	Created fixationInside = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-5.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='fixationInside', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.004, 0.004]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
10.0357 	EXP 	Instructions: autoDraw = True
19.0660 	DATA 	Keypress: 1
19.0763 	EXP 	Instructions: autoDraw = False
33.6691 	EXP 	Imported runInfo/All/P017_Run4.csv as conditions, 645 conditions, 8 params
33.6703 	EXP 	Created sequence: sequential, trialTypes=645, nReps=1, seed=None
33.6705 	EXP 	New trial (rep=0, index=0): OrderedDict([('eventStartTime', 0.0), ('eventEndTime', 4.0), ('eventCond', 0), ('imSize', 0.0), ('imFile', 'Stimuli/Blank.png'), ('responseEvent', 0), ('fixRespStart', 0), ('fixRespEnd', 0.0)])
33.6779 	DATA 	Keypress: 5
33.6892 	EXP 	image: size = array([0., 0.])
33.6892 	EXP 	image: image = 'Stimuli/Blank.png'
33.6892 	EXP 	image: autoDraw = True
33.6892 	EXP 	fixationOutside: autoDraw = True
33.6892 	EXP 	fixationResponse: autoDraw = True
33.6892 	EXP 	fixationResponse: autoDraw = False
33.6892 	EXP 	fixationInside: autoDraw = True
35.6141 	DATA 	Keypress: 5
37.6175 	DATA 	Keypress: 5
37.6312 	EXP 	New trial (rep=0, index=1): OrderedDict([('eventStartTime', 4.0), ('eventEndTime', 4.75), ('eventCond', 23), ('imSize', 0.75), ('imFile', 'Stimuli/P017/things_boy_09s.jpg'), ('responseEvent', 0), ('fixRespStart', 0), ('fixRespEnd', 0.0)])
37.6596 	EXP 	image: autoDraw = False
37.6596 	EXP 	fixationOutside: autoDraw = False
37.6596 	EXP 	fixationInside: autoDraw = False
37.6596 	EXP 	image: autoDraw = False
37.6596 	EXP 	fixationOutside: autoDraw = False
37.6596 	EXP 	fixationResponse: autoDraw = False
37.6596 	EXP 	fixationInside: autoDraw = False
37.6596 	EXP 	image: size = array([0.75, 0.75])
37.6596 	EXP 	image: image = 'Stimuli/P017/things_boy_09s.jpg'
37.6596 	EXP 	image: autoDraw = True
37.6596 	EXP 	fixationOutside: autoDraw = True
37.6596 	EXP 	fixationResponse: autoDraw = True
37.6596 	EXP 	fixationResponse: autoDraw = False
37.6596 	EXP 	fixationInside: autoDraw = True
38.3798 	EXP 	New trial (rep=0, index=2): OrderedDict([('eventStartTime', 4.75), ('eventEndTime', 5.0), ('eventCond', 41), ('imSize', 0.0), ('imFile', 'Stimuli/Blank.png'), ('responseEvent', 0), ('fixRespStart', 0), ('fixRespEnd', 0.0)])
38.3937 	EXP 	image: autoDraw = False
38.3937 	EXP 	fixationOutside: autoDraw = False
38.3937 	EXP 	fixationInside: autoDraw = False
38.3937 	EXP 	image: autoDraw = False
38.3937 	EXP 	fixationOutside: autoDraw = False
38.3937 	EXP 	fixationResponse: autoDraw = False
38.3937 	EXP 	fixationInside: autoDraw = False
38.3937 	EXP 	image: size = array([0., 0.])
38.3937 	EXP 	image: image = 'Stimuli/Blank.png'
38.3937 	EXP 	image: autoDraw = True
38.3937 	EXP 	fixationOutside: autoDraw = True
38.3937 	EXP 	fixationResponse: autoDraw = True
38.3937 	EXP 	fixationResponse: autoDraw = False
38.3937 	EXP 	fixationInside: autoDraw = True
38.6147 	EXP 	New trial (rep=0, index=3): OrderedDict([('eventStartTime', 5.0), ('eventEndTime', 5.75), ('eventCond', 23), ('imSize', 0.75), ('imFile', 'Stimuli/P017/things_boy_09s.jpg'), ('responseEvent', 0), ('fixRespStart', 0), ('fixRespEnd', 0.0)])
38.6436 	EXP 	image: autoDraw = False
38.6436 	EXP 	fixationOutside: autoDraw = False
38.6436 	EXP 	fixationInside: autoDraw = False
38.6436 	EXP 	image: autoDraw = False
38.6436 	EXP 	fixationOutside: autoDraw = False
38.6436 	EXP 	fixationResponse: autoDraw = False
38.6436 	EXP 	fixationInside: autoDraw = False
38.6436 	EXP 	image: size = array([0.75, 0.75])
38.6436 	EXP 	image: image = 'Stimuli/P017/things_boy_09s.jpg'
38.6436 	EXP 	image: autoDraw = True
38.6436 	EXP 	fixationOutside: autoDraw = True
38.6436 	EXP 	fixationResponse: autoDraw = True
38.6436 	EXP 	fixationResponse: autoDraw = False
38.6436 	EXP 	fixationInside: autoDraw = True
39.3807 	EXP 	New trial (rep=0, index=4): OrderedDict([('eventStartTime', 5.75), ('eventEndTime', 6.0), ('eventCond', 41), ('imSize', 0.0), ('imFile', 'Stimuli/Blank.png'), ('responseEvent', 0), ('fixRespStart', 0), ('fixRespEnd', 0.0)])
39.4109 	EXP 	image: autoDraw = False
39.4109 	EXP 	fixationOutside: autoDraw = False
39.4109 	EXP 	fixationInside: autoDraw = False
39.4109 	EXP 	image: autoDraw = False
39.4109 	EXP 	fixationOutside: autoDraw = False
39.4109 	EXP 	fixationResponse: autoDraw = False
39.4109 	EXP 	fixationInside: autoDraw = False
39.4109 	EXP 	image: size = array([0., 0.])
39.4109 	EXP 	image: image = 'Stimuli/Blank.png'
39.4109 	EXP 	image: autoDraw = True
39.4109 	EXP 	fixationOutside: autoDraw = True
39.4109 	EXP 	fixationResponse: autoDraw = True
39.4109 	EXP 	fixationResponse: autoDraw = False
39.4109 	EXP 	fixationInside: autoDraw = True
39.6194 	DATA 	Keypress: 5
39.6304 	EXP 	New trial (rep=0, index=5): OrderedDict([('eventStartTime', 6.0), ('eventEndTime', 6.75), ('eventCond', 23), ('imSize', 0.75), ('imFile', 'Stimuli/P017/things_boy_09s.jpg'), ('responseEvent', 0), ('fixRespStart', 0), ('fixRespEnd', 0.0)])
39.6445 	EXP 	image: autoDraw = False
39.6445 	EXP 	fixationOutside: autoDraw = False
39.6445 	EXP 	fixationInside: autoDraw = False
39.6445 	EXP 	image: autoDraw = False
39.6445 	EXP 	fixationOutside: autoDraw = False
39.6445 	EXP 	fixationResponse: autoDraw = False
39.6445 	EXP 	fixationInside: autoDraw = False
39.6445 	EXP 	image: size = array([0.75, 0.75])
39.6445 	EXP 	image: image = 'Stimuli/P017/things_boy_09s.jpg'
39.6445 	EXP 	image: autoDraw = True
39.6445 	EXP 	fixationOutside: autoDraw = True
39.6445 	EXP 	fixationResponse: autoDraw = True
39.6445 	EXP 	fixationResponse: autoDraw = False
39.6445 	EXP 	fixationInside: autoDraw = True
40.3640 	EXP 	New trial (rep=0, index=6): OrderedDict([('eventStartTime', 6.75), ('eventEndTime', 7.0), ('eventCond', 41), ('imSize', 0.0), ('imFile', 'Stimuli/Blank.png'), ('responseEvent', 0), ('fixRespStart', 0), ('fixRespEnd', 0.0)])
40.3784 	EXP 	image: autoDraw = False
40.3784 	EXP 	fixationOutside: autoDraw = False
40.3784 	EXP 	fixationInside: autoDraw = False
40.3784 	EXP 	image: autoDraw = False
40.3784 	EXP 	fixationOutside: autoDraw = False
40.3784 	EXP 	fixationResponse: autoDraw = False
40.3784 	EXP 	fixationInside: autoDraw = False
40.3784 	EXP 	image: size = array([0., 0.])
40.3784 	EXP 	image: image = 'Stimuli/Blank.png'
40.3784 	EXP 	image: autoDraw = True
40.3784 	EXP 	fixationOutside: autoDraw = True
40.3784 	EXP 	fixationResponse: autoDraw = True
40.3784 	EXP 	fixationResponse: autoDraw = False
40.3784 	EXP 	fixationInside: autoDraw = True
40.6142 	EXP 	New trial (rep=0, index=7): OrderedDict([('eventStartTime', 7.0), ('eventEndTime', 7.75), ('eventCond', 23), ('imSize', 0.75), ('imFile', 'Stimuli/P017/things_boy_09s.jpg'), ('responseEvent', 0), ('fixRespStart', 0), ('fixRespEnd', 0.0)])
40.6286 	EXP 	image: autoDraw = False
40.6286 	EXP 	fixationOutside: autoDraw = False
40.6286 	EXP 	fixationInside: autoDraw = False
