eventStartTime,eventEndTime,eventCond,imSize,imFile,responseEvent,fixRespStart,fixRespEnd,Events.thisRepN,Events.thisTrialN,Events.thisN,Events.thisIndex,Instructions.started,Instructions.stopped,participantReadyResponse.keys,participantReadyResponse.rt,participantReadyResponse.started,participantReadyResponse.stopped,startWaitforTrigger,triggerResponse.keys,triggerResponse.rt,triggerResponse.started,triggerResponse.stopped,globalTimer,actualStartTime,startTimingDiff,participantResponse.keys,participantResponse.rt,participantResponse.started,participantResponse.stopped,image.started,image.stopped,fixationOutside.started,fixationOutside.stopped,fixationResponse.started,fixationResponse.stopped,fixationInside.started,fixationInside.stopped,session,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,11.995612699996855,None,2,3.562946699996246,11.995612699996855,None,,,,,,,,,,,,,,,,,,,,,002,P018,2025_Mar_07_1751,ConditionRich,2021.2.3,59.92512954248162,
,,,,,,,,,,,,,,,,,,15.5768934000007,5,19.63823279999633,15.58936790000007,None,,,,,,,,,,,,,,,,002,P018,2025_Mar_07_1751,ConditionRich,2021.2.3,59.92512954248162,
0.0,4.0,0,0.0,Stimuli/Blank.png,0,0,0.0,0,0,0,0,,,,,,,,,,,,35.242382099997485,0.049005699998815544,0.049005699998815544,2,0.7198011000000406,35.30675170000177,None,35.30675170000177,None,35.30675170000177,None,35.30675170000177,35.30675170000177,35.30675170000177,None,002,P018,2025_Mar_07_1751,ConditionRich,2021.2.3,59.92512954248162,
4.0,4.75,34,0.75,Stimuli/P018/things_llama_09s.jpg,0,0,0.0,0,1,1,1,,,,,,,,,,,,,4.011567899993679,0.01156789999367902,None,,39.277265600001556,39.277265600001556,39.277265600001556,39.277265600001556,39.277265600001556,39.277265600001556,39.277265600001556,39.277265600001556,39.277265600001556,39.277265600001556,002,P018,2025_Mar_07_1751,ConditionRich,2021.2.3,59.92512954248162,
4.75,5.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,2,2,2,,,,,,,,,,,,,4.770591599997715,0.020591599997715093,None,,40.027864099996805,40.027864099996805,40.027864099996805,40.027864099996805,40.027864099996805,40.027864099996805,40.027864099996805,40.027864099996805,40.027864099996805,40.027864099996805,002,P018,2025_Mar_07_1751,ConditionRich,2021.2.3,59.92512954248162,
5.0,5.75,34,0.75,Stimuli/P018/things_llama_09s.jpg,0,0,0.0,0,3,3,3,,,,,,,,,,,,,5.004867699994065,0.004867699994065333,None,,40.27783929999714,40.27783929999714,40.27783929999714,40.27783929999714,40.27783929999714,40.27783929999714,40.27783929999714,40.27783929999714,40.27783929999714,40.27783929999714,002,P018,2025_Mar_07_1751,ConditionRich,2021.2.3,59.92512954248162,
5.75,6.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,4,4,4,,,,,,,,,,,,,5.772808199995779,0.022808199995779432,None,,41.02849179999612,41.02849179999612,41.02849179999612,41.02849179999612,41.02849179999612,41.02849179999612,41.02849179999612,41.02849179999612,41.02849179999612,41.02849179999612,002,P018,2025_Mar_07_1751,ConditionRich,2021.2.3,59.92512954248162,
6.0,6.75,34,0.75,Stimuli/P018/things_llama_09s.jpg,0,0,0.0,0,5,5,5,,,,,,,,,,,,,6.005074399996374,0.005074399996374268,None,,41.26202380000177,41.26202380000177,41.26202380000177,41.26202380000177,41.26202380000177,41.26202380000177,41.26202380000177,41.26202380000177,41.26202380000177,41.26202380000177,002,P018,2025_Mar_07_1751,ConditionRich,2021.2.3,59.92512954248162,
6.75,7.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,6,6,6,,,,,,,,,,,,,6.7557065000000875,0.005706500000087544,None,,42.01267740000185,42.01267740000185,42.01267740000185,42.01267740000185,42.01267740000185,42.01267740000185,42.01267740000185,42.01267740000185,42.01267740000185,42.01267740000185,002,P018,2025_Mar_07_1751,ConditionRich,2021.2.3,59.92512954248162,
7.0,7.75,34,0.75,Stimuli/P018/things_llama_09s.jpg,0,0,0.0,0,7,7,7,,,,,,,,,,,,,7.006913899997016,0.006913899997016415,None,,42.27958639999997,42.27958639999997,42.27958639999997,42.27958639999997,42.27958639999997,42.27958639999997,42.27958639999997,42.27958639999997,42.27958639999997,42.27958639999997,002,P018,2025_Mar_07_1751,ConditionRich,2021.2.3,59.92512954248162,
