eventStartTime,eventEndTime,eventCond,imSize,imFile,responseEvent,fixRespStart,fixRespEnd,Events.thisRepN,Events.thisTrialN,Events.thisN,Events.thisIndex,Instructions.started,Instructions.stopped,participantReadyResponse.keys,participantReadyResponse.rt,participantReadyResponse.started,participantReadyResponse.stopped,startWaitforTrigger,triggerResponse.keys,triggerResponse.rt,triggerResponse.started,triggerResponse.stopped,globalTimer,actualStartTime,startTimingDiff,participantResponse.keys,participantResponse.rt,participantResponse.started,participantResponse.stopped,image.started,image.stopped,fixationOutside.started,fixationOutside.stopped,fixationResponse.started,fixationResponse.stopped,fixationInside.started,fixationInside.stopped,session,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,9.754392000002554,None,1,1.8178591999967466,9.754392000002554,None,,,,,,,,,,,,,,,,,,,,,003,P022,2025_May_13_1713,ConditionRich,2021.2.3,59.92272365487598,
,,,,,,,,,,,,,,,,,,11.588518199998362,5,15.363951300001645,11.601475199997367,None,,,,,,,,,,,,,,,,003,P022,2025_May_13_1713,ConditionRich,2021.2.3,59.92272365487598,
0.0,4.0,0,0.0,Stimuli/Blank.png,0,0,0.0,0,0,0,0,,,,,,,,,,,,26.969312599998375,0.07441560000006575,0.07441560000006575,1,0.440099100000225,27.065166500004125,None,27.065166500004125,None,27.065166500004125,None,27.065166500004125,27.065166500004125,27.065166500004125,None,003,P022,2025_May_13_1713,ConditionRich,2021.2.3,59.92272365487598,
4.0,4.75,36,0.75,Stimuli/P016/things_streetlight_08s.jpg,0,0,0.0,0,1,1,1,,,,,,,,,,,,,4.021110399997269,0.02111039999726927,None,,31.018933600003948,31.018933600003948,31.018933600003948,31.018933600003948,31.018933600003948,31.018933600003948,31.018933600003948,31.018933600003948,31.018933600003948,31.018933600003948,003,P022,2025_May_13_1713,ConditionRich,2021.2.3,59.92272365487598,
4.75,5.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,2,2,2,,,,,,,,,,,,,4.768966399999044,0.01896639999904437,None,,31.753200899998774,31.753200899998774,31.753200899998774,31.753200899998774,31.753200899998774,31.753200899998774,31.753200899998774,31.753200899998774,31.753200899998774,31.753200899998774,003,P022,2025_May_13_1713,ConditionRich,2021.2.3,59.92272365487598,
5.0,5.75,36,0.75,Stimuli/P016/things_streetlight_08s.jpg,0,0,0.0,0,3,3,3,,,,,,,,,,,,,5.002519499998016,0.0025194999980158173,None,,31.98615869999776,31.98615869999776,31.98615869999776,31.98615869999776,31.98615869999776,31.98615869999776,31.98615869999776,31.98615869999776,31.98615869999776,31.98615869999776,003,P022,2025_May_13_1713,ConditionRich,2021.2.3,59.92272365487598,
5.75,6.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,4,4,4,,,,,,,,,,,,,5.753042999996978,0.003042999996978324,None,,32.73685110000224,32.73685110000224,32.73685110000224,32.73685110000224,32.73685110000224,32.73685110000224,32.73685110000224,32.73685110000224,32.73685110000224,32.73685110000224,003,P022,2025_May_13_1713,ConditionRich,2021.2.3,59.92272365487598,
6.0,6.75,36,0.75,Stimuli/P016/things_streetlight_08s.jpg,0,0,0.0,0,5,5,5,,,,,,,,,,,,,6.003691300000355,0.0036913000003551133,None,,32.98705699999846,32.98705699999846,32.98705699999846,32.98705699999846,32.98705699999846,32.98705699999846,32.98705699999846,32.98705699999846,32.98705699999846,32.98705699999846,003,P022,2025_May_13_1713,ConditionRich,2021.2.3,59.92272365487598,
6.75,7.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,6,6,6,,,,,,,,,,,,,6.7539337999987765,0.0039337999987765215,None,,33.737747600003786,33.737747600003786,33.737747600003786,33.737747600003786,33.737747600003786,33.737747600003786,33.737747600003786,33.737747600003786,33.737747600003786,33.737747600003786,003,P022,2025_May_13_1713,ConditionRich,2021.2.3,59.92272365487598,
7.0,7.75,36,0.75,Stimuli/P016/things_streetlight_08s.jpg,0,0,0.0,0,7,7,7,,,,,,,,,,,,,7.004129499997362,0.004129499997361563,None,,33.987958899997466,33.987958899997466,33.987958899997466,33.987958899997466,33.987958899997466,33.987958899997466,33.987958899997466,33.987958899997466,33.987958899997466,33.987958899997466,003,P022,2025_May_13_1713,ConditionRich,2021.2.3,59.92272365487598,
