eventStartTime,eventEndTime,eventCond,imSize,imFile,responseEvent,fixRespStart,fixRespEnd,Events.thisRepN,Events.thisTrialN,Events.thisN,Events.thisIndex,Instructions.started,Instructions.stopped,participantReadyResponse.keys,participantReadyResponse.rt,participantReadyResponse.started,participantReadyResponse.stopped,startWaitforTrigger,triggerResponse.keys,triggerResponse.rt,triggerResponse.started,triggerResponse.stopped,globalTimer,actualStartTime,startTimingDiff,participantResponse.keys,participantResponse.started,participantResponse.stopped,image.started,image.stopped,fixationOutside.started,fixationOutside.stopped,fixationResponse.started,fixationResponse.stopped,fixationInside.started,fixationInside.stopped,session,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,14.203477600000042,None,1,7.490120700000261,14.203477600000042,None,,,,,,,,,,,,,,,,,,,,006,P017,2025_Mar_07_1634,ConditionRich,2021.2.3,59.93543754740658,
,,,,,,,,,,,,,,,,,,21.708195299997897,5,5.642227299998922,21.72049590000097,None,,,,,,,,,,,,,,,006,P017,2025_Mar_07_1634,ConditionRich,2021.2.3,59.93543754740658,
0.0,4.0,0,0.0,Stimuli/Blank.png,0,0,0.0,0,0,0,0,,,,,,,,,,,,27.380072600000858,0.0429961000008916,0.0429961000008916,None,27.432959999998275,None,27.432959999998275,None,27.432959999998275,None,27.432959999998275,27.432959999998275,27.432959999998275,None,006,P017,2025_Mar_07_1634,ConditionRich,2021.2.3,59.93543754740658,
,,,,,,,,,,,,,,,,,,,,,,,,4.0028176000014355,0.002817600001435494,,,,,,,,,,,,,,,,,,
