eventStartTime,eventEndTime,eventCond,imSize,imFile,responseEvent,fixRespStart,fixRespEnd,Events.thisRepN,Events.thisTrialN,Events.thisN,Events.thisIndex,Instructions.started,Instructions.stopped,participantReadyResponse.keys,participantReadyResponse.rt,participantReadyResponse.started,participantReadyResponse.stopped,startWaitforTrigger,triggerResponse.keys,triggerResponse.rt,triggerResponse.started,triggerResponse.stopped,globalTimer,actualStartTime,startTimingDiff,participantResponse.keys,participantResponse.started,participantResponse.stopped,image.started,image.stopped,fixationOutside.started,fixationOutside.stopped,fixationResponse.started,fixationResponse.stopped,fixationInside.started,fixationInside.stopped,participantResponse.rt,session,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,12.542010300001493,None,1,2.2414584000016475,12.542010300001493,None,,,,,,,,,,,,,,,,,,,,,005,P019,2025_Mar_21_1019,ConditionRich,2021.2.3,59.89774257360265,
,,,,,,,,,,,,,,,,,,14.800378900001306,5,15.159111000000848,14.812429200001134,None,,,,,,,,,,,,,,,,005,P019,2025_Mar_21_1019,ConditionRich,2021.2.3,59.89774257360265,
0.0,4.0,0,0.0,Stimuli/Blank.png,0,0,0.0,0,0,0,0,,,,,,,,,,,,29.979436600000554,0.0679335999993782,0.0679335999993782,None,30.059240800001135,None,30.059240800001135,None,30.059240800001135,None,30.059240800001135,30.059240800001135,30.059240800001135,None,,005,P019,2025_Mar_21_1019,ConditionRich,2021.2.3,59.89774257360265,
4.0,4.75,27,0.75,Stimuli/P019/things_eel_10s.jpg,0,0,0.0,0,1,1,1,,,,,,,,,,,,,4.008417299999564,0.00841729999956442,None,34.01303619999999,34.01303619999999,34.01303619999999,34.01303619999999,34.01303619999999,34.01303619999999,34.01303619999999,34.01303619999999,34.01303619999999,34.01303619999999,,005,P019,2025_Mar_21_1019,ConditionRich,2021.2.3,59.89774257360265,
4.75,5.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,2,2,2,,,,,,,,,,,,,4.770739499999763,0.02073949999976321,None,34.76372220000121,34.76372220000121,34.76372220000121,34.76372220000121,34.76372220000121,34.76372220000121,34.76372220000121,34.76372220000121,34.76372220000121,34.76372220000121,,005,P019,2025_Mar_21_1019,ConditionRich,2021.2.3,59.89774257360265,
5.0,5.75,27,0.75,Stimuli/P019/things_eel_10s.jpg,0,0,0.0,0,3,3,3,,,,,,,,,,,,,5.005636699999741,0.005636699999740813,None,35.013600100000986,35.013600100000986,35.013600100000986,35.013600100000986,35.013600100000986,35.013600100000986,35.013600100000986,35.013600100000986,35.013600100000986,35.013600100000986,,005,P019,2025_Mar_21_1019,ConditionRich,2021.2.3,59.89774257360265,
5.75,6.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,4,4,4,,,,,,,,,,,,,5.770351799999844,0.020351799999843934,None,35.76428010000018,35.76428010000018,35.76428010000018,35.76428010000018,35.76428010000018,35.76428010000018,35.76428010000018,35.76428010000018,35.76428010000018,35.76428010000018,,005,P019,2025_Mar_21_1019,ConditionRich,2021.2.3,59.89774257360265,
6.0,6.75,27,0.75,Stimuli/P019/things_eel_10s.jpg,0,0,0.0,0,5,5,5,,,,,,,,,,,,,6.0052240999993955,0.005224099999395548,None,36.01450699999987,36.01450699999987,36.01450699999987,36.01450699999987,36.01450699999987,36.01450699999987,36.01450699999987,36.01450699999987,36.01450699999987,36.01450699999987,,005,P019,2025_Mar_21_1019,ConditionRich,2021.2.3,59.89774257360265,
6.75,7.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,6,6,6,,,,,,,,,,,,,6.771751199999926,0.02175119999992603,None,36.76516730000003,36.76516730000003,36.76516730000003,36.76516730000003,36.76516730000003,36.76516730000003,36.76516730000003,36.76516730000003,36.76516730000003,36.76516730000003,,005,P019,2025_Mar_21_1019,ConditionRich,2021.2.3,59.89774257360265,
7.0,7.75,27,0.75,Stimuli/P019/things_eel_10s.jpg,0,0,0.0,0,7,7,7,,,,,,,,,,,,,7.006276099999013,0.0062760999990132404,None,37.01538590000018,37.01538590000018,37.01538590000018,37.01538590000018,37.01538590000018,37.01538590000018,37.01538590000018,37.01538590000018,37.01538590000018,37.01538590000018,,005,P019,2025_Mar_21_1019,ConditionRich,2021.2.3,59.89774257360265,
7.75,8.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,8,8,8,,,,,,,,,,,,,7.772059099999751,0.022059099999751197,None,37.766111800001454,37.766111800001454,37.766111800001454,37.766111800001454,37.766111800001454,37.766111800001454,37.766111800001454,37.766111800001454,37.766111800001454,37.766111800001454,,005,P019,2025_Mar_21_1019,ConditionRich,2021.2.3,59.89774257360265,
8.0,8.75,21,0.75,Stimuli/P019/things_anteater_10s.jpg,0,0,0.0,0,9,9,9,,,,,,,,,,,,,8.005668599998899,0.005668599998898571,None,37.99966350000068,37.99966350000068,37.99966350000068,37.99966350000068,37.99966350000068,37.99966350000068,37.99966350000068,37.99966350000068,37.99966350000068,37.99966350000068,,005,P019,2025_Mar_21_1019,ConditionRich,2021.2.3,59.89774257360265,
8.75,9.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,10,10,10,,,,,,,,,,,,,8.756346699999995,0.006346699999994598,None,38.7502467000013,38.7502467000013,38.7502467000013,38.7502467000013,38.7502467000013,38.7502467000013,38.7502467000013,38.7502467000013,38.7502467000013,38.7502467000013,,005,P019,2025_Mar_21_1019,ConditionRich,2021.2.3,59.89774257360265,
9.0,9.75,21,0.75,Stimuli/P019/things_anteater_10s.jpg,0,0,0.0,0,11,11,11,,,,,,,,,,,,,9.006512699999803,0.006512699999802862,None,39.00047580000137,39.00047580000137,39.00047580000137,39.00047580000137,39.00047580000137,39.00047580000137,39.00047580000137,39.00047580000137,39.00047580000137,39.00047580000137,,005,P019,2025_Mar_21_1019,ConditionRich,2021.2.3,59.89774257360265,
9.75,10.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,12,12,12,,,,,,,,,,,,,9.759924299998602,0.009924299998601782,None,39.76782749999984,39.76782749999984,39.76782749999984,39.76782749999984,39.76782749999984,39.76782749999984,39.76782749999984,39.76782749999984,39.76782749999984,39.76782749999984,,005,P019,2025_Mar_21_1019,ConditionRich,2021.2.3,59.89774257360265,
10.0,10.75,21,0.75,Stimuli/P019/things_anteater_10s.jpg,0,0,0.0,0,13,13,13,,,,,,,,,,,,,10.025122799999735,0.025122799999735435,None,40.01804020000054,40.01804020000054,40.01804020000054,40.01804020000054,40.01804020000054,40.01804020000054,40.01804020000054,40.01804020000054,40.01804020000054,40.01804020000054,,005,P019,2025_Mar_21_1019,ConditionRich,2021.2.3,59.89774257360265,
10.75,11.0,41,0.0,Stimuli/Blank.png,0,0,0.0,0,14,14,14,,,,,,,,,,,,,10.759905799999615,0.009905799999614828,None,40.76871140000003,40.76871140000003,40.76871140000003,40.76871140000003,40.76871140000003,40.76871140000003,40.76871140000003,40.76871140000003,40.76871140000003,40.76871140000003,,005,P019,2025_Mar_21_1019,ConditionRich,2021.2.3,59.89774257360265,
11.0,11.75,21,0.75,Stimuli/P019/things_anteater_10s.jpg,0,0,0.0,0,15,15,15,,,,,,,,,,,,,11.025585099998352,0.025585099998352234,None,41.018928999999844,41.018928999999844,41.018928999999844,41.018928999999844,41.018928999999844,41.018928999999844,41.018928999999844,41.018928999999844,41.018928999999844,41.018928999999844,,005,P019,2025_Mar_21_1019,ConditionRich,2021.2.3,59.89774257360265,
