eventStartTime,eventEndTime,eventCond,imSize,imFile,repeatedImage,responseEvent,Events.thisRepN,Events.thisTrialN,Events.thisN,Events.thisIndex,Instructions.started,Instructions.stopped,participantReadyResponse.keys,participantReadyResponse.rt,participantReadyResponse.started,participantReadyResponse.stopped,startWaitforTrigger,triggerResponse.keys,triggerResponse.rt,triggerResponse.started,triggerResponse.stopped,globalTimer,actualStartTime,startTimingDiff,participantResponse.keys,participantResponse.rt,participantResponse.started,participantResponse.stopped,image.started,image.stopped,fixationOutside.started,fixationOutside.stopped,fixationInside.started,fixationInside.stopped,session,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,12.190277500005323,None,3,1.4147509999966132,12.190277500005323,None,,,,,,,,,,,,,,,,,,,002,P001,2025_Jan_17_1909,CategoryLocalizer,2021.2.3,59.948336524500114,
,,,,,,,,,,,,,,,,,13.619222200002696,5,13.685392899998988,13.631919300001755,None,,,,,,,,,,,,,,002,P001,2025_Jan_17_1909,CategoryLocalizer,2021.2.3,59.948336524500114,
0.0,12.0,0,0.0,Stimuli\Blank.png,0,0,0,0,0,0,,,,,,,,,,,,27.330760100005136,0.04085130000021309,0.04085130000021309,5,11.922893900002236,27.394101200006844,None,27.394101200006844,None,27.394101200006844,None,27.394101200006844,None,002,P001,2025_Jan_17_1909,CategoryLocalizer,2021.2.3,59.948336524500114,
12.0,12.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Refrigerator_00001.png,0,0,0,1,1,1,,,,,,,,,,,,,12.011195499995665,0.011195499995665159,None,,39.38806970000587,39.38806970000587,39.38806970000587,39.38806970000587,39.38806970000587,39.38806970000587,39.38806970000587,39.38806970000587,002,P001,2025_Jan_17_1909,CategoryLocalizer,2021.2.3,59.948336524500114,
12.8,13.0,5,0.0,Stimuli\Blank.png,0,0,0,2,2,2,,,,,,,,,,,,,12.84333159999369,0.04333159999368874,None,,40.18873950000125,40.18873950000125,40.18873950000125,40.18873950000125,40.18873950000125,40.18873950000125,40.18873950000125,40.18873950000125,002,P001,2025_Jan_17_1909,CategoryLocalizer,2021.2.3,59.948336524500114,
13.0,13.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Couch_00001.png,0,0,0,3,3,3,,,,,,,,,,,,,13.011316799995257,0.011316799995256588,None,,40.372270800005936,40.372270800005936,40.372270800005936,40.372270800005936,40.372270800005936,40.372270800005936,40.372270800005936,40.372270800005936,002,P001,2025_Jan_17_1909,CategoryLocalizer,2021.2.3,59.948336524500114,
13.8,14.0,5,0.0,Stimuli\Blank.png,0,0,0,4,4,4,,,,,,,,,,,,,13.828316499995708,0.02831649999570729,5,0.14396000000124332,41.17303480000555,41.17303480000555,41.17303480000555,41.17303480000555,41.17303480000555,41.17303480000555,41.17303480000555,41.17303480000555,002,P001,2025_Jan_17_1909,CategoryLocalizer,2021.2.3,59.948336524500114,
14.0,14.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Wheelchair_00001.png,0,0,0,5,5,5,,,,,,,,,,,,,14.011244599998463,0.011244599998462945,None,,41.389839200004644,41.389839200004644,41.389839200004644,41.389839200004644,41.389839200004644,41.389839200004644,41.389839200004644,41.389839200004644,002,P001,2025_Jan_17_1909,CategoryLocalizer,2021.2.3,59.948336524500114,
14.8,15.0,5,0.0,Stimuli\Blank.png,0,0,0,6,6,6,,,,,,,,,,,,,14.846099199996388,0.04609919999638734,None,,42.1905326000051,42.1905326000051,42.1905326000051,42.1905326000051,42.1905326000051,42.1905326000051,42.1905326000051,42.1905326000051,002,P001,2025_Jan_17_1909,CategoryLocalizer,2021.2.3,59.948336524500114,
15.0,15.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Wheelchair_00001.png,1,1,0,7,7,7,,,,,,,,,,,,,15.01280609999958,0.012806099999579601,3,0.3830644999979995,42.37402870000369,42.37402870000369,42.37402870000369,42.37402870000369,42.37402870000369,42.37402870000369,42.37402870000369,42.37402870000369,002,P001,2025_Jan_17_1909,CategoryLocalizer,2021.2.3,59.948336524500114,
15.8,16.0,5,0.0,Stimuli\Blank.png,0,0,0,8,8,8,,,,,,,,,,,,,15.830474599999434,0.03047459999943314,5,0.14228110000112792,43.17473410000093,43.17473410000093,43.17473410000093,43.17473410000093,43.17473410000093,43.17473410000093,43.17473410000093,43.17473410000093,002,P001,2025_Jan_17_1909,CategoryLocalizer,2021.2.3,59.948336524500114,
16.0,16.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Shelves_00001.png,0,0,0,9,9,9,,,,,,,,,,,,,16.01303089999419,0.013030899994191714,None,,43.374926100004814,43.374926100004814,43.374926100004814,43.374926100004814,43.374926100004814,43.374926100004814,43.374926100004814,43.374926100004814,002,P001,2025_Jan_17_1909,CategoryLocalizer,2021.2.3,59.948336524500114,
16.8,17.0,5,0.0,Stimuli\Blank.png,0,0,0,10,10,10,,,,,,,,,,,,,16.831373599998187,0.03137359999818656,None,,44.175622900002054,44.175622900002054,44.175622900002054,44.175622900002054,44.175622900002054,44.175622900002054,44.175622900002054,44.175622900002054,002,P001,2025_Jan_17_1909,CategoryLocalizer,2021.2.3,59.948336524500114,
17.0,17.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Pen_00001.png,0,0,0,11,11,11,,,,,,,,,,,,,17.01634479999484,0.016344799994840287,None,,44.375797100001364,44.375797100001364,44.375797100001364,44.375797100001364,44.375797100001364,44.375797100001364,44.375797100001364,44.375797100001364,002,P001,2025_Jan_17_1909,CategoryLocalizer,2021.2.3,59.948336524500114,
17.8,18.0,5,0.0,Stimuli\Blank.png,0,0,0,12,12,12,,,,,,,,,,,,,17.81573949999438,0.015739499994378292,None,,45.15983750000305,45.15983750000305,45.15983750000305,45.15983750000305,45.15983750000305,45.15983750000305,45.15983750000305,45.15983750000305,002,P001,2025_Jan_17_1909,CategoryLocalizer,2021.2.3,59.948336524500114,
18.0,18.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Scissors_00001.png,0,0,0,13,13,13,,,,,,,,,,,,,17.99898050000047,-0.0010194999995292164,None,,45.35999820000143,45.35999820000143,45.35999820000143,45.35999820000143,45.35999820000143,45.35999820000143,45.35999820000143,45.35999820000143,002,P001,2025_Jan_17_1909,CategoryLocalizer,2021.2.3,59.948336524500114,
18.8,19.0,5,0.0,Stimuli\Blank.png,0,0,0,14,14,14,,,,,,,,,,,,,18.815190099994652,0.015190099994651263,None,,46.16071410000586,46.16071410000586,46.16071410000586,46.16071410000586,46.16071410000586,46.16071410000586,46.16071410000586,46.16071410000586,002,P001,2025_Jan_17_1909,CategoryLocalizer,2021.2.3,59.948336524500114,
19.0,19.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Sponge_00001.png,0,0,0,15,15,15,,,,,,,,,,,,,19.016445599998406,0.01644559999840567,None,,46.37757920000149,46.37757920000149,46.37757920000149,46.37757920000149,46.37757920000149,46.37757920000149,46.37757920000149,46.37757920000149,002,P001,2025_Jan_17_1909,CategoryLocalizer,2021.2.3,59.948336524500114,
19.8,20.0,5,0.0,Stimuli\Blank.png,0,0,0,16,16,16,,,,,,,,,,,,,19.816819199993915,0.01681919999391468,None,,47.16158710000309,47.16158710000309,47.16158710000309,47.16158710000309,47.16158710000309,47.16158710000309,47.16158710000309,47.16158710000309,002,P001,2025_Jan_17_1909,CategoryLocalizer,2021.2.3,59.948336524500114,
20.0,20.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Barrel_00001.png,0,0,0,17,17,17,,,,,,,,,,,,,20.00091640000028,0.0009164000002783723,None,,47.36175890000595,47.36175890000595,47.36175890000595,47.36175890000595,47.36175890000595,47.36175890000595,47.36175890000595,47.36175890000595,002,P001,2025_Jan_17_1909,CategoryLocalizer,2021.2.3,59.948336524500114,
20.8,21.0,5,0.0,Stimuli\Blank.png,0,0,0,18,18,18,,,,,,,,,,,,,20.817716099998506,0.01771609999850554,None,,48.16246930000489,48.16246930000489,48.16246930000489,48.16246930000489,48.16246930000489,48.16246930000489,48.16246930000489,48.16246930000489,002,P001,2025_Jan_17_1909,CategoryLocalizer,2021.2.3,59.948336524500114,
21.0,21.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Bicycle_00001.png,0,0,0,19,19,19,,,,,,,,,,,,,21.001899999995658,0.0018999999956577085,None,,48.345981700003904,48.345981700003904,48.345981700003904,48.345981700003904,48.345981700003904,48.345981700003904,48.345981700003904,48.345981700003904,002,P001,2025_Jan_17_1909,CategoryLocalizer,2021.2.3,59.948336524500114,
21.8,22.0,5,0.0,Stimuli\Blank.png,0,0,0,20,20,20,,,,,,,,,,,,,21.802041299997654,0.0020412999976535673,None,,49.14667410000402,49.14667410000402,49.14667410000402,49.14667410000402,49.14667410000402,49.14667410000402,49.14667410000402,49.14667410000402,002,P001,2025_Jan_17_1909,CategoryLocalizer,2021.2.3,59.948336524500114,
22.0,22.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Grill_00001.png,0,0,0,21,21,21,,,,,,,,,,,,,22.001947999997356,0.0019479999973555095,None,,49.363586600004055,49.363586600004055,49.363586600004055,49.363586600004055,49.363586600004055,49.363586600004055,49.363586600004055,49.363586600004055,002,P001,2025_Jan_17_1909,CategoryLocalizer,2021.2.3,59.948336524500114,
22.8,23.0,5,0.0,Stimuli\Blank.png,0,0,0,22,22,22,,,,,,,,,,,,,22.82150019999972,0.02150019999971775,None,,50.18095480000193,50.18095480000193,50.18095480000193,50.18095480000193,50.18095480000193,50.18095480000193,50.18095480000193,50.18095480000193,002,P001,2025_Jan_17_1909,CategoryLocalizer,2021.2.3,59.948336524500114,
23.0,23.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Brick_00001.png,0,0,0,23,23,23,,,,,,,,,,,,,23.019267199997557,0.019267199997557327,None,,50.36442150000221,50.36442150000221,50.36442150000221,50.36442150000221,50.36442150000221,50.36442150000221,50.36442150000221,50.36442150000221,002,P001,2025_Jan_17_1909,CategoryLocalizer,2021.2.3,59.948336524500114,
23.8,24.0,5,0.0,Stimuli\Blank.png,0,0,0,24,24,24,,,,,,,,,,,,,23.805822899994382,0.0058228999943814586,5,0.1518318000016734,51.16514520000055,51.16514520000055,51.16514520000055,51.16514520000055,51.16514520000055,51.16514520000055,51.16514520000055,51.16514520000055,002,P001,2025_Jan_17_1909,CategoryLocalizer,2021.2.3,59.948336524500114,
24.0,24.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Switch_00001.png,0,0,0,25,25,25,,,,,,,,,,,,,24.02076269999816,0.020762699998158496,None,,51.38213280000491,51.38213280000491,51.38213280000491,51.38213280000491,51.38213280000491,51.38213280000491,51.38213280000491,51.38213280000491,002,P001,2025_Jan_17_1909,CategoryLocalizer,2021.2.3,59.948336524500114,
24.8,25.0,5,0.0,Stimuli\Blank.png,0,0,0,26,26,26,,,,,,,,,,,,,24.821244099999603,0.02124409999960264,None,,52.16601020000235,52.16601020000235,52.16601020000235,52.16601020000235,52.16601020000235,52.16601020000235,52.16601020000235,52.16601020000235,002,P001,2025_Jan_17_1909,CategoryLocalizer,2021.2.3,59.948336524500114,
25.0,25.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Hook_00001.png,1,1,0,27,27,27,,,,,,,,,,,,,25.006607199997234,0.0066071999972336926,None,,52.36619260000589,52.36619260000589,52.36619260000589,52.36619260000589,52.36619260000589,52.36619260000589,52.36619260000589,52.36619260000589,002,P001,2025_Jan_17_1909,CategoryLocalizer,2021.2.3,59.948336524500114,
25.8,26.0,5,0.0,Stimuli\Blank.png,0,0,0,28,28,28,,,,,,,,,,,,,25.821793199997046,0.02179319999704532,5,0.15010529999563005,53.166895000002114,53.166895000002114,53.166895000002114,53.166895000002114,53.166895000002114,53.166895000002114,53.166895000002114,53.166895000002114,002,P001,2025_Jan_17_1909,CategoryLocalizer,2021.2.3,59.948336524500114,
