eventStartTime,eventEndTime,eventCond,imSize,imFile,repeatedImage,responseEvent,Events.thisRepN,Events.thisTrialN,Events.thisN,Events.thisIndex,Instructions.started,Instructions.stopped,participantReadyResponse.keys,participantReadyResponse.rt,participantReadyResponse.started,participantReadyResponse.stopped,startWaitforTrigger,triggerResponse.keys,triggerResponse.rt,triggerResponse.started,triggerResponse.stopped,globalTimer,actualStartTime,startTimingDiff,participantResponse.keys,participantResponse.started,participantResponse.stopped,image.started,image.stopped,fixationOutside.started,fixationOutside.stopped,fixationInside.started,fixationInside.stopped,participantResponse.rt,session,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,10.296990500006359,None,1,9.518638300003659,10.296990500006359,None,,,,,,,,,,,,,,,,,,,003,P020,2025_May_06_1759,CategoryLocalizer,2021.2.3,59.943197824132504,
,,,,,,,,,,,,,,,,,19.820241400004306,5,14.662366700002167,19.83326980000129,None,,,,,,,,,,,,,,003,P020,2025_May_06_1759,CategoryLocalizer,2021.2.3,59.943197824132504,
0.0,12.0,0,0.0,Stimuli\Blank.png,0,0,0,0,0,0,,,,,,,,,,,,34.5002661000035,0.03631399999721907,0.03631399999721907,None,34.54623630000424,None,34.54623630000424,None,34.54623630000424,None,34.54623630000424,None,,003,P020,2025_May_06_1759,CategoryLocalizer,2021.2.3,59.943197824132504,
12.0,12.8,1,0.75,Stimuli\ImageFiles-Set1\Objects\Object_Scale_00001.png,0,0,0,1,1,1,,,,,,,,,,,,,12.014681599997857,0.01468159999785712,None,46.540175900001486,46.540175900001486,46.540175900001486,46.540175900001486,46.540175900001486,46.540175900001486,46.540175900001486,46.540175900001486,,003,P020,2025_May_06_1759,CategoryLocalizer,2021.2.3,59.943197824132504,
12.8,13.0,5,0.0,Stimuli\Blank.png,0,0,0,2,2,2,,,,,,,,,,,,,12.827699299996311,0.0276992999963106,None,47.34090719999949,47.34090719999949,47.34090719999949,47.34090719999949,47.34090719999949,47.34090719999949,47.34090719999949,47.34090719999949,,003,P020,2025_May_06_1759,CategoryLocalizer,2021.2.3,59.943197824132504,
13.0,13.8,1,0.75,Stimuli\ImageFiles-Set1\Objects\Object_Lamp_00001.png,0,0,0,3,3,3,,,,,,,,,,,,,13.011543299995537,0.011543299995537382,None,47.54107570000633,47.54107570000633,47.54107570000633,47.54107570000633,47.54107570000633,47.54107570000633,47.54107570000633,47.54107570000633,,003,P020,2025_May_06_1759,CategoryLocalizer,2021.2.3,59.943197824132504,
13.8,14.0,5,0.0,Stimuli\Blank.png,0,0,0,4,4,4,,,,,,,,,,,,,13.826964599997154,0.026964599997153726,None,48.34177669999917,48.34177669999917,48.34177669999917,48.34177669999917,48.34177669999917,48.34177669999917,48.34177669999917,48.34177669999917,,003,P020,2025_May_06_1759,CategoryLocalizer,2021.2.3,59.943197824132504,
14.0,14.8,1,0.75,Stimuli\ImageFiles-Set1\Objects\Object_Oven_00001.png,0,0,0,5,5,5,,,,,,,,,,,,,14.010264099997585,0.010264099997584708,None,48.52526770000259,48.52526770000259,48.52526770000259,48.52526770000259,48.52526770000259,48.52526770000259,48.52526770000259,48.52526770000259,,003,P020,2025_May_06_1759,CategoryLocalizer,2021.2.3,59.943197824132504,
14.8,15.0,5,0.0,Stimuli\Blank.png,0,0,0,6,6,6,,,,,,,,,,,,,14.811615999999049,0.011615999999047943,None,49.325985900002706,49.325985900002706,49.325985900002706,49.325985900002706,49.325985900002706,49.325985900002706,49.325985900002706,49.325985900002706,,003,P020,2025_May_06_1759,CategoryLocalizer,2021.2.3,59.943197824132504,
15.0,15.8,1,0.75,Stimuli\ImageFiles-Set1\Objects\Object_Boat_00001.png,0,0,0,7,7,7,,,,,,,,,,,,,15.012225200000103,0.012225200000102632,None,49.52622690000135,49.52622690000135,49.52622690000135,49.52622690000135,49.52622690000135,49.52622690000135,49.52622690000135,49.52622690000135,,003,P020,2025_May_06_1759,CategoryLocalizer,2021.2.3,59.943197824132504,
