eventStartTime,eventEndTime,eventCond,imSize,imFile,repeatedImage,responseEvent,Events.thisRepN,Events.thisTrialN,Events.thisN,Events.thisIndex,Instructions.started,Instructions.stopped,participantReadyResponse.keys,participantReadyResponse.rt,participantReadyResponse.started,participantReadyResponse.stopped,startWaitforTrigger,triggerResponse.keys,triggerResponse.rt,triggerResponse.started,triggerResponse.stopped,globalTimer,actualStartTime,startTimingDiff,participantResponse.keys,participantResponse.started,participantResponse.stopped,image.started,image.stopped,fixationOutside.started,fixationOutside.stopped,fixationInside.started,fixationInside.stopped,participantResponse.rt,session,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,12.414013800000248,None,1,2.2981395999959204,12.414013800000248,None,,,,,,,,,,,,,,,,,,,002,P022,2025_May_13_1748,CategoryLocalizer,2021.2.3,59.92433952745364,
,,,,,,,,,,,,,,,,,14.72663879999891,5,13.879144799997448,14.739755399998103,None,,,,,,,,,,,,,,002,P022,2025_May_13_1748,CategoryLocalizer,2021.2.3,59.92433952745364,
0.0,12.0,0,0.0,Stimuli\Blank.png,0,0,0,0,0,0,,,,,,,,,,,,28.62119150000217,0.026738799999293406,0.026738799999293406,None,28.668753899997682,None,28.668753899997682,None,28.668753899997682,None,28.668753899997682,None,,002,P022,2025_May_13_1748,CategoryLocalizer,2021.2.3,59.92433952745364,
12.0,12.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Pepper_00001.png,0,0,0,1,1,1,,,,,,,,,,,,,12.011638799995126,0.011638799995125737,None,40.662648999998055,40.662648999998055,40.662648999998055,40.662648999998055,40.662648999998055,40.662648999998055,40.662648999998055,40.662648999998055,,002,P022,2025_May_13_1748,CategoryLocalizer,2021.2.3,59.92433952745364,
12.8,13.0,5,0.0,Stimuli\Blank.png,0,0,0,2,2,2,,,,,,,,,,,,,12.827563699996972,0.02756369999697128,None,41.46339219999936,41.46339219999936,41.46339219999936,41.46339219999936,41.46339219999936,41.46339219999936,41.46339219999936,41.46339219999936,,002,P022,2025_May_13_1748,CategoryLocalizer,2021.2.3,59.92433952745364,
13.0,13.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Glass_00001.png,0,0,0,3,3,3,,,,,,,,,,,,,13.011330699999235,0.011330699999234639,None,41.663574700003664,41.663574700003664,41.663574700003664,41.663574700003664,41.663574700003664,41.663574700003664,41.663574700003664,41.663574700003664,,002,P022,2025_May_13_1748,CategoryLocalizer,2021.2.3,59.92433952745364,
13.8,14.0,5,0.0,Stimuli\Blank.png,0,0,0,4,4,4,,,,,,,,,,,,,13.828358999999182,0.028358999999181123,None,42.464277400002175,42.464277400002175,42.464277400002175,42.464277400002175,42.464277400002175,42.464277400002175,42.464277400002175,42.464277400002175,,002,P022,2025_May_13_1748,CategoryLocalizer,2021.2.3,59.92433952745364,
14.0,14.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Lawnmower_00001.png,0,0,0,5,5,5,,,,,,,,,,,,,14.011847899993882,0.011847899993881583,None,42.66448450000462,42.66448450000462,42.66448450000462,42.66448450000462,42.66448450000462,42.66448450000462,42.66448450000462,42.66448450000462,,002,P022,2025_May_13_1748,CategoryLocalizer,2021.2.3,59.92433952745364,
14.8,15.0,5,0.0,Stimuli\Blank.png,0,0,0,6,6,6,,,,,,,,,,,,,14.829299799996079,0.029299799996078235,None,43.46517490000406,43.46517490000406,43.46517490000406,43.46517490000406,43.46517490000406,43.46517490000406,43.46517490000406,43.46517490000406,,002,P022,2025_May_13_1748,CategoryLocalizer,2021.2.3,59.92433952745364,
15.0,15.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Boot_00001.png,0,0,0,7,7,7,,,,,,,,,,,,,15.012787399995432,0.01278739999543177,None,43.6820063999985,43.6820063999985,43.6820063999985,43.6820063999985,43.6820063999985,43.6820063999985,43.6820063999985,43.6820063999985,,002,P022,2025_May_13_1748,CategoryLocalizer,2021.2.3,59.92433952745364,
15.8,16.0,5,0.0,Stimuli\Blank.png,0,0,0,8,8,8,,,,,,,,,,,,,15.846871599998849,0.04687159999884827,None,44.482733999997436,44.482733999997436,44.482733999997436,44.482733999997436,44.482733999997436,44.482733999997436,44.482733999997436,44.482733999997436,,002,P022,2025_May_13_1748,CategoryLocalizer,2021.2.3,59.92433952745364,
16.0,16.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Hook_00001.png,0,0,0,9,9,9,,,,,,,,,,,,,16.013599799996882,0.013599799996882211,None,44.6662340000039,44.6662340000039,44.6662340000039,44.6662340000039,44.6662340000039,44.6662340000039,44.6662340000039,44.6662340000039,,002,P022,2025_May_13_1748,CategoryLocalizer,2021.2.3,59.92433952745364,
16.8,17.0,5,0.0,Stimuli\Blank.png,0,0,0,10,10,10,,,,,,,,,,,,,16.832299899993814,0.032299899993812886,None,45.4670122000025,45.4670122000025,45.4670122000025,45.4670122000025,45.4670122000025,45.4670122000025,45.4670122000025,45.4670122000025,,002,P022,2025_May_13_1748,CategoryLocalizer,2021.2.3,59.92433952745364,
17.0,17.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Button1_00001.png,0,0,0,11,11,11,,,,,,,,,,,,,16.998036699995282,-0.001963300004717894,None,45.65044370000396,45.65044370000396,45.65044370000396,45.65044370000396,45.65044370000396,45.65044370000396,45.65044370000396,45.65044370000396,,002,P022,2025_May_13_1748,CategoryLocalizer,2021.2.3,59.92433952745364,
17.8,18.0,5,0.0,Stimuli\Blank.png,0,0,0,12,12,12,,,,,,,,,,,,,17.831877299999178,0.03187729999917721,None,46.46782600000006,46.46782600000006,46.46782600000006,46.46782600000006,46.46782600000006,46.46782600000006,46.46782600000006,46.46782600000006,,002,P022,2025_May_13_1748,CategoryLocalizer,2021.2.3,59.92433952745364,
18.0,18.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Wheelchair_00001.png,0,0,0,13,13,13,,,,,,,,,,,,,18.017957399999432,0.0179573999994318,None,46.668041700002505,46.668041700002505,46.668041700002505,46.668041700002505,46.668041700002505,46.668041700002505,46.668041700002505,46.668041700002505,,002,P022,2025_May_13_1748,CategoryLocalizer,2021.2.3,59.92433952745364,
18.8,19.0,5,0.0,Stimuli\Blank.png,0,0,0,14,14,14,,,,,,,,,,,,,18.816782599998987,0.01678259999898657,None,47.45202299999801,47.45202299999801,47.45202299999801,47.45202299999801,47.45202299999801,47.45202299999801,47.45202299999801,47.45202299999801,,002,P022,2025_May_13_1748,CategoryLocalizer,2021.2.3,59.92433952745364,
19.0,19.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Wheelchair_00001.png,1,1,0,15,15,15,,,,,,,,,,,,,19.001855499998783,0.0018554999987827614,1,47.65220450000197,47.65220450000197,47.65220450000197,47.65220450000197,47.65220450000197,47.65220450000197,47.65220450000197,47.65220450000197,0.36483050000242656,002,P022,2025_May_13_1748,CategoryLocalizer,2021.2.3,59.92433952745364,
19.8,20.0,5,0.0,Stimuli\Blank.png,0,0,0,16,16,16,,,,,,,,,,,,,19.817841899995983,0.017841899995982402,None,48.452833200004534,48.452833200004534,48.452833200004534,48.452833200004534,48.452833200004534,48.452833200004534,48.452833200004534,48.452833200004534,,002,P022,2025_May_13_1748,CategoryLocalizer,2021.2.3,59.92433952745364,
20.0,20.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Grill_00001.png,0,0,0,17,17,17,,,,,,,,,,,,,20.00313269999606,0.0031326999960583635,None,48.65306509999937,48.65306509999937,48.65306509999937,48.65306509999937,48.65306509999937,48.65306509999937,48.65306509999937,48.65306509999937,,002,P022,2025_May_13_1748,CategoryLocalizer,2021.2.3,59.92433952745364,
20.8,21.0,5,0.0,Stimuli\Blank.png,0,0,0,18,18,18,,,,,,,,,,,,,20.81810179999593,0.018101799995928758,None,49.45379530000355,49.45379530000355,49.45379530000355,49.45379530000355,49.45379530000355,49.45379530000355,49.45379530000355,49.45379530000355,,002,P022,2025_May_13_1748,CategoryLocalizer,2021.2.3,59.92433952745364,
21.0,21.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Shelves_00001.png,0,0,0,19,19,19,,,,,,,,,,,,,21.002291299999342,0.0022912999993423,None,49.65396150000015,49.65396150000015,49.65396150000015,49.65396150000015,49.65396150000015,49.65396150000015,49.65396150000015,49.65396150000015,,002,P022,2025_May_13_1748,CategoryLocalizer,2021.2.3,59.92433952745364,
21.8,22.0,5,0.0,Stimuli\Blank.png,0,0,0,20,20,20,,,,,,,,,,,,,21.81953099999373,0.01953099999373009,None,50.45464760000323,50.45464760000323,50.45464760000323,50.45464760000323,50.45464760000323,50.45464760000323,50.45464760000323,50.45464760000323,,002,P022,2025_May_13_1748,CategoryLocalizer,2021.2.3,59.92433952745364,
