eventStartTime,eventEndTime,eventCond,imSize,imFile,repeatedImage,responseEvent,Events.thisRepN,Events.thisTrialN,Events.thisN,Events.thisIndex,Instructions.started,Instructions.stopped,participantReadyResponse.keys,participantReadyResponse.rt,participantReadyResponse.started,participantReadyResponse.stopped,startWaitforTrigger,triggerResponse.keys,triggerResponse.rt,triggerResponse.started,triggerResponse.stopped,globalTimer,actualStartTime,startTimingDiff,participantResponse.keys,participantResponse.rt,participantResponse.started,participantResponse.stopped,image.started,image.stopped,fixationOutside.started,fixationOutside.stopped,fixationInside.started,fixationInside.stopped,session,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,12.571269899999606,None,4,15.651681500003178,12.571269899999606,None,,,,,,,,,,,,,,,,,,,003,P004,2025_Jan_18_1452,CategoryLocalizer,2021.2.3,59.927176494365,
,,,,,,,,,,,,,,,,,28.23390080000172,5,14.664571600002091,28.247233900001447,None,,,,,,,,,,,,,,003,P004,2025_Jan_18_1452,CategoryLocalizer,2021.2.3,59.927176494365,
0.0,12.0,0,0.0,Stimuli\Blank.png,0,0,0,0,0,0,,,,,,,,,,,,42.930331899999146,0.04432950000045821,0.04432950000045821,5,11.918439599998237,42.99350630000117,None,42.99350630000117,None,42.99350630000117,None,42.99350630000117,None,003,P004,2025_Jan_18_1452,CategoryLocalizer,2021.2.3,59.927176494365,
12.0,12.8,1,0.75,Stimuli\ImageFiles-Set1\Objects\Object_Key_00001.png,0,0,0,1,1,1,,,,,,,,,,,,,12.010121000002982,0.010121000002982328,None,,54.95404150000104,54.95404150000104,54.95404150000104,54.95404150000104,54.95404150000104,54.95404150000104,54.95404150000104,54.95404150000104,003,P004,2025_Jan_18_1452,CategoryLocalizer,2021.2.3,59.927176494365,
12.8,13.0,5,0.0,Stimuli\Blank.png,0,0,0,2,2,2,,,,,,,,,,,,,12.810359800001606,0.010359800001605635,None,,55.75477039999896,55.75477039999896,55.75477039999896,55.75477039999896,55.75477039999896,55.75477039999896,55.75477039999896,55.75477039999896,003,P004,2025_Jan_18_1452,CategoryLocalizer,2021.2.3,59.927176494365,
13.0,13.8,1,0.75,Stimuli\ImageFiles-Set1\Objects\Object_Lamp_00001.png,0,0,0,3,3,3,,,,,,,,,,,,,13.010535100002016,0.010535100002016407,None,,55.95491640000182,55.95491640000182,55.95491640000182,55.95491640000182,55.95491640000182,55.95491640000182,55.95491640000182,55.95491640000182,003,P004,2025_Jan_18_1452,CategoryLocalizer,2021.2.3,59.927176494365,
13.8,14.0,5,0.0,Stimuli\Blank.png,0,0,0,4,4,4,,,,,,,,,,,,,13.811266800003068,0.011266800003067345,5,0.15612099999998463,56.755617099999654,56.755617099999654,56.755617099999654,56.755617099999654,56.755617099999654,56.755617099999654,56.755617099999654,56.755617099999654,003,P004,2025_Jan_18_1452,CategoryLocalizer,2021.2.3,59.927176494365,
14.0,14.8,1,0.75,Stimuli\ImageFiles-Set1\Objects\Object_Watch_00001.png,0,0,0,5,5,5,,,,,,,,,,,,,14.011078300001827,0.011078300001827301,None,,56.972520899998926,56.972520899998926,56.972520899998926,56.972520899998926,56.972520899998926,56.972520899998926,56.972520899998926,56.972520899998926,003,P004,2025_Jan_18_1452,CategoryLocalizer,2021.2.3,59.927176494365,
14.8,15.0,5,0.0,Stimuli\Blank.png,0,0,0,6,6,6,,,,,,,,,,,,,14.830544500000542,0.03054450000054132,None,,57.789877800001705,57.789877800001705,57.789877800001705,57.789877800001705,57.789877800001705,57.789877800001705,57.789877800001705,57.789877800001705,003,P004,2025_Jan_18_1452,CategoryLocalizer,2021.2.3,59.927176494365,
15.0,15.8,1,0.75,Stimuli\ImageFiles-Set1\Objects\Object_Matches_00001.png,0,0,0,7,7,7,,,,,,,,,,,,,15.030010900001798,0.03001090000179829,None,,57.99004799999966,57.99004799999966,57.99004799999966,57.99004799999966,57.99004799999966,57.99004799999966,57.99004799999966,57.99004799999966,003,P004,2025_Jan_18_1452,CategoryLocalizer,2021.2.3,59.927176494365,
