eventStartTime,eventEndTime,eventCond,imSize,imFile,repeatedImage,responseEvent,Events.thisRepN,Events.thisTrialN,Events.thisN,Events.thisIndex,Instructions.started,Instructions.stopped,participantReadyResponse.keys,participantReadyResponse.rt,participantReadyResponse.started,participantReadyResponse.stopped,startWaitforTrigger,triggerResponse.keys,triggerResponse.rt,triggerResponse.started,triggerResponse.stopped,globalTimer,actualStartTime,startTimingDiff,participantResponse.keys,participantResponse.started,participantResponse.stopped,image.started,image.stopped,fixationOutside.started,fixationOutside.stopped,fixationInside.started,fixationInside.stopped,participantResponse.rt,session,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,16.787563199999568,None,1,26.832360000000335,16.787563199999568,None,,,,,,,,,,,,,,,,,,,001,P016,2025_Mar_07_1357,CategoryLocalizer,2021.2.3,59.950205358885334,
,,,,,,,,,,,,,,,,,43.62972269999955,5,78.27106400000048,43.64277159999983,None,,,,,,,,,,,,,,001,P016,2025_Mar_07_1357,CategoryLocalizer,2021.2.3,59.950205358885334,
0.0,12.0,0,0.0,Stimuli\Blank.png,0,0,0,0,0,0,,,,,,,,,,,,121.91520970000056,0.029688700000406243,0.029688700000406243,None,121.9620150999981,None,121.9620150999981,None,121.9620150999981,None,121.9620150999981,None,,001,P016,2025_Mar_07_1357,CategoryLocalizer,2021.2.3,59.950205358885334,
12.0,12.8,1,0.75,Stimuli\ImageFiles-Set1\Objects\Object_Pipe_00001.png,0,0,0,1,1,1,,,,,,,,,,,,,12.010915200000454,0.010915200000454206,None,133.95591259999856,133.95591259999856,133.95591259999856,133.95591259999856,133.95591259999856,133.95591259999856,133.95591259999856,133.95591259999856,,001,P016,2025_Mar_07_1357,CategoryLocalizer,2021.2.3,59.950205358885334,
12.8,13.0,5,0.0,Stimuli\Blank.png,0,0,0,2,2,2,,,,,,,,,,,,,12.826956900000368,0.026956900000367767,None,134.7566571999996,134.7566571999996,134.7566571999996,134.7566571999996,134.7566571999996,134.7566571999996,134.7566571999996,134.7566571999996,,001,P016,2025_Mar_07_1357,CategoryLocalizer,2021.2.3,59.950205358885334,
13.0,13.8,1,0.75,Stimuli\ImageFiles-Set1\Objects\Object_Peanut_00001.png,0,0,0,3,3,3,,,,,,,,,,,,,13.010628100000758,0.010628100000758423,None,134.95683719999943,134.95683719999943,134.95683719999943,134.95683719999943,134.95683719999943,134.95683719999943,134.95683719999943,134.95683719999943,,001,P016,2025_Mar_07_1357,CategoryLocalizer,2021.2.3,59.950205358885334,
13.8,14.0,5,0.0,Stimuli\Blank.png,0,0,0,4,4,4,,,,,,,,,,,,,13.828409300000203,0.028409300000202364,None,135.75756069999989,135.75756069999989,135.75756069999989,135.75756069999989,135.75756069999989,135.75756069999989,135.75756069999989,135.75756069999989,,001,P016,2025_Mar_07_1357,CategoryLocalizer,2021.2.3,59.950205358885334,
14.0,14.8,1,0.75,Stimuli\ImageFiles-Set1\Objects\Object_Peanut_00001.png,1,1,0,5,5,5,,,,,,,,,,,,,14.011148300000059,0.011148300000058953,1,135.95773869999903,135.95773869999903,135.95773869999903,135.95773869999903,135.95773869999903,135.95773869999903,135.95773869999903,135.95773869999903,0.4690231999993557,001,P016,2025_Mar_07_1357,CategoryLocalizer,2021.2.3,59.950205358885334,
14.8,15.0,5,0.0,Stimuli\Blank.png,0,0,0,6,6,6,,,,,,,,,,,,,14.82927859999836,0.029278599998360022,None,136.75843019999957,136.75843019999957,136.75843019999957,136.75843019999957,136.75843019999957,136.75843019999957,136.75843019999957,136.75843019999957,,001,P016,2025_Mar_07_1357,CategoryLocalizer,2021.2.3,59.950205358885334,
15.0,15.8,1,0.75,Stimuli\ImageFiles-Set1\Objects\Object_Brush_00001.png,0,0,0,7,7,7,,,,,,,,,,,,,15.014794099999563,0.014794099999562604,None,136.97531549999985,136.97531549999985,136.97531549999985,136.97531549999985,136.97531549999985,136.97531549999985,136.97531549999985,136.97531549999985,,001,P016,2025_Mar_07_1357,CategoryLocalizer,2021.2.3,59.950205358885334,
15.8,16.0,5,0.0,Stimuli\Blank.png,0,0,0,8,8,8,,,,,,,,,,,,,15.846183400000882,0.04618340000088139,None,137.77600230000098,137.77600230000098,137.77600230000098,137.77600230000098,137.77600230000098,137.77600230000098,137.77600230000098,137.77600230000098,,001,P016,2025_Mar_07_1357,CategoryLocalizer,2021.2.3,59.950205358885334,
16.0,16.8,1,0.75,Stimuli\ImageFiles-Set1\Objects\Object_Screw_00001.png,0,0,0,9,9,9,,,,,,,,,,,,,16.015702799999417,0.01570279999941704,None,137.95950630000152,137.95950630000152,137.95950630000152,137.95950630000152,137.95950630000152,137.95950630000152,137.95950630000152,137.95950630000152,,001,P016,2025_Mar_07_1357,CategoryLocalizer,2021.2.3,59.950205358885334,
