eventStartTime,eventEndTime,eventCond,imSize,imFile,repeatedImage,responseEvent,Events.thisRepN,Events.thisTrialN,Events.thisN,Events.thisIndex,Instructions.started,Instructions.stopped,participantReadyResponse.keys,participantReadyResponse.rt,participantReadyResponse.started,participantReadyResponse.stopped,startWaitforTrigger,triggerResponse.keys,triggerResponse.rt,triggerResponse.started,triggerResponse.stopped,globalTimer,actualStartTime,startTimingDiff,participantResponse.keys,participantResponse.rt,participantResponse.started,participantResponse.stopped,image.started,image.stopped,fixationOutside.started,fixationOutside.stopped,fixationInside.started,fixationInside.stopped,session,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,11.88923480000085,None,4,24.066314600000624,11.88923480000085,None,,,,,,,,,,,,,,,,,,,002,P004,2025_Jan_18_1423,CategoryLocalizer,2021.2.3,59.92441134661594,
,,,,,,,,,,,,,,,,,35.97178740000163,5,16.573462799999106,35.98491990000184,None,,,,,,,,,,,,,,002,P004,2025_Jan_18_1423,CategoryLocalizer,2021.2.3,59.92441134661594,
0.0,12.0,0,0.0,Stimuli\Blank.png,0,0,0,0,0,0,,,,,,,,,,,,52.56977100000222,0.040994599999976344,0.040994599999976344,5,11.92553179999959,52.632893500001956,None,52.632893500001956,None,52.632893500001956,None,52.632893500001956,None,002,P004,2025_Jan_18_1423,CategoryLocalizer,2021.2.3,59.92441134661594,
12.0,12.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Razor_00001.png,0,0,0,1,1,1,,,,,,,,,,,,,12.010473399997863,0.010473399997863453,None,,64.59342180000021,64.59342180000021,64.59342180000021,64.59342180000021,64.59342180000021,64.59342180000021,64.59342180000021,64.59342180000021,002,P004,2025_Jan_18_1423,CategoryLocalizer,2021.2.3,59.92441134661594,
12.8,13.0,5,0.0,Stimuli\Blank.png,0,0,0,2,2,2,,,,,,,,,,,,,12.81203209999876,0.012032099998759094,None,,65.41082680000181,65.41082680000181,65.41082680000181,65.41082680000181,65.41082680000181,65.41082680000181,65.41082680000181,65.41082680000181,002,P004,2025_Jan_18_1423,CategoryLocalizer,2021.2.3,59.92441134661594,
13.0,13.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Plate_00001.png,0,0,0,3,3,3,,,,,,,,,,,,,13.026778499999637,0.02677849999963655,None,,65.61098450000281,65.61098450000281,65.61098450000281,65.61098450000281,65.61098450000281,65.61098450000281,65.61098450000281,65.61098450000281,002,P004,2025_Jan_18_1423,CategoryLocalizer,2021.2.3,59.92441134661594,
13.8,14.0,5,0.0,Stimuli\Blank.png,0,0,0,4,4,4,,,,,,,,,,,,,13.811211399999593,0.011211399999591976,5,0.1632908999999927,66.39502290000019,66.39502290000019,66.39502290000019,66.39502290000019,66.39502290000019,66.39502290000019,66.39502290000019,66.39502290000019,002,P004,2025_Jan_18_1423,CategoryLocalizer,2021.2.3,59.92441134661594,
14.0,14.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Plate_00001.png,1,1,0,5,5,5,,,,,,,,,,,,,14.011167599997862,0.011167599997861544,None,,66.59518240000034,66.59518240000034,66.59518240000034,66.59518240000034,66.59518240000034,66.59518240000034,66.59518240000034,66.59518240000034,002,P004,2025_Jan_18_1423,CategoryLocalizer,2021.2.3,59.92441134661594,
14.8,15.0,5,0.0,Stimuli\Blank.png,0,0,0,6,6,6,,,,,,,,,,,,,14.812515199999325,0.012515199999324267,4,0.14044959999955609,67.39590020000105,67.39590020000105,67.39590020000105,67.39590020000105,67.39590020000105,67.39590020000105,67.39590020000105,67.39590020000105,002,P004,2025_Jan_18_1423,CategoryLocalizer,2021.2.3,59.92441134661594,
15.0,15.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Shelves_00001.png,0,0,0,7,7,7,,,,,,,,,,,,,15.011783699999796,0.011783699999796227,None,,67.59602950000044,67.59602950000044,67.59602950000044,67.59602950000044,67.59602950000044,67.59602950000044,67.59602950000044,67.59602950000044,002,P004,2025_Jan_18_1423,CategoryLocalizer,2021.2.3,59.92441134661594,
15.8,16.0,5,0.0,Stimuli\Blank.png,0,0,0,8,8,8,,,,,,,,,,,,,15.81286159999945,0.012861599999450135,5,0.16171480000048177,68.39676690000124,68.39676690000124,68.39676690000124,68.39676690000124,68.39676690000124,68.39676690000124,68.39676690000124,68.39676690000124,002,P004,2025_Jan_18_1423,CategoryLocalizer,2021.2.3,59.92441134661594,
16.0,16.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Pepper_00001.png,0,0,0,9,9,9,,,,,,,,,,,,,16.01333099999829,0.013330999998288462,None,,68.6136230000011,68.6136230000011,68.6136230000011,68.6136230000011,68.6136230000011,68.6136230000011,68.6136230000011,68.6136230000011,002,P004,2025_Jan_18_1423,CategoryLocalizer,2021.2.3,59.92441134661594,
16.8,17.0,5,0.0,Stimuli\Blank.png,0,0,0,10,10,10,,,,,,,,,,,,,16.831917899999098,0.03191789999909744,None,,69.43104890000177,69.43104890000177,69.43104890000177,69.43104890000177,69.43104890000177,69.43104890000177,69.43104890000177,69.43104890000177,002,P004,2025_Jan_18_1423,CategoryLocalizer,2021.2.3,59.92441134661594,
17.0,17.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Coffee_00001.png,0,0,0,11,11,11,,,,,,,,,,,,,17.030604599996877,0.03060459999687737,None,,69.61448640000162,69.61448640000162,69.61448640000162,69.61448640000162,69.61448640000162,69.61448640000162,69.61448640000162,69.61448640000162,002,P004,2025_Jan_18_1423,CategoryLocalizer,2021.2.3,59.92441134661594,
17.8,18.0,5,0.0,Stimuli\Blank.png,0,0,0,12,12,12,,,,,,,,,,,,,17.814495899998292,0.01449589999829115,5,0.15972320000219042,70.39859870000146,70.39859870000146,70.39859870000146,70.39859870000146,70.39859870000146,70.39859870000146,70.39859870000146,70.39859870000146,002,P004,2025_Jan_18_1423,CategoryLocalizer,2021.2.3,59.92441134661594,
18.0,18.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Champagne_00001.png,0,0,0,13,13,13,,,,,,,,,,,,,18.015671699999075,0.015671699999074917,None,,70.59872700000051,70.59872700000051,70.59872700000051,70.59872700000051,70.59872700000051,70.59872700000051,70.59872700000051,70.59872700000051,002,P004,2025_Jan_18_1423,CategoryLocalizer,2021.2.3,59.92441134661594,
18.8,19.0,5,0.0,Stimuli\Blank.png,0,0,0,14,14,14,,,,,,,,,,,,,18.79897599999822,-0.0010240000017809336,None,,71.38273499999923,71.38273499999923,71.38273499999923,71.38273499999923,71.38273499999923,71.38273499999923,71.38273499999923,71.38273499999923,002,P004,2025_Jan_18_1423,CategoryLocalizer,2021.2.3,59.92441134661594,
19.0,19.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Toast_00001.png,0,0,0,15,15,15,,,,,,,,,,,,,18.99845110000024,-0.0015488999997614883,None,,71.582900100002,71.582900100002,71.582900100002,71.582900100002,71.582900100002,71.582900100002,71.582900100002,71.582900100002,002,P004,2025_Jan_18_1423,CategoryLocalizer,2021.2.3,59.92441134661594,
19.8,20.0,5,0.0,Stimuli\Blank.png,0,0,0,16,16,16,,,,,,,,,,,,,19.799591999999393,-0.00040800000060770003,None,,72.3836149000017,72.3836149000017,72.3836149000017,72.3836149000017,72.3836149000017,72.3836149000017,72.3836149000017,72.3836149000017,002,P004,2025_Jan_18_1423,CategoryLocalizer,2021.2.3,59.92441134661594,
20.0,20.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Tomato_00001.png,0,0,0,17,17,17,,,,,,,,,,,,,20.00003619999916,3.619999915827066e-05,None,,72.60046900000088,72.60046900000088,72.60046900000088,72.60046900000088,72.60046900000088,72.60046900000088,72.60046900000088,72.60046900000088,002,P004,2025_Jan_18_1423,CategoryLocalizer,2021.2.3,59.92441134661594,
20.8,21.0,5,0.0,Stimuli\Blank.png,0,0,0,18,18,18,,,,,,,,,,,,,20.817308399997273,0.017308399997272517,None,,73.40118580000126,73.40118580000126,73.40118580000126,73.40118580000126,73.40118580000126,73.40118580000126,73.40118580000126,73.40118580000126,002,P004,2025_Jan_18_1423,CategoryLocalizer,2021.2.3,59.92441134661594,
21.0,21.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Boot_00001.png,0,0,0,19,19,19,,,,,,,,,,,,,21.000557699997444,0.0005576999974437058,None,,73.58466590000171,73.58466590000171,73.58466590000171,73.58466590000171,73.58466590000171,73.58466590000171,73.58466590000171,73.58466590000171,002,P004,2025_Jan_18_1423,CategoryLocalizer,2021.2.3,59.92441134661594,
21.8,22.0,5,0.0,Stimuli\Blank.png,0,0,0,20,20,20,,,,,,,,,,,,,21.801423999997496,0.0014239999974954287,None,,74.3853749000009,74.3853749000009,74.3853749000009,74.3853749000009,74.3853749000009,74.3853749000009,74.3853749000009,74.3853749000009,002,P004,2025_Jan_18_1423,CategoryLocalizer,2021.2.3,59.92441134661594,
22.0,22.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Couch_00001.png,0,0,0,21,21,21,,,,,,,,,,,,,22.001806399999623,0.001806399999622954,None,,74.58554840000215,74.58554840000215,74.58554840000215,74.58554840000215,74.58554840000215,74.58554840000215,74.58554840000215,74.58554840000215,002,P004,2025_Jan_18_1423,CategoryLocalizer,2021.2.3,59.92441134661594,
22.8,23.0,5,0.0,Stimuli\Blank.png,0,0,0,22,22,22,,,,,,,,,,,,,22.803247799998644,0.0032477999986433304,None,,75.38626400000066,75.38626400000066,75.38626400000066,75.38626400000066,75.38626400000066,75.38626400000066,75.38626400000066,75.38626400000066,002,P004,2025_Jan_18_1423,CategoryLocalizer,2021.2.3,59.92441134661594,
