eventStartTime,eventEndTime,eventCond,imSize,imFile,repeatedImage,responseEvent,Events.thisRepN,Events.thisTrialN,Events.thisN,Events.thisIndex,Instructions.started,Instructions.stopped,participantReadyResponse.keys,participantReadyResponse.rt,participantReadyResponse.started,participantReadyResponse.stopped,startWaitforTrigger,triggerResponse.keys,triggerResponse.rt,triggerResponse.started,triggerResponse.stopped,globalTimer,actualStartTime,startTimingDiff,participantResponse.keys,participantResponse.rt,participantResponse.started,participantResponse.stopped,image.started,image.stopped,fixationOutside.started,fixationOutside.stopped,fixationInside.started,fixationInside.stopped,session,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,11.856319700000313,None,4,13.881797000001825,11.856319700000313,None,,,,,,,,,,,,,,,,,,,002,P005,2025_Jan_18_1616,CategoryLocalizer,2021.2.3,59.96041413462419,
,,,,,,,,,,,,,,,,,25.754309600000852,5,13.910675099999935,25.7671010999984,None,,,,,,,,,,,,,,002,P005,2025_Jan_18_1616,CategoryLocalizer,2021.2.3,59.96041413462419,
0.0,12.0,0,0.0,Stimuli\Blank.png,0,0,0,0,0,0,,,,,,,,,,,,39.68303949999972,0.05819350000092527,0.05819350000092527,5,9.91500349999842,39.76277560000017,None,39.76277560000017,None,39.76277560000017,None,39.76277560000017,None,002,P005,2025_Jan_18_1616,CategoryLocalizer,2021.2.3,59.96041413462419,
12.0,12.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Dresser_00001.png,0,0,0,1,1,1,,,,,,,,,,,,,12.010031400001026,0.010031400001025759,None,,51.70660009999847,51.70660009999847,51.70660009999847,51.70660009999847,51.70660009999847,51.70660009999847,51.70660009999847,51.70660009999847,002,P005,2025_Jan_18_1616,CategoryLocalizer,2021.2.3,59.96041413462419,
12.8,13.0,5,0.0,Stimuli\Blank.png,0,0,0,2,2,2,,,,,,,,,,,,,12.812239800001407,0.012239800001406564,None,,52.52399789999981,52.52399789999981,52.52399789999981,52.52399789999981,52.52399789999981,52.52399789999981,52.52399789999981,52.52399789999981,002,P005,2025_Jan_18_1616,CategoryLocalizer,2021.2.3,59.96041413462419,
13.0,13.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Pen_00001.png,0,0,0,3,3,3,,,,,,,,,,,,,13.027024800001527,0.027024800001527183,None,,52.72415929999988,52.72415929999988,52.72415929999988,52.72415929999988,52.72415929999988,52.72415929999988,52.72415929999988,52.72415929999988,002,P005,2025_Jan_18_1616,CategoryLocalizer,2021.2.3,59.96041413462419,
13.8,14.0,5,0.0,Stimuli\Blank.png,0,0,0,4,4,4,,,,,,,,,,,,,13.811808600003133,0.011808600003131886,None,,53.508189699998184,53.508189699998184,53.508189699998184,53.508189699998184,53.508189699998184,53.508189699998184,53.508189699998184,53.508189699998184,002,P005,2025_Jan_18_1616,CategoryLocalizer,2021.2.3,59.96041413462419,
14.0,14.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Button1_00001.png,0,0,0,5,5,5,,,,,,,,,,,,,14.010695000000851,0.010695000000850996,None,,53.70836209999834,53.70836209999834,53.70836209999834,53.70836209999834,53.70836209999834,53.70836209999834,53.70836209999834,53.70836209999834,002,P005,2025_Jan_18_1616,CategoryLocalizer,2021.2.3,59.96041413462419,
14.8,15.0,5,0.0,Stimuli\Blank.png,0,0,0,6,6,6,,,,,,,,,,,,,14.811617600000318,0.011617600000317196,None,,54.50908609999897,54.50908609999897,54.50908609999897,54.50908609999897,54.50908609999897,54.50908609999897,54.50908609999897,54.50908609999897,002,P005,2025_Jan_18_1616,CategoryLocalizer,2021.2.3,59.96041413462419,
15.0,15.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Ladder_00001.png,0,0,0,7,7,7,,,,,,,,,,,,,15.012994400000025,0.012994400000025053,None,,54.709251100000984,54.709251100000984,54.709251100000984,54.709251100000984,54.709251100000984,54.709251100000984,54.709251100000984,54.709251100000984,002,P005,2025_Jan_18_1616,CategoryLocalizer,2021.2.3,59.96041413462419,
