eventStartTime,eventEndTime,eventCond,imSize,imFile,repeatedImage,responseEvent,Events.thisRepN,Events.thisTrialN,Events.thisN,Events.thisIndex,Instructions.started,Instructions.stopped,participantReadyResponse.keys,participantReadyResponse.rt,participantReadyResponse.started,participantReadyResponse.stopped,startWaitforTrigger,triggerResponse.keys,triggerResponse.rt,triggerResponse.started,triggerResponse.stopped,globalTimer,actualStartTime,startTimingDiff,participantResponse.keys,participantResponse.started,participantResponse.stopped,image.started,image.stopped,fixationOutside.started,fixationOutside.stopped,fixationInside.started,fixationInside.stopped,participantResponse.rt,session,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,13.64358209999773,None,1,7.301741600000241,13.64358209999773,None,,,,,,,,,,,,,,,,,,,003,P022,2025_May_13_1817,CategoryLocalizer,2021.2.3,59.9428025783916,
,,,,,,,,,,,,,,,,,20.949662400002126,5,14.170828200003598,20.962738499998522,None,,,,,,,,,,,,,,003,P022,2025_May_13_1817,CategoryLocalizer,2021.2.3,59.9428025783916,
0.0,12.0,0,0.0,Stimuli\Blank.png,0,0,0,0,0,0,,,,,,,,,,,,35.145734199999424,0.04545900000084657,0.04545900000084657,None,35.208488500000385,None,35.208488500000385,None,35.208488500000385,None,35.208488500000385,None,,003,P022,2025_May_13_1817,CategoryLocalizer,2021.2.3,59.9428025783916,
12.0,12.8,1,0.75,Stimuli\ImageFiles-Set1\Objects\Object_Pipe_00001.png,0,0,0,1,1,1,,,,,,,,,,,,,12.009642400000303,0.009642400000302587,None,47.16905810000026,47.16905810000026,47.16905810000026,47.16905810000026,47.16905810000026,47.16905810000026,47.16905810000026,47.16905810000026,,003,P022,2025_May_13_1817,CategoryLocalizer,2021.2.3,59.9428025783916,
12.8,13.0,5,0.0,Stimuli\Blank.png,0,0,0,2,2,2,,,,,,,,,,,,,12.809597899999062,0.009597899999061354,None,47.969811499999196,47.969811499999196,47.969811499999196,47.969811499999196,47.969811499999196,47.969811499999196,47.969811499999196,47.969811499999196,,003,P022,2025_May_13_1817,CategoryLocalizer,2021.2.3,59.9428025783916,
13.0,13.8,1,0.75,Stimuli\ImageFiles-Set1\Objects\Object_Dice_00001.png,0,0,0,3,3,3,,,,,,,,,,,,,13.010336699997424,0.010336699997424148,None,48.18662570000015,48.18662570000015,48.18662570000015,48.18662570000015,48.18662570000015,48.18662570000015,48.18662570000015,48.18662570000015,,003,P022,2025_May_13_1817,CategoryLocalizer,2021.2.3,59.9428025783916,
13.8,14.0,5,0.0,Stimuli\Blank.png,0,0,0,4,4,4,,,,,,,,,,,,,13.826860100001795,0.026860100001794507,None,48.9873316000012,48.9873316000012,48.9873316000012,48.9873316000012,48.9873316000012,48.9873316000012,48.9873316000012,48.9873316000012,,003,P022,2025_May_13_1817,CategoryLocalizer,2021.2.3,59.9428025783916,
14.0,14.8,1,0.75,Stimuli\ImageFiles-Set1\Objects\Object_Bench_00001.png,0,0,0,5,5,5,,,,,,,,,,,,,14.01098490000004,0.010984900000039488,None,49.17083629999979,49.17083629999979,49.17083629999979,49.17083629999979,49.17083629999979,49.17083629999979,49.17083629999979,49.17083629999979,,003,P022,2025_May_13_1817,CategoryLocalizer,2021.2.3,59.9428025783916,
14.8,15.0,5,0.0,Stimuli\Blank.png,0,0,0,6,6,6,,,,,,,,,,,,,14.811767899998813,0.011767899998812226,None,49.971540699996694,49.971540699996694,49.971540699996694,49.971540699996694,49.971540699996694,49.971540699996694,49.971540699996694,49.971540699996694,,003,P022,2025_May_13_1817,CategoryLocalizer,2021.2.3,59.9428025783916,
15.0,15.8,1,0.75,Stimuli\ImageFiles-Set1\Objects\Object_Gun_00001.png,0,0,0,7,7,7,,,,,,,,,,,,,15.011414299995522,0.011414299995522015,None,50.17171049999888,50.17171049999888,50.17171049999888,50.17171049999888,50.17171049999888,50.17171049999888,50.17171049999888,50.17171049999888,,003,P022,2025_May_13_1817,CategoryLocalizer,2021.2.3,59.9428025783916,
