eventStartTime,eventEndTime,eventCond,imSize,imFile,repeatedImage,responseEvent,Events.thisRepN,Events.thisTrialN,Events.thisN,Events.thisIndex,Instructions.started,Instructions.stopped,participantReadyResponse.keys,participantReadyResponse.rt,participantReadyResponse.started,participantReadyResponse.stopped,startWaitforTrigger,triggerResponse.keys,triggerResponse.rt,triggerResponse.started,triggerResponse.stopped,globalTimer,actualStartTime,startTimingDiff,participantResponse.keys,participantResponse.rt,participantResponse.started,participantResponse.stopped,image.started,image.stopped,fixationOutside.started,fixationOutside.stopped,fixationInside.started,fixationInside.stopped,session,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,20.28914999999961,None,1,5.035487299999659,20.28914999999961,None,,,,,,,,,,,,,,,,,,,002,P006,2025_Jan_25_1214,CategoryLocalizer,2021.2.3,59.93518608988652,
,,,,,,,,,,,,,,,,,25.343667999999525,5,13.485482399999455,25.356331999999384,None,,,,,,,,,,,,,,002,P006,2025_Jan_25_1214,CategoryLocalizer,2021.2.3,59.93518608988652,
0.0,12.0,0,0.0,Stimuli\Blank.png,0,0,0,0,0,0,,,,,,,,,,,,38.8552109000002,0.04415489999973943,0.04415489999973943,5,11.923268200000166,38.91826519999995,None,38.91826519999995,None,38.91826519999995,None,38.91826519999995,None,002,P006,2025_Jan_25_1214,CategoryLocalizer,2021.2.3,59.93518608988652,
12.0,12.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Tomato_00001.png,0,0,0,1,1,1,,,,,,,,,,,,,12.010277399999723,0.010277399999722547,None,,50.9121997000002,50.9121997000002,50.9121997000002,50.9121997000002,50.9121997000002,50.9121997000002,50.9121997000002,50.9121997000002,002,P006,2025_Jan_25_1214,CategoryLocalizer,2021.2.3,59.93518608988652,
12.8,13.0,5,0.0,Stimuli\Blank.png,0,0,0,2,2,2,,,,,,,,,,,,,12.843313999999737,0.04331399999973584,None,,51.71294249999937,51.71294249999937,51.71294249999937,51.71294249999937,51.71294249999937,51.71294249999937,51.71294249999937,51.71294249999937,002,P006,2025_Jan_25_1214,CategoryLocalizer,2021.2.3,59.93518608988652,
13.0,13.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Razor_00001.png,0,0,0,3,3,3,,,,,,,,,,,,,13.011242399999901,0.011242399999900954,None,,51.896407700000054,51.896407700000054,51.896407700000054,51.896407700000054,51.896407700000054,51.896407700000054,51.896407700000054,51.896407700000054,002,P006,2025_Jan_25_1214,CategoryLocalizer,2021.2.3,59.93518608988652,
13.8,14.0,5,0.0,Stimuli\Blank.png,0,0,0,4,4,4,,,,,,,,,,,,,13.827418199999556,0.027418199999555526,5,0.1446297999991657,52.697088599999915,52.697088599999915,52.697088599999915,52.697088599999915,52.697088599999915,52.697088599999915,52.697088599999915,52.697088599999915,002,P006,2025_Jan_25_1214,CategoryLocalizer,2021.2.3,59.93518608988652,
14.0,14.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Razor_00001.png,1,1,0,5,5,5,,,,,,,,,,,,,14.010905799999819,0.010905799999818555,1,0.4210283000002164,52.880586700000094,52.880586700000094,52.880586700000094,52.880586700000094,52.880586700000094,52.880586700000094,52.880586700000094,52.880586700000094,002,P006,2025_Jan_25_1214,CategoryLocalizer,2021.2.3,59.93518608988652,
14.8,15.0,5,0.0,Stimuli\Blank.png,0,0,0,6,6,6,,,,,,,,,,,,,14.812145300000338,0.012145300000337755,None,,53.68129339999996,53.68129339999996,53.68129339999996,53.68129339999996,53.68129339999996,53.68129339999996,53.68129339999996,53.68129339999996,002,P006,2025_Jan_25_1214,CategoryLocalizer,2021.2.3,59.93518608988652,
15.0,15.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Keyboard_00001.png,0,0,0,7,7,7,,,,,,,,,,,,,15.011919100000341,0.011919100000341132,None,,53.89814699999988,53.89814699999988,53.89814699999988,53.89814699999988,53.89814699999988,53.89814699999988,53.89814699999988,53.89814699999988,002,P006,2025_Jan_25_1214,CategoryLocalizer,2021.2.3,59.93518608988652,
15.8,16.0,5,0.0,Stimuli\Blank.png,0,0,0,8,8,8,,,,,,,,,,,,,15.830012299999908,0.030012299999906844,5,0.14269590000003518,54.69886299999962,54.69886299999962,54.69886299999962,54.69886299999962,54.69886299999962,54.69886299999962,54.69886299999962,54.69886299999962,002,P006,2025_Jan_25_1214,CategoryLocalizer,2021.2.3,59.93518608988652,
16.0,16.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Microphone_00001.png,0,0,0,9,9,9,,,,,,,,,,,,,16.012509399999544,0.012509399999544257,None,,54.88236119999965,54.88236119999965,54.88236119999965,54.88236119999965,54.88236119999965,54.88236119999965,54.88236119999965,54.88236119999965,002,P006,2025_Jan_25_1214,CategoryLocalizer,2021.2.3,59.93518608988652,
16.8,17.0,5,0.0,Stimuli\Blank.png,0,0,0,10,10,10,,,,,,,,,,,,,16.81494169999951,0.014941699999507563,None,,55.69975830000021,55.69975830000021,55.69975830000021,55.69975830000021,55.69975830000021,55.69975830000021,55.69975830000021,55.69975830000021,002,P006,2025_Jan_25_1214,CategoryLocalizer,2021.2.3,59.93518608988652,
17.0,17.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Plate_00001.png,0,0,0,11,11,11,,,,,,,,,,,,,17.030340600000272,0.03034060000027239,None,,55.91661339999973,55.91661339999973,55.91661339999973,55.91661339999973,55.91661339999973,55.91661339999973,55.91661339999973,55.91661339999973,002,P006,2025_Jan_25_1214,CategoryLocalizer,2021.2.3,59.93518608988652,
17.8,18.0,5,0.0,Stimuli\Blank.png,0,0,0,12,12,12,,,,,,,,,,,,,17.831664999999703,0.03166499999970185,5,0.14117090000036114,56.70062189999953,56.70062189999953,56.70062189999953,56.70062189999953,56.70062189999953,56.70062189999953,56.70062189999953,56.70062189999953,002,P006,2025_Jan_25_1214,CategoryLocalizer,2021.2.3,59.93518608988652,
18.0,18.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Champagne_00001.png,0,0,0,13,13,13,,,,,,,,,,,,,18.015131099999962,0.015131099999962316,None,,56.90082199999961,56.90082199999961,56.90082199999961,56.90082199999961,56.90082199999961,56.90082199999961,56.90082199999961,56.90082199999961,002,P006,2025_Jan_25_1214,CategoryLocalizer,2021.2.3,59.93518608988652,
18.8,19.0,5,0.0,Stimuli\Blank.png,0,0,0,14,14,14,,,,,,,,,,,,,18.81562060000033,0.015620600000328722,None,,57.684828299999936,57.684828299999936,57.684828299999936,57.684828299999936,57.684828299999936,57.684828299999936,57.684828299999936,57.684828299999936,002,P006,2025_Jan_25_1214,CategoryLocalizer,2021.2.3,59.93518608988652,
19.0,19.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Dumpster_00001.png,0,0,0,15,15,15,,,,,,,,,,,,,18.999156900000344,-0.0008430999996562605,None,,57.90169839999999,57.90169839999999,57.90169839999999,57.90169839999999,57.90169839999999,57.90169839999999,57.90169839999999,57.90169839999999,002,P006,2025_Jan_25_1214,CategoryLocalizer,2021.2.3,59.93518608988652,
19.8,20.0,5,0.0,Stimuli\Blank.png,0,0,0,16,16,16,,,,,,,,,,,,,19.833279800000128,0.03327980000012687,None,,58.70241720000013,58.70241720000013,58.70241720000013,58.70241720000013,58.70241720000013,58.70241720000013,58.70241720000013,58.70241720000013,002,P006,2025_Jan_25_1214,CategoryLocalizer,2021.2.3,59.93518608988652,
20.0,20.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Sponge_00001.png,0,0,0,17,17,17,,,,,,,,,,,,,19.999424900000122,-0.0005750999998781481,None,,58.885887499999626,58.885887499999626,58.885887499999626,58.885887499999626,58.885887499999626,58.885887499999626,58.885887499999626,58.885887499999626,002,P006,2025_Jan_25_1214,CategoryLocalizer,2021.2.3,59.93518608988652,
