eventStartTime,eventEndTime,eventCond,imSize,imFile,repeatedImage,responseEvent,Events.thisRepN,Events.thisTrialN,Events.thisN,Events.thisIndex,Instructions.started,Instructions.stopped,participantReadyResponse.keys,participantReadyResponse.rt,participantReadyResponse.started,participantReadyResponse.stopped,startWaitforTrigger,triggerResponse.keys,triggerResponse.rt,triggerResponse.started,triggerResponse.stopped,globalTimer,actualStartTime,startTimingDiff,participantResponse.keys,participantResponse.started,participantResponse.stopped,image.started,image.stopped,fixationOutside.started,fixationOutside.stopped,fixationInside.started,fixationInside.stopped,participantResponse.rt,session,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,13.903522200002044,None,1,19.62598639999851,13.903522200002044,None,,,,,,,,,,,,,,,,,,,002,P017,2025_Mar_07_1642,CategoryLocalizer,2021.2.3,59.94287444050939,
,,,,,,,,,,,,,,,,,33.541893500001606,5,15.285176199999114,33.55521679999947,None,,,,,,,,,,,,,,002,P017,2025_Mar_07_1642,CategoryLocalizer,2021.2.3,59.94287444050939,
0.0,12.0,0,0.0,Stimuli\Blank.png,0,0,0,0,0,0,,,,,,,,,,,,48.85548120000021,0.04269810000187135,0.04269810000187135,None,48.918841200000315,None,48.918841200000315,None,48.918841200000315,None,48.918841200000315,None,,002,P017,2025_Mar_07_1642,CategoryLocalizer,2021.2.3,59.94287444050939,
12.0,12.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Grill_00001.png,0,0,0,1,1,1,,,,,,,,,,,,,12.01177749999988,0.011777499999880092,None,60.89605840000149,60.89605840000149,60.89605840000149,60.89605840000149,60.89605840000149,60.89605840000149,60.89605840000149,60.89605840000149,,002,P017,2025_Mar_07_1642,CategoryLocalizer,2021.2.3,59.94287444050939,
12.8,13.0,5,0.0,Stimuli\Blank.png,0,0,0,2,2,2,,,,,,,,,,,,,12.827134099999967,0.027134099999965855,None,61.69677070000034,61.69677070000034,61.69677070000034,61.69677070000034,61.69677070000034,61.69677070000034,61.69677070000034,61.69677070000034,,002,P017,2025_Mar_07_1642,CategoryLocalizer,2021.2.3,59.94287444050939,
13.0,13.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Ambulance_00001.png,0,0,0,3,3,3,,,,,,,,,,,,,13.01148010000179,0.01148010000179056,None,61.88026320000063,61.88026320000063,61.88026320000063,61.88026320000063,61.88026320000063,61.88026320000063,61.88026320000063,61.88026320000063,,002,P017,2025_Mar_07_1642,CategoryLocalizer,2021.2.3,59.94287444050939,
13.8,14.0,5,0.0,Stimuli\Blank.png,0,0,0,4,4,4,,,,,,,,,,,,,13.811240800001542,0.011240800001541373,None,62.681011799999396,62.681011799999396,62.681011799999396,62.681011799999396,62.681011799999396,62.681011799999396,62.681011799999396,62.681011799999396,,002,P017,2025_Mar_07_1642,CategoryLocalizer,2021.2.3,59.94287444050939,
14.0,14.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Battery_00001.png,0,0,0,5,5,5,,,,,,,,,,,,,14.012472999998863,0.012472999998863088,None,62.89783090000128,62.89783090000128,62.89783090000128,62.89783090000128,62.89783090000128,62.89783090000128,62.89783090000128,62.89783090000128,,002,P017,2025_Mar_07_1642,CategoryLocalizer,2021.2.3,59.94287444050939,
14.8,15.0,5,0.0,Stimuli\Blank.png,0,0,0,6,6,6,,,,,,,,,,,,,14.828329899999517,0.028329899999516073,None,63.69853499999954,63.69853499999954,63.69853499999954,63.69853499999954,63.69853499999954,63.69853499999954,63.69853499999954,63.69853499999954,,002,P017,2025_Mar_07_1642,CategoryLocalizer,2021.2.3,59.94287444050939,
15.0,15.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Ladder_00001.png,0,0,0,7,7,7,,,,,,,,,,,,,15.012674300000072,0.012674300000071526,None,63.88204260000202,63.88204260000202,63.88204260000202,63.88204260000202,63.88204260000202,63.88204260000202,63.88204260000202,63.88204260000202,,002,P017,2025_Mar_07_1642,CategoryLocalizer,2021.2.3,59.94287444050939,
15.8,16.0,5,0.0,Stimuli\Blank.png,0,0,0,8,8,8,,,,,,,,,,,,,15.813244699998904,0.013244699998903542,None,64.68274440000096,64.68274440000096,64.68274440000096,64.68274440000096,64.68274440000096,64.68274440000096,64.68274440000096,64.68274440000096,,002,P017,2025_Mar_07_1642,CategoryLocalizer,2021.2.3,59.94287444050939,
16.0,16.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Glass_00001.png,0,0,0,9,9,9,,,,,,,,,,,,,16.013267800000904,0.013267800000903662,None,64.88292250000086,64.88292250000086,64.88292250000086,64.88292250000086,64.88292250000086,64.88292250000086,64.88292250000086,64.88292250000086,,002,P017,2025_Mar_07_1642,CategoryLocalizer,2021.2.3,59.94287444050939,
16.8,17.0,5,0.0,Stimuli\Blank.png,0,0,0,10,10,10,,,,,,,,,,,,,16.81405459999951,0.014054599999507644,None,65.68364500000098,65.68364500000098,65.68364500000098,65.68364500000098,65.68364500000098,65.68364500000098,65.68364500000098,65.68364500000098,,002,P017,2025_Mar_07_1642,CategoryLocalizer,2021.2.3,59.94287444050939,
17.0,17.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Strawberry_00001.png,0,0,0,11,11,11,,,,,,,,,,,,,17.01370020000104,0.013700200001039775,None,65.88380310000139,65.88380310000139,65.88380310000139,65.88380310000139,65.88380310000139,65.88380310000139,65.88380310000139,65.88380310000139,,002,P017,2025_Mar_07_1642,CategoryLocalizer,2021.2.3,59.94287444050939,
17.8,18.0,5,0.0,Stimuli\Blank.png,0,0,0,12,12,12,,,,,,,,,,,,,17.814868500001467,0.01486850000146589,None,66.68451640000058,66.68451640000058,66.68451640000058,66.68451640000058,66.68451640000058,66.68451640000058,66.68451640000058,66.68451640000058,,002,P017,2025_Mar_07_1642,CategoryLocalizer,2021.2.3,59.94287444050939,
18.0,18.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Brick_00001.png,0,0,0,13,13,13,,,,,,,,,,,,,18.014536099999532,0.01453609999953187,None,66.88468780000039,66.88468780000039,66.88468780000039,66.88468780000039,66.88468780000039,66.88468780000039,66.88468780000039,66.88468780000039,,002,P017,2025_Mar_07_1642,CategoryLocalizer,2021.2.3,59.94287444050939,
18.8,19.0,5,0.0,Stimuli\Blank.png,0,0,0,14,14,14,,,,,,,,,,,,,18.816971600001125,0.016971600001124187,None,67.70210589999988,67.70210589999988,67.70210589999988,67.70210589999988,67.70210589999988,67.70210589999988,67.70210589999988,67.70210589999988,,002,P017,2025_Mar_07_1642,CategoryLocalizer,2021.2.3,59.94287444050939,
19.0,19.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Tape_00001.png,0,0,0,15,15,15,,,,,,,,,,,,,19.017810800000007,0.017810800000006566,None,67.90227980000054,67.90227980000054,67.90227980000054,67.90227980000054,67.90227980000054,67.90227980000054,67.90227980000054,67.90227980000054,,002,P017,2025_Mar_07_1642,CategoryLocalizer,2021.2.3,59.94287444050939,
19.8,20.0,5,0.0,Stimuli\Blank.png,0,0,0,16,16,16,,,,,,,,,,,,,19.816414400000212,0.01641440000021177,None,68.68632359999901,68.68632359999901,68.68632359999901,68.68632359999901,68.68632359999901,68.68632359999901,68.68632359999901,68.68632359999901,,002,P017,2025_Mar_07_1642,CategoryLocalizer,2021.2.3,59.94287444050939,
20.0,20.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Switch_00001.png,0,0,0,17,17,17,,,,,,,,,,,,,19.999644499999704,-0.0003555000002961606,None,68.86977050000132,68.86977050000132,68.86977050000132,68.86977050000132,68.86977050000132,68.86977050000132,68.86977050000132,68.86977050000132,,002,P017,2025_Mar_07_1642,CategoryLocalizer,2021.2.3,59.94287444050939,
20.8,21.0,5,0.0,Stimuli\Blank.png,0,0,0,18,18,18,,,,,,,,,,,,,20.801362700000027,0.0013627000000262512,None,69.67053339999984,69.67053339999984,69.67053339999984,69.67053339999984,69.67053339999984,69.67053339999984,69.67053339999984,69.67053339999984,,002,P017,2025_Mar_07_1642,CategoryLocalizer,2021.2.3,59.94287444050939,
21.0,21.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Switch_00001.png,1,1,0,19,19,19,,,,,,,,,,,,,21.001048199999786,0.0010481999997864477,1,69.87066939999931,69.87066939999931,69.87066939999931,69.87066939999931,69.87066939999931,69.87066939999931,69.87066939999931,69.87066939999931,0.4077027999992424,002,P017,2025_Mar_07_1642,CategoryLocalizer,2021.2.3,59.94287444050939,
21.8,22.0,5,0.0,Stimuli\Blank.png,0,0,0,20,20,20,,,,,,,,,,,,,21.80195829999866,0.00195829999865893,None,70.67138949999935,70.67138949999935,70.67138949999935,70.67138949999935,70.67138949999935,70.67138949999935,70.67138949999935,70.67138949999935,,002,P017,2025_Mar_07_1642,CategoryLocalizer,2021.2.3,59.94287444050939,
22.0,22.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Wheelchair_00001.png,0,0,0,21,21,21,,,,,,,,,,,,,22.001949000001332,0.0019490000013320241,None,70.8882177000014,70.8882177000014,70.8882177000014,70.8882177000014,70.8882177000014,70.8882177000014,70.8882177000014,70.8882177000014,,002,P017,2025_Mar_07_1642,CategoryLocalizer,2021.2.3,59.94287444050939,
22.8,23.0,5,0.0,Stimuli\Blank.png,0,0,0,22,22,22,,,,,,,,,,,,,22.81946230000176,0.019462300001759303,None,71.68893509999907,71.68893509999907,71.68893509999907,71.68893509999907,71.68893509999907,71.68893509999907,71.68893509999907,71.68893509999907,,002,P017,2025_Mar_07_1642,CategoryLocalizer,2021.2.3,59.94287444050939,
23.0,23.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Plate_00001.png,0,0,0,23,23,23,,,,,,,,,,,,,23.00367080000069,0.003670800000691088,None,71.87243089999902,71.87243089999902,71.87243089999902,71.87243089999902,71.87243089999902,71.87243089999902,71.87243089999902,71.87243089999902,,002,P017,2025_Mar_07_1642,CategoryLocalizer,2021.2.3,59.94287444050939,
23.8,24.0,5,0.0,Stimuli\Blank.png,0,0,0,24,24,24,,,,,,,,,,,,,23.802928900000552,0.0029289000005512378,None,72.67327400000067,72.67327400000067,72.67327400000067,72.67327400000067,72.67327400000067,72.67327400000067,72.67327400000067,72.67327400000067,,002,P017,2025_Mar_07_1642,CategoryLocalizer,2021.2.3,59.94287444050939,
