eventStartTime,eventEndTime,eventCond,imSize,imFile,repeatedImage,responseEvent,Events.thisRepN,Events.thisTrialN,Events.thisN,Events.thisIndex,Instructions.started,Instructions.stopped,participantReadyResponse.keys,participantReadyResponse.rt,participantReadyResponse.started,participantReadyResponse.stopped,startWaitforTrigger,triggerResponse.keys,triggerResponse.rt,triggerResponse.started,triggerResponse.stopped,globalTimer,actualStartTime,startTimingDiff,participantResponse.keys,participantResponse.rt,participantResponse.started,participantResponse.stopped,image.started,image.stopped,fixationOutside.started,fixationOutside.stopped,fixationInside.started,fixationInside.stopped,session,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,11.029848500000298,None,1,0.47560840000005555,11.029848500000298,None,,,,,,,,,,,,,,,,,,,002,P003,2025_Jan_18_1201,CategoryLocalizer,2021.2.3,59.93888631171721,
,,,,,,,,,,,,,,,,,11.514332099999592,5,14.920476400000553,11.526858400000492,None,,,,,,,,,,,,,,002,P003,2025_Jan_18_1201,CategoryLocalizer,2021.2.3,59.93888631171721,
0.0,12.0,0,0.0,Stimuli\Blank.png,0,0,0,0,0,0,,,,,,,,,,,,26.460472599999775,0.0556073000007018,0.0556073000007018,5,11.907117099999596,26.54015690000051,None,26.54015690000051,None,26.54015690000051,None,26.54015690000051,None,002,P003,2025_Jan_18_1201,CategoryLocalizer,2021.2.3,59.93888631171721,
12.0,12.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Mailbox_00001.png,0,0,0,1,1,1,,,,,,,,,,,,,12.010877999999138,0.01087799999913841,None,,38.48400080000101,38.48400080000101,38.48400080000101,38.48400080000101,38.48400080000101,38.48400080000101,38.48400080000101,38.48400080000101,002,P003,2025_Jan_18_1201,CategoryLocalizer,2021.2.3,59.93888631171721,
12.8,13.0,5,0.0,Stimuli\Blank.png,0,0,0,2,2,2,,,,,,,,,,,,,12.809925899999143,0.009925899999142729,None,,39.28470170000037,39.28470170000037,39.28470170000037,39.28470170000037,39.28470170000037,39.28470170000037,39.28470170000037,39.28470170000037,002,P003,2025_Jan_18_1201,CategoryLocalizer,2021.2.3,59.93888631171721,
13.0,13.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Coffee_00001.png,0,0,0,3,3,3,,,,,,,,,,,,,13.012229899999511,0.012229899999510963,None,,39.501573699999426,39.501573699999426,39.501573699999426,39.501573699999426,39.501573699999426,39.501573699999426,39.501573699999426,39.501573699999426,002,P003,2025_Jan_18_1201,CategoryLocalizer,2021.2.3,59.93888631171721,
13.8,14.0,5,0.0,Stimuli\Blank.png,0,0,0,4,4,4,,,,,,,,,,,,,13.827788799999325,0.02778879999932471,5,0.1449735000005603,40.302266799999416,40.302266799999416,40.302266799999416,40.302266799999416,40.302266799999416,40.302266799999416,40.302266799999416,40.302266799999416,002,P003,2025_Jan_18_1201,CategoryLocalizer,2021.2.3,59.93888631171721,
14.0,14.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Champagne_00001.png,0,0,0,5,5,5,,,,,,,,,,,,,14.011359099999027,0.011359099999026512,None,,40.485758000000715,40.485758000000715,40.485758000000715,40.485758000000715,40.485758000000715,40.485758000000715,40.485758000000715,40.485758000000715,002,P003,2025_Jan_18_1201,CategoryLocalizer,2021.2.3,59.93888631171721,
14.8,15.0,5,0.0,Stimuli\Blank.png,0,0,0,6,6,6,,,,,,,,,,,,,14.812179799999285,0.012179799999284313,None,,41.286477900001046,41.286477900001046,41.286477900001046,41.286477900001046,41.286477900001046,41.286477900001046,41.286477900001046,41.286477900001046,002,P003,2025_Jan_18_1201,CategoryLocalizer,2021.2.3,59.93888631171721,
15.0,15.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Boot_00001.png,0,0,0,7,7,7,,,,,,,,,,,,,15.012089800000467,0.012089800000467221,None,,41.50331759999972,41.50331759999972,41.50331759999972,41.50331759999972,41.50331759999972,41.50331759999972,41.50331759999972,41.50331759999972,002,P003,2025_Jan_18_1201,CategoryLocalizer,2021.2.3,59.93888631171721,
15.8,16.0,5,0.0,Stimuli\Blank.png,0,0,0,8,8,8,,,,,,,,,,,,,15.829531600000337,0.029531600000336056,5,0.1432022999997571,42.30403280000064,42.30403280000064,42.30403280000064,42.30403280000064,42.30403280000064,42.30403280000064,42.30403280000064,42.30403280000064,002,P003,2025_Jan_18_1201,CategoryLocalizer,2021.2.3,59.93888631171721,
16.0,16.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Mug_00001.png,0,0,0,9,9,9,,,,,,,,,,,,,16.012902899999972,0.01290289999997185,None,,42.487521999999444,42.487521999999444,42.487521999999444,42.487521999999444,42.487521999999444,42.487521999999444,42.487521999999444,42.487521999999444,002,P003,2025_Jan_18_1201,CategoryLocalizer,2021.2.3,59.93888631171721,
16.8,17.0,5,0.0,Stimuli\Blank.png,0,0,0,10,10,10,,,,,,,,,,,,,16.813733299999512,0.013733299999511672,None,,43.28820000000087,43.28820000000087,43.28820000000087,43.28820000000087,43.28820000000087,43.28820000000087,43.28820000000087,43.28820000000087,002,P003,2025_Jan_18_1201,CategoryLocalizer,2021.2.3,59.93888631171721,
17.0,17.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Sandal_00001.png,0,0,0,11,11,11,,,,,,,,,,,,,17.01355230000081,0.013552300000810646,None,,43.48840720000044,43.48840720000044,43.48840720000044,43.48840720000044,43.48840720000044,43.48840720000044,43.48840720000044,43.48840720000044,002,P003,2025_Jan_18_1201,CategoryLocalizer,2021.2.3,59.93888631171721,
17.8,18.0,5,0.0,Stimuli\Blank.png,0,0,0,12,12,12,,,,,,,,,,,,,17.81431580000026,0.014315800000257894,5,0.15826449999985925,44.28913450000073,44.28913450000073,44.28913450000073,44.28913450000073,44.28913450000073,44.28913450000073,44.28913450000073,44.28913450000073,002,P003,2025_Jan_18_1201,CategoryLocalizer,2021.2.3,59.93888631171721,
18.0,18.8,1,0.75,Stimuli\ImageFiles-Set2\Objects\Object_Pen_00001.png,0,0,0,13,13,13,,,,,,,,,,,,,18.014772799999264,0.014772799999263952,None,,44.48935010000059,44.48935010000059,44.48935010000059,44.48935010000059,44.48935010000059,44.48935010000059,44.48935010000059,44.48935010000059,002,P003,2025_Jan_18_1201,CategoryLocalizer,2021.2.3,59.93888631171721,
