eventStartTime,eventEndTime,eventCond,imSize,imFile,repeatedImage,responseEvent,Events.thisRepN,Events.thisTrialN,Events.thisN,Events.thisIndex,Instructions.started,Instructions.stopped,participantReadyResponse.keys,participantReadyResponse.rt,participantReadyResponse.started,participantReadyResponse.stopped,startWaitforTrigger,triggerResponse.keys,triggerResponse.rt,triggerResponse.started,triggerResponse.stopped,globalTimer,actualStartTime,startTimingDiff,participantResponse.keys,participantResponse.started,participantResponse.stopped,image.started,image.stopped,fixationOutside.started,fixationOutside.stopped,fixationInside.started,fixationInside.stopped,participantResponse.rt,session,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,11.424099100000603,None,1,29.524536000000808,11.424099100000603,None,,,,,,,,,,,,,,,,,,,001,P013,2025_Feb_08_1505,CategoryLocalizer,2021.2.3,59.963973644305526,
,,,,,,,,,,,,,,,,,40.95550870000079,5,15.803233999999065,40.96837030000097,None,,,,,,,,,,,,,,001,P013,2025_Feb_08_1505,CategoryLocalizer,2021.2.3,59.963973644305526,
0.0,12.0,0,0.0,Stimuli\Blank.png,0,0,0,0,0,0,,,,,,,,,,,,56.784842500001105,0.03722630000265781,0.03722630000265781,None,56.83234530000118,None,56.83234530000118,None,56.83234530000118,None,56.83234530000118,None,,001,P013,2025_Feb_08_1505,CategoryLocalizer,2021.2.3,59.963973644305526,
12.0,12.8,1,0.75,Stimuli\ImageFiles-Set1\Objects\Object_Shirt_00001.png,0,0,0,1,1,1,,,,,,,,,,,,,12.011077800001658,0.011077800001658034,None,68.8096129000005,68.8096129000005,68.8096129000005,68.8096129000005,68.8096129000005,68.8096129000005,68.8096129000005,68.8096129000005,,001,P013,2025_Feb_08_1505,CategoryLocalizer,2021.2.3,59.963973644305526,
12.8,13.0,5,0.0,Stimuli\Blank.png,0,0,0,2,2,2,,,,,,,,,,,,,12.811349200001132,0.011349200001131265,None,69.61032859999978,69.61032859999978,69.61032859999978,69.61032859999978,69.61032859999978,69.61032859999978,69.61032859999978,69.61032859999978,,001,P013,2025_Feb_08_1505,CategoryLocalizer,2021.2.3,59.963973644305526,
13.0,13.8,1,0.75,Stimuli\ImageFiles-Set1\Objects\Object_Table_00001.png,0,0,0,3,3,3,,,,,,,,,,,,,13.013668900002813,0.013668900002812734,None,69.82718559999921,69.82718559999921,69.82718559999921,69.82718559999921,69.82718559999921,69.82718559999921,69.82718559999921,69.82718559999921,,001,P013,2025_Feb_08_1505,CategoryLocalizer,2021.2.3,59.963973644305526,
13.8,14.0,5,0.0,Stimuli\Blank.png,0,0,0,4,4,4,,,,,,,,,,,,,13.829283600000053,0.0292836000000527,None,70.62787970000136,70.62787970000136,70.62787970000136,70.62787970000136,70.62787970000136,70.62787970000136,70.62787970000136,70.62787970000136,,001,P013,2025_Feb_08_1505,CategoryLocalizer,2021.2.3,59.963973644305526,
14.0,14.8,1,0.75,Stimuli\ImageFiles-Set1\Objects\Object_Key_00001.png,0,0,0,5,5,5,,,,,,,,,,,,,14.013614400002552,0.01361440000255243,None,70.8288218000016,70.8288218000016,70.8288218000016,70.8288218000016,70.8288218000016,70.8288218000016,70.8288218000016,70.8288218000016,,001,P013,2025_Feb_08_1505,CategoryLocalizer,2021.2.3,59.963973644305526,
14.8,15.0,5,0.0,Stimuli\Blank.png,0,0,0,6,6,6,,,,,,,,,,,,,14.829306200001156,0.029306200001155247,None,71.62874210000155,71.62874210000155,71.62874210000155,71.62874210000155,71.62874210000155,71.62874210000155,71.62874210000155,71.62874210000155,,001,P013,2025_Feb_08_1505,CategoryLocalizer,2021.2.3,59.963973644305526,
15.0,15.8,1,0.75,Stimuli\ImageFiles-Set1\Objects\Object_Sock_00001.png,0,0,0,7,7,7,,,,,,,,,,,,,15.012719199999992,0.01271919999999227,None,71.8122637000015,71.8122637000015,71.8122637000015,71.8122637000015,71.8122637000015,71.8122637000015,71.8122637000015,71.8122637000015,,001,P013,2025_Feb_08_1505,CategoryLocalizer,2021.2.3,59.963973644305526,
15.8,16.0,5,0.0,Stimuli\Blank.png,0,0,0,8,8,8,,,,,,,,,,,,,15.813493300000118,0.013493300000117614,None,72.6129632000011,72.6129632000011,72.6129632000011,72.6129632000011,72.6129632000011,72.6129632000011,72.6129632000011,72.6129632000011,,001,P013,2025_Feb_08_1505,CategoryLocalizer,2021.2.3,59.963973644305526,
