eventStartTime,eventEndTime,eventCond,imSize,imFile,repeatedImage,responseEvent,Events.thisRepN,Events.thisTrialN,Events.thisN,Events.thisIndex,Instructions.started,Instructions.stopped,participantReadyResponse.keys,participantReadyResponse.rt,participantReadyResponse.started,participantReadyResponse.stopped,startWaitforTrigger,triggerResponse.keys,triggerResponse.rt,triggerResponse.started,triggerResponse.stopped,globalTimer,actualStartTime,startTimingDiff,participantResponse.keys,participantResponse.started,participantResponse.stopped,image.started,image.stopped,fixationOutside.started,fixationOutside.stopped,fixationInside.started,fixationInside.stopped,participantResponse.rt,session,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,12.349985799999558,None,1,135.86588159999883,12.349985799999558,None,,,,,,,,,,,,,,,,,,,001,P019,2025_Mar_21_1003,CategoryLocalizer,2021.2.3,59.94240733524857,
,,,,,,,,,,,,,,,,,148.22207010000056,5,15.458877999999459,148.23614129999987,None,,,,,,,,,,,,,,001,P019,2025_Mar_21_1003,CategoryLocalizer,2021.2.3,59.94240733524857,
0.0,12.0,0,0.0,Stimuli\Blank.png,0,0,0,0,0,0,,,,,,,,,,,,163.7042679999995,0.050169399999504094,0.050169399999504094,None,163.76652970000032,None,163.76652970000032,None,163.76652970000032,None,163.76652970000032,None,,001,P019,2025_Mar_21_1003,CategoryLocalizer,2021.2.3,59.94240733524857,
12.0,12.8,1,0.75,Stimuli\ImageFiles-Set1\Objects\Object_Airplane_00001.png,0,0,0,1,1,1,,,,,,,,,,,,,12.009493899999143,0.00949389999914274,None,175.72709939999913,175.72709939999913,175.72709939999913,175.72709939999913,175.72709939999913,175.72709939999913,175.72709939999913,175.72709939999913,,001,P019,2025_Mar_21_1003,CategoryLocalizer,2021.2.3,59.94240733524857,
12.8,13.0,5,0.0,Stimuli\Blank.png,0,0,0,2,2,2,,,,,,,,,,,,,12.808767999998963,0.008767999998962495,None,176.52790959999948,176.52790959999948,176.52790959999948,176.52790959999948,176.52790959999948,176.52790959999948,176.52790959999948,176.52790959999948,,001,P019,2025_Mar_21_1003,CategoryLocalizer,2021.2.3,59.94240733524857,
13.0,13.8,1,0.75,Stimuli\ImageFiles-Set1\Objects\Object_Airplane_00001.png,1,1,0,3,3,3,,,,,,,,,,,,,13.009867999999187,0.009867999999187305,1,176.72800570000072,176.72800570000072,176.72800570000072,176.72800570000072,176.72800570000072,176.72800570000072,176.72800570000072,176.72800570000072,0.6227615999996488,001,P019,2025_Mar_21_1003,CategoryLocalizer,2021.2.3,59.94240733524857,
13.8,14.0,5,0.0,Stimuli\Blank.png,0,0,0,4,4,4,,,,,,,,,,,,,13.810022100000424,0.01002210000042325,None,177.52869199999986,177.52869199999986,177.52869199999986,177.52869199999986,177.52869199999986,177.52869199999986,177.52869199999986,177.52869199999986,,001,P019,2025_Mar_21_1003,CategoryLocalizer,2021.2.3,59.94240733524857,
14.0,14.8,1,0.75,Stimuli\ImageFiles-Set1\Objects\Object_Pencil_00001.png,0,0,0,5,5,5,,,,,,,,,,,,,14.010581599999568,0.010581599999568425,None,177.76218399999925,177.76218399999925,177.76218399999925,177.76218399999925,177.76218399999925,177.76218399999925,177.76218399999925,177.76218399999925,,001,P019,2025_Mar_21_1003,CategoryLocalizer,2021.2.3,59.94240733524857,
14.8,15.0,5,0.0,Stimuli\Blank.png,0,0,0,6,6,6,,,,,,,,,,,,,14.84515139999894,0.04515139999893947,None,178.5629439000004,178.5629439000004,178.5629439000004,178.5629439000004,178.5629439000004,178.5629439000004,178.5629439000004,178.5629439000004,,001,P019,2025_Mar_21_1003,CategoryLocalizer,2021.2.3,59.94240733524857,
15.0,15.8,1,0.75,Stimuli\ImageFiles-Set1\Objects\Object_Pizza_00001.png,0,0,0,7,7,7,,,,,,,,,,,,,15.011126100000183,0.011126100000183214,None,178.72974539999996,178.72974539999996,178.72974539999996,178.72974539999996,178.72974539999996,178.72974539999996,178.72974539999996,178.72974539999996,,001,P019,2025_Mar_21_1003,CategoryLocalizer,2021.2.3,59.94240733524857,
15.8,16.0,5,0.0,Stimuli\Blank.png,0,0,0,8,8,8,,,,,,,,,,,,,15.812487799999872,0.01248779999987093,None,179.5304555999992,179.5304555999992,179.5304555999992,179.5304555999992,179.5304555999992,179.5304555999992,179.5304555999992,179.5304555999992,,001,P019,2025_Mar_21_1003,CategoryLocalizer,2021.2.3,59.94240733524857,
16.0,16.8,1,0.75,Stimuli\ImageFiles-Set1\Objects\Object_Stool_00001.png,0,0,0,9,9,9,,,,,,,,,,,,,16.01240709999911,0.01240709999910905,None,179.73065130000032,179.73065130000032,179.73065130000032,179.73065130000032,179.73065130000032,179.73065130000032,179.73065130000032,179.73065130000032,,001,P019,2025_Mar_21_1003,CategoryLocalizer,2021.2.3,59.94240733524857,
16.8,17.0,5,0.0,Stimuli\Blank.png,0,0,0,10,10,10,,,,,,,,,,,,,16.814818099999684,0.014818099999683199,None,180.54803840000022,180.54803840000022,180.54803840000022,180.54803840000022,180.54803840000022,180.54803840000022,180.54803840000022,180.54803840000022,,001,P019,2025_Mar_21_1003,CategoryLocalizer,2021.2.3,59.94240733524857,
17.0,17.8,1,0.75,Stimuli\ImageFiles-Set1\Objects\Object_Walnut_00001.png,0,0,0,11,11,11,,,,,,,,,,,,,17.03017279999949,0.030172799999490962,None,180.76488889999928,180.76488889999928,180.76488889999928,180.76488889999928,180.76488889999928,180.76488889999928,180.76488889999928,180.76488889999928,,001,P019,2025_Mar_21_1003,CategoryLocalizer,2021.2.3,59.94240733524857,
17.8,18.0,5,0.0,Stimuli\Blank.png,0,0,0,12,12,12,,,,,,,,,,,,,17.830502400000114,0.030502400000113283,None,181.54891900000075,181.54891900000075,181.54891900000075,181.54891900000075,181.54891900000075,181.54891900000075,181.54891900000075,181.54891900000075,,001,P019,2025_Mar_21_1003,CategoryLocalizer,2021.2.3,59.94240733524857,
18.0,18.8,1,0.75,Stimuli\ImageFiles-Set1\Objects\Object_Book_00001.png,0,0,0,13,13,13,,,,,,,,,,,,,18.013642699999764,0.013642699999763863,1,181.76582129999952,181.76582129999952,181.76582129999952,181.76582129999952,181.76582129999952,181.76582129999952,181.76582129999952,181.76582129999952,0.10205080000014277,001,P019,2025_Mar_21_1003,CategoryLocalizer,2021.2.3,59.94240733524857,
18.8,19.0,5,0.0,Stimuli\Blank.png,0,0,0,14,14,14,,,,,,,,,,,,,18.848491400000057,0.04849140000005647,None,182.5664914000008,182.5664914000008,182.5664914000008,182.5664914000008,182.5664914000008,182.5664914000008,182.5664914000008,182.5664914000008,,001,P019,2025_Mar_21_1003,CategoryLocalizer,2021.2.3,59.94240733524857,
19.0,19.8,1,0.75,Stimuli\ImageFiles-Set1\Objects\Object_Pillow_00001.png,0,0,0,15,15,15,,,,,,,,,,,,,19.0155737999994,0.015573799999401672,None,182.74999129999924,182.74999129999924,182.74999129999924,182.74999129999924,182.74999129999924,182.74999129999924,182.74999129999924,182.74999129999924,,001,P019,2025_Mar_21_1003,CategoryLocalizer,2021.2.3,59.94240733524857,
19.8,20.0,5,0.0,Stimuli\Blank.png,0,0,0,16,16,16,,,,,,,,,,,,,19.815922100000535,0.015922100000533845,None,183.53400150000016,183.53400150000016,183.53400150000016,183.53400150000016,183.53400150000016,183.53400150000016,183.53400150000016,183.53400150000016,,001,P019,2025_Mar_21_1003,CategoryLocalizer,2021.2.3,59.94240733524857,
20.0,20.8,1,0.75,Stimuli\ImageFiles-Set1\Objects\Object_Banana_00001.png,0,0,0,17,17,17,,,,,,,,,,,,,19.999447899999723,-0.000552100000277278,None,183.73418719999972,183.73418719999972,183.73418719999972,183.73418719999972,183.73418719999972,183.73418719999972,183.73418719999972,183.73418719999972,,001,P019,2025_Mar_21_1003,CategoryLocalizer,2021.2.3,59.94240733524857,
20.8,21.0,5,0.0,Stimuli\Blank.png,0,0,0,18,18,18,,,,,,,,,,,,,20.81614619999891,0.01614619999891076,None,184.53487549999954,184.53487549999954,184.53487549999954,184.53487549999954,184.53487549999954,184.53487549999954,184.53487549999954,184.53487549999954,,001,P019,2025_Mar_21_1003,CategoryLocalizer,2021.2.3,59.94240733524857,
21.0,21.8,1,0.75,Stimuli\ImageFiles-Set1\Objects\Object_Motorcycle_00001.png,0,0,0,19,19,19,,,,,,,,,,,,,20.999624899999617,-0.00037510000038309954,None,184.71835029999966,184.71835029999966,184.71835029999966,184.71835029999966,184.71835029999966,184.71835029999966,184.71835029999966,184.71835029999966,,001,P019,2025_Mar_21_1003,CategoryLocalizer,2021.2.3,59.94240733524857,
21.8,22.0,5,0.0,Stimuli\Blank.png,0,0,0,20,20,20,,,,,,,,,,,,,21.80156739999984,0.0015673999998391253,None,185.53579979999995,185.53579979999995,185.53579979999995,185.53579979999995,185.53579979999995,185.53579979999995,185.53579979999995,185.53579979999995,,001,P019,2025_Mar_21_1003,CategoryLocalizer,2021.2.3,59.94240733524857,
22.0,22.8,1,0.75,Stimuli\ImageFiles-Set1\Objects\Object_Dice_00001.png,0,0,0,21,21,21,,,,,,,,,,,,,22.01700560000063,0.017005600000629784,None,185.75263389999964,185.75263389999964,185.75263389999964,185.75263389999964,185.75263389999964,185.75263389999964,185.75263389999964,185.75263389999964,,001,P019,2025_Mar_21_1003,CategoryLocalizer,2021.2.3,59.94240733524857,
