subject,runtype,smoothing,median_rel,mean_rel,ROI,run
04,sus,sm_2_vox,0.0444500848888372,0.04645708580700699,visually_responsive_voxels,2
04,sus,sm_2_vox,-0.04391348380389443,-0.03994725446486978,visually_responsive_voxels,3
04,er,unsmoothed,-0.001480566500279062,-0.00037880663750489006,visually_responsive_voxels,1
04,er,unsmoothed,0.00814006091328972,0.007936996607839267,visually_responsive_voxels,2
04,er,unsmoothed,0.011734976031321401,0.011500502621308277,visually_responsive_voxels,3
04,er,sm_2_vox,0.006820204826515325,0.010327931909856331,visually_responsive_voxels,1
04,er,sm_2_vox,0.009783210725545118,0.010458752996682131,visually_responsive_voxels,2
04,er,sm_2_vox,-0.003054497943264966,-0.0026139926782131552,visually_responsive_voxels,3
04,miniblock,unsmoothed,0.09343868087037782,0.09447524037671313,FFA,1
04,miniblock,unsmoothed,0.05486071634455543,0.06374002263281023,FFA,2
04,miniblock,unsmoothed,0.04984696318928415,0.05349987760755028,FFA,3
04,miniblock,sm_2_vox,0.25636588639761815,0.2300354109441955,FFA,1
04,miniblock,sm_2_vox,0.2341185594535817,0.21779710071857739,FFA,2
04,miniblock,sm_2_vox,0.12481640813061277,0.11692436106713042,FFA,3
04,sus,unsmoothed,0.07457089659453983,0.08472400924151133,FFA,1
04,sus,unsmoothed,0.05884043117808186,0.058730544041593453,FFA,2
04,sus,unsmoothed,0.06993697892394932,0.06662827349400269,FFA,3
04,sus,sm_2_vox,0.26743564820717336,0.2531089761199092,FFA,1
04,sus,sm_2_vox,0.24296234492748797,0.24873557416075004,FFA,2
04,sus,sm_2_vox,0.12180164918942021,0.1068534186373265,FFA,3
04,er,unsmoothed,0.04921331461063641,0.03157286670236673,FFA,1
04,er,unsmoothed,0.0004859274298507441,0.0009799763930394148,FFA,2
04,er,unsmoothed,0.01830835768985853,0.0047232639412259254,FFA,3
04,er,sm_2_vox,0.15137104531016815,0.14890004554960865,FFA,1
04,er,sm_2_vox,0.04792766083810929,0.04622801193971238,FFA,2
04,er,sm_2_vox,0.021720899195510145,0.03162797636022178,FFA,3
04,miniblock,unsmoothed,0.07784751001519787,0.05515714160932111,PPA,1
04,miniblock,unsmoothed,0.06919327954517757,0.06396883262080441,PPA,2
04,miniblock,unsmoothed,0.026526525141215958,0.026444019380641254,PPA,3
04,miniblock,sm_2_vox,0.16810733290017466,0.17076229557164768,PPA,1
04,miniblock,sm_2_vox,0.15894073194232416,0.13423715783139856,PPA,2
04,miniblock,sm_2_vox,0.05829874982414431,0.07824216274377976,PPA,3
04,sus,unsmoothed,-0.024118473618246795,-0.024600899270035333,PPA,1
04,sus,unsmoothed,0.0430821185612288,0.043557948274694946,PPA,2
04,sus,unsmoothed,-0.0038561566640137393,-0.012272765736609322,PPA,3
04,sus,sm_2_vox,-0.024757885651119617,-0.05558703191406375,PPA,1
04,sus,sm_2_vox,0.1471472603195168,0.1258377898949098,PPA,2
04,sus,sm_2_vox,-0.04597767198357447,-0.03064387823596774,PPA,3
04,er,unsmoothed,0.024772237459089352,0.03743940279650592,PPA,1
04,er,unsmoothed,0.030897512770527144,0.03119482886022433,PPA,2
04,er,unsmoothed,-0.0053439594972674725,0.01619281946893189,PPA,3
04,er,sm_2_vox,0.03200223207351163,0.037634904173536474,PPA,1
04,er,sm_2_vox,-0.018582287958722216,-0.013678339497915859,PPA,2
04,er,sm_2_vox,0.050371551853807546,0.012395925468752289,PPA,3
04,miniblock,unsmoothed,0.05114418780090831,0.058942273802045426,EBA,1
04,miniblock,unsmoothed,0.058546345920712395,0.05451849228256706,EBA,2
04,miniblock,unsmoothed,0.05335373571541327,0.05031578655370482,EBA,3
04,miniblock,sm_2_vox,0.13460717310414583,0.14484923226468596,EBA,1
04,miniblock,sm_2_vox,0.0677921800959019,0.07914575160375283,EBA,2
04,miniblock,sm_2_vox,0.05499274169247217,0.057317896233558104,EBA,3
04,sus,unsmoothed,0.010635600426101621,0.016201091190896803,EBA,1
04,sus,unsmoothed,0.05783374827167607,0.05363263001626617,EBA,2
04,sus,unsmoothed,0.022659047648281888,0.021610863423213496,EBA,3
04,sus,sm_2_vox,-0.025939280892627273,-0.0051911809224349,EBA,1
04,sus,sm_2_vox,0.10692025779988606,0.11268797116820314,EBA,2
04,sus,sm_2_vox,0.04045239290026258,0.029869410044706696,EBA,3
04,er,unsmoothed,0.008783758831067873,0.009587329654815142,EBA,1
04,er,unsmoothed,0.012044137777589744,0.012892411272869782,EBA,2
04,er,unsmoothed,0.0026604039178959454,0.010729400961690765,EBA,3
04,er,sm_2_vox,0.089197914323343,0.0876599210740946,EBA,1
04,er,sm_2_vox,-0.00692060315920362,-0.015208499658257657,EBA,2
04,er,sm_2_vox,-0.01426718247721051,-0.013133620444649777,EBA,3
04,miniblock,unsmoothed,0.05071617105199771,0.05776309409872289,EVC,1
04,miniblock,unsmoothed,0.03863159918572502,0.03918633551913502,EVC,2
04,miniblock,unsmoothed,0.044678910475262484,0.05007476094596614,EVC,3
04,miniblock,sm_2_vox,0.1321186356085149,0.13625208986314288,EVC,1
04,miniblock,sm_2_vox,0.07753380849056384,0.07637386390417011,EVC,2
04,miniblock,sm_2_vox,0.07010028089481027,0.07443532187234296,EVC,3
04,sus,unsmoothed,0.012200823354546043,0.011629243280793237,EVC,1
04,sus,unsmoothed,0.014593686482238867,0.016115635436556766,EVC,2
04,sus,unsmoothed,-0.015632503830569473,-0.01486074338524018,EVC,3
04,sus,sm_2_vox,0.015088015379556417,0.01376823725062743,EVC,1
04,sus,sm_2_vox,0.04709750124249423,0.05433480660927741,EVC,2
04,sus,sm_2_vox,-0.07659521063737046,-0.06751284273050202,EVC,3
04,er,unsmoothed,0.010834994259249081,0.010424488394224229,EVC,1
04,er,unsmoothed,0.010952798284598803,0.011992856913532175,EVC,2
04,er,unsmoothed,0.013230874941004202,0.01053987391408592,EVC,3
04,er,sm_2_vox,0.004336250276347264,0.002830269130581073,EVC,1
04,er,sm_2_vox,0.030887257799882585,0.02723901750771175,EVC,2
