subject,runtype,smoothing,median_rel,mean_rel,ROI,comparison
05,miniblock,unsmoothed,0.006679323345104651,0.016409675680770675,visually_responsive_voxels,1
05,miniblock,unsmoothed,-0.012503984141716114,-0.004718669649186785,visually_responsive_voxels,2
05,miniblock,unsmoothed,0.04747129090869397,0.05380398175208622,visually_responsive_voxels,3
05,miniblock,sm_2_vox,0.0923669202554887,0.11477169872956158,visually_responsive_voxels,1
05,miniblock,sm_2_vox,0.06771836677593066,0.08768468004102067,visually_responsive_voxels,2
05,miniblock,sm_2_vox,0.06383526611190911,0.08829034613737509,visually_responsive_voxels,3
05,sus,unsmoothed,0.024126594583270104,0.02762667515570879,visually_responsive_voxels,1
05,sus,unsmoothed,0.05647523175214607,0.06446533228227001,visually_responsive_voxels,2
05,sus,unsmoothed,0.030592917365201894,0.03700120159729827,visually_responsive_voxels,3
05,sus,sm_2_vox,0.06596657530690858,0.07493612541122373,visually_responsive_voxels,1
05,sus,sm_2_vox,0.10566716285072943,0.12117687346737403,visually_responsive_voxels,2
05,sus,sm_2_vox,0.07588182578794928,0.08902742187866049,visually_responsive_voxels,3
05,er,unsmoothed,0.00688939790615126,0.006944919317516029,visually_responsive_voxels,1
05,er,unsmoothed,0.002734334421242251,0.003711532295376345,visually_responsive_voxels,2
05,er,unsmoothed,0.004014229973115142,0.004405598737578551,visually_responsive_voxels,3
05,er,sm_2_vox,0.023032305920597764,0.020663361636399254,visually_responsive_voxels,1
05,er,sm_2_vox,0.02253653553909562,0.027717892959038693,visually_responsive_voxels,2
05,er,sm_2_vox,0.04833220180581198,0.04910448823269984,visually_responsive_voxels,3
05,miniblock,unsmoothed,0.131259386163381,0.14711337063150418,FFA,1
05,miniblock,unsmoothed,0.0929736302973619,0.0958250938481851,FFA,2
05,miniblock,unsmoothed,0.18950880959064892,0.20898160813183533,FFA,3
05,miniblock,sm_2_vox,0.40621664115276934,0.3812076153419474,FFA,1
05,miniblock,sm_2_vox,0.4346500249967279,0.38779925209058286,FFA,2
05,miniblock,sm_2_vox,0.46659405711718743,0.4499451368461125,FFA,3
05,sus,unsmoothed,0.112654309763275,0.12617853229077267,FFA,1
05,sus,unsmoothed,0.13565310022974159,0.14538895327521684,FFA,2
05,sus,unsmoothed,0.12583263745480808,0.13934166194032951,FFA,3
05,sus,sm_2_vox,0.29796246872320803,0.2842518250051882,FFA,1
05,sus,sm_2_vox,0.3426650345222618,0.32701969789978363,FFA,2
05,sus,sm_2_vox,0.33831899073935323,0.31530947983550134,FFA,3
05,er,unsmoothed,0.06510142220045143,0.0808895467570553,FFA,1
05,er,unsmoothed,0.06770157525170234,0.07550819926212066,FFA,2
05,er,unsmoothed,0.09522121901520084,0.09346353162812462,FFA,3
05,er,sm_2_vox,0.22746784129794367,0.23795481943656813,FFA,1
05,er,sm_2_vox,0.23759699972678033,0.2315693785588934,FFA,2
05,er,sm_2_vox,0.2783329422930635,0.25375069061687555,FFA,3
05,miniblock,unsmoothed,0.07331427062925065,0.08321576883875242,PPA,1
05,miniblock,unsmoothed,0.004353885488942173,0.009941164262936912,PPA,2
05,miniblock,unsmoothed,0.06964101143607677,0.08641213509880842,PPA,3
05,miniblock,sm_2_vox,0.3087573569759168,0.26777775552394156,PPA,1
05,miniblock,sm_2_vox,0.20131470718372677,0.1864350680927246,PPA,2
05,miniblock,sm_2_vox,0.10402206595354882,0.1522033494743135,PPA,3
05,sus,unsmoothed,0.02976218630763895,0.03913961892413009,PPA,1
05,sus,unsmoothed,0.0996966342071488,0.0813961216994297,PPA,2
05,sus,unsmoothed,0.12488221669255387,0.12861294781507296,PPA,3
05,sus,sm_2_vox,0.13538103526625062,0.12312537916155974,PPA,1
05,sus,sm_2_vox,0.23423115980175394,0.21566312089533482,PPA,2
05,sus,sm_2_vox,0.29204964996099486,0.27376780610691137,PPA,3
05,er,unsmoothed,0.03761162196828968,0.04895184335464019,PPA,1
05,er,unsmoothed,0.04864893018821943,0.058663506985144526,PPA,2
05,er,unsmoothed,0.010620028146690313,0.00017198337913488767,PPA,3
05,er,sm_2_vox,0.07970383483883617,0.08004676442993507,PPA,1
05,er,sm_2_vox,0.1037776779655573,0.09282227241223345,PPA,2
05,er,sm_2_vox,0.04184124004959838,0.02899858530943325,PPA,3
05,miniblock,unsmoothed,0.0363285670166304,0.04867861529590136,EBA,1
05,miniblock,unsmoothed,-0.018328995475119306,-0.007445401549871593,EBA,2
05,miniblock,unsmoothed,0.11689376910589591,0.11968016946271715,EBA,3
05,miniblock,sm_2_vox,0.2841983475159602,0.28093380365600434,EBA,1
05,miniblock,sm_2_vox,0.2510694143144262,0.2452424745990754,EBA,2
05,miniblock,sm_2_vox,0.2644289376239293,0.25887856751845373,EBA,3
05,sus,unsmoothed,0.05877570897440847,0.06784019726743512,EBA,1
05,sus,unsmoothed,0.11085987597836541,0.12087468682893614,EBA,2
05,sus,unsmoothed,0.06209700142830901,0.07543973322260099,EBA,3
05,sus,sm_2_vox,0.16472468845168897,0.17065033962297316,EBA,1
05,sus,sm_2_vox,0.24513412240783522,0.23878650341011678,EBA,2
05,sus,sm_2_vox,0.21406746928426718,0.20501918685986073,EBA,3
05,er,unsmoothed,0.019138590981561513,0.01918092372192934,EBA,1
05,er,unsmoothed,0.024193862703646977,0.020268933918938033,EBA,2
05,er,unsmoothed,0.008752516982397512,0.011886142652226256,EBA,3
05,er,sm_2_vox,0.08064977144985913,0.07952675628643316,EBA,1
05,er,sm_2_vox,0.08786078966359813,0.08779487848186975,EBA,2
05,er,sm_2_vox,0.0939441806236347,0.09581809899539767,EBA,3
05,miniblock,unsmoothed,0.052164071640426246,0.06793771580312631,EVC,1
05,miniblock,unsmoothed,0.0356214646347296,0.050725080844385526,EVC,2
05,miniblock,unsmoothed,0.08827529042530019,0.09921914549898737,EVC,3
05,miniblock,sm_2_vox,0.1795518471335388,0.20507505192394854,EVC,1
05,miniblock,sm_2_vox,0.15421209201471234,0.1838178005005395,EVC,2
05,miniblock,sm_2_vox,0.15404167700336774,0.19220046756177783,EVC,3
05,sus,unsmoothed,0.054589182380466034,0.06284682173087515,EVC,1
05,sus,unsmoothed,0.09874767352267771,0.1110729729271713,EVC,2
05,sus,unsmoothed,0.06859383995207025,0.07947715940868826,EVC,3
05,sus,sm_2_vox,0.13876660808553645,0.1467805727050086,EVC,1
05,sus,sm_2_vox,0.19788467731033793,0.21343164024046943,EVC,2
05,sus,sm_2_vox,0.11724406247583449,0.14582607140001805,EVC,3
05,er,unsmoothed,0.013704648968068403,0.012532934956964384,EVC,1
05,er,unsmoothed,0.028167030181172836,0.02808501251952386,EVC,2
05,er,unsmoothed,0.012319280436443841,0.013329587179285809,EVC,3
05,er,sm_2_vox,0.035470212969082954,0.03330553632839165,EVC,1
05,er,sm_2_vox,0.04811806852684286,0.055525379384555845,EVC,2
05,er,sm_2_vox,0.08704317964593171,0.08661903692577562,EVC,3
06,miniblock,unsmoothed,0.003300410568982311,0.006796756008874291,visually_responsive_voxels,1
06,miniblock,unsmoothed,0.03188898444478961,0.0329017450716109,visually_responsive_voxels,2
06,miniblock,unsmoothed,0.012164618366374782,0.014188017699756776,visually_responsive_voxels,3
06,miniblock,sm_2_vox,-0.009895469966709907,0.002175707438994425,visually_responsive_voxels,1
06,miniblock,sm_2_vox,0.07968754192351334,0.08413005408698103,visually_responsive_voxels,2
06,miniblock,sm_2_vox,0.03747984492727542,0.047791345795674046,visually_responsive_voxels,3
06,sus,unsmoothed,0.020470704349020444,0.026316909139370015,visually_responsive_voxels,1
06,sus,unsmoothed,0.032812189541056525,0.03521051590157028,visually_responsive_voxels,2
06,sus,unsmoothed,0.03535681921688272,0.041064892919069,visually_responsive_voxels,3
06,sus,sm_2_vox,0.0557638725513306,0.07345899753150412,visually_responsive_voxels,1
06,sus,sm_2_vox,0.051867388139329125,0.06433017749150237,visually_responsive_voxels,2
06,sus,sm_2_vox,0.05041403585907643,0.07073708105647243,visually_responsive_voxels,3
06,er,unsmoothed,0.017993731627997625,0.015825468960113026,visually_responsive_voxels,1
06,er,unsmoothed,0.020033900212998716,0.02216313187465199,visually_responsive_voxels,2
06,er,unsmoothed,0.021571792747097352,0.022312540994377978,visually_responsive_voxels,3
06,er,sm_2_vox,0.053976006997660156,0.053714008800842296,visually_responsive_voxels,1
06,er,sm_2_vox,0.021316114416871274,0.023488836399366157,visually_responsive_voxels,2
06,er,sm_2_vox,0.027116543119439767,0.03034538766235988,visually_responsive_voxels,3
06,miniblock,unsmoothed,0.06323243310970611,0.07975556619166087,FFA,1
06,miniblock,unsmoothed,0.07452380176467141,0.08206135988851325,FFA,2
06,miniblock,unsmoothed,0.07594119874965177,0.09602670955859371,FFA,3
06,miniblock,sm_2_vox,0.2873474060526231,0.2856166180078348,FFA,1
06,miniblock,sm_2_vox,0.24272403374907242,0.27048160825209755,FFA,2
06,miniblock,sm_2_vox,0.2887856023945503,0.2788028839454801,FFA,3
06,sus,unsmoothed,0.09883787232590693,0.11154293913046469,FFA,1
06,sus,unsmoothed,0.11650202241647883,0.11735271406708772,FFA,2
06,sus,unsmoothed,0.1341672144935267,0.14219745548743756,FFA,3
06,sus,sm_2_vox,0.3426848940404632,0.3411023417160008,FFA,1
06,sus,sm_2_vox,0.3212212449833756,0.34104270314675345,FFA,2
06,sus,sm_2_vox,0.4135839216377941,0.39175817696717213,FFA,3
06,er,unsmoothed,0.05874006949285419,0.07064327295978268,FFA,1
06,er,unsmoothed,0.07238561681409492,0.06060787747900689,FFA,2
06,er,unsmoothed,0.07554841578771666,0.07172713807630035,FFA,3
06,er,sm_2_vox,0.15523891557059782,0.1550616015820051,FFA,1
06,er,sm_2_vox,0.22791779708918358,0.21833945656364753,FFA,2
06,er,sm_2_vox,0.1239970674104808,0.12790396051299138,FFA,3
06,miniblock,unsmoothed,0.03127419947429271,0.021295578479309046,PPA,1
06,miniblock,unsmoothed,0.046177926337874015,0.04201389810902351,PPA,2
06,miniblock,unsmoothed,0.03342669488847949,0.035705877535784435,PPA,3
06,miniblock,sm_2_vox,0.014428463533404405,0.006552969537866874,PPA,1
06,miniblock,sm_2_vox,0.11350092743514603,0.11104103307061143,PPA,2
06,miniblock,sm_2_vox,0.12055220476251485,0.12651416479463964,PPA,3
06,sus,unsmoothed,0.060613817359849394,0.06506036518125154,PPA,1
06,sus,unsmoothed,0.04380358204713007,0.055076723980641666,PPA,2
06,sus,unsmoothed,0.0540473775465907,0.056864343863363906,PPA,3
06,sus,sm_2_vox,0.1541655969966521,0.15277748771361901,PPA,1
06,sus,sm_2_vox,0.16031428446331297,0.17227050395862387,PPA,2
06,sus,sm_2_vox,0.10620137460689186,0.10910632426176517,PPA,3
06,er,unsmoothed,0.006446261871951443,0.012693369788988555,PPA,1
06,er,unsmoothed,-0.0008853655862423645,-0.00031605385110578346,PPA,2
06,er,unsmoothed,0.019234188847476692,0.015439064668335965,PPA,3
06,er,sm_2_vox,0.03894208319439741,0.06284388418744741,PPA,1
06,er,sm_2_vox,-0.06658828311612966,-0.058249078641159434,PPA,2
06,er,sm_2_vox,0.050310429588226596,0.04907422779517148,PPA,3
06,miniblock,unsmoothed,0.018432329079648934,0.02940966333187861,EBA,1
06,miniblock,unsmoothed,0.05893056184434634,0.0624178204425857,EBA,2
06,miniblock,unsmoothed,0.04073505531524987,0.04506781291739294,EBA,3
06,miniblock,sm_2_vox,0.056885022579281644,0.04871773406886651,EBA,1
06,miniblock,sm_2_vox,0.16268655352860206,0.17874038970071485,EBA,2
06,miniblock,sm_2_vox,0.1331799912128501,0.14561490151906922,EBA,3
06,sus,unsmoothed,0.054382453814963524,0.056793360908016254,EBA,1
06,sus,unsmoothed,0.07147568699370987,0.07599205027956533,EBA,2
06,sus,unsmoothed,0.09832915219333387,0.10433002742371854,EBA,3
06,sus,sm_2_vox,0.1869438870675107,0.18083388309093676,EBA,1
06,sus,sm_2_vox,0.1949828311591912,0.20641228996234215,EBA,2
06,sus,sm_2_vox,0.22628698938175668,0.24530409560100913,EBA,3
06,er,unsmoothed,0.019100416131891965,0.01640491718709737,EBA,1
06,er,unsmoothed,0.05372875283499061,0.052061782148244744,EBA,2
06,er,unsmoothed,0.024478975609993757,0.01917512693679879,EBA,3
06,er,sm_2_vox,0.03860545658861633,0.04827121586169625,EBA,1
06,er,sm_2_vox,0.10637146274935744,0.10365152420407087,EBA,2
06,er,sm_2_vox,0.0021479011519945296,0.012141705670694105,EBA,3
06,miniblock,unsmoothed,0.05099333169520605,0.06027454662639727,EVC,1
06,miniblock,unsmoothed,0.058061028039657916,0.06172322213315521,EVC,2
06,miniblock,unsmoothed,0.04532641856619862,0.057742223223816815,EVC,3
06,miniblock,sm_2_vox,0.06326617149992261,0.08138546381018698,EVC,1
06,miniblock,sm_2_vox,0.13179939860230933,0.13804994774476556,EVC,2
06,miniblock,sm_2_vox,0.11498477558284355,0.14160417730226893,EVC,3
06,sus,unsmoothed,0.06579352359440727,0.07844225949720672,EVC,1
06,sus,unsmoothed,0.07286410388509629,0.07737696946724569,EVC,2
06,sus,unsmoothed,0.0810358709390899,0.08940654914429222,EVC,3
06,sus,sm_2_vox,0.14170243958535828,0.16823452003147285,EVC,1
06,sus,sm_2_vox,0.1508860215344756,0.16285239896033574,EVC,2
06,sus,sm_2_vox,0.15850983671785912,0.18275652944861315,EVC,3
06,er,unsmoothed,0.037668468086756265,0.036303910734175784,EVC,1
06,er,unsmoothed,0.052716175556797744,0.05437738876431687,EVC,2
06,er,unsmoothed,0.02385409093410977,0.02297169923983928,EVC,3
06,er,sm_2_vox,0.12359025737364479,0.11074748615897571,EVC,1
06,er,sm_2_vox,0.11129011240533399,0.11539797681587048,EVC,2
06,er,sm_2_vox,0.030231580857316337,0.03469950272018212,EVC,3
07,miniblock,unsmoothed,0.02176687097344834,0.03089961057355876,visually_responsive_voxels,1
07,miniblock,unsmoothed,0.015452739035230048,0.021133991178140733,visually_responsive_voxels,2
07,miniblock,unsmoothed,0.031170591677748112,0.03705637537603158,visually_responsive_voxels,3
07,miniblock,sm_2_vox,0.07277494538745169,0.09604312952948509,visually_responsive_voxels,1
07,miniblock,sm_2_vox,0.08353771789131104,0.10176638678404017,visually_responsive_voxels,2
07,miniblock,sm_2_vox,0.09064685745618485,0.1090188412646849,visually_responsive_voxels,3
07,sus,unsmoothed,0.025338197033943535,0.03227772279841971,visually_responsive_voxels,1
07,sus,unsmoothed,0.03629532112287599,0.040474461342496194,visually_responsive_voxels,2
07,sus,unsmoothed,0.014074706578608744,0.024610303764854062,visually_responsive_voxels,3
07,sus,sm_2_vox,0.030562541794034767,0.05235035170604701,visually_responsive_voxels,1
07,sus,sm_2_vox,0.05666754162608747,0.06692721573795117,visually_responsive_voxels,2
07,sus,sm_2_vox,0.05380383373136036,0.07143545683971374,visually_responsive_voxels,3
07,er,unsmoothed,-0.002793199473941364,0.0008730750520258523,visually_responsive_voxels,1
07,er,unsmoothed,0.012074419749167072,0.01180341460946259,visually_responsive_voxels,2
07,er,unsmoothed,0.016189836119773995,0.016642597537171358,visually_responsive_voxels,3
07,er,sm_2_vox,0.03026062081914456,0.03236804545445466,visually_responsive_voxels,1
07,er,sm_2_vox,0.027650358266454875,0.029509990420607188,visually_responsive_voxels,2
07,er,sm_2_vox,0.042128875825626105,0.04774239203623046,visually_responsive_voxels,3
07,miniblock,unsmoothed,0.08425688954228377,0.08464145197466053,FFA,1
07,miniblock,unsmoothed,0.05032351175353549,0.07315520288601403,FFA,2
07,miniblock,unsmoothed,0.07423814410063057,0.09113741948297052,FFA,3
07,miniblock,sm_2_vox,0.3462213701710676,0.3526623263484241,FFA,1
07,miniblock,sm_2_vox,0.31111042376237685,0.3007131524162158,FFA,2
07,miniblock,sm_2_vox,0.36051663779851273,0.3340662430317517,FFA,3
07,sus,unsmoothed,0.09585718548198899,0.10140728468466066,FFA,1
07,sus,unsmoothed,0.07970393810407939,0.08708232396218588,FFA,2
07,sus,unsmoothed,0.0854729667717676,0.09193344201686278,FFA,3
07,sus,sm_2_vox,0.27383004150370294,0.2824917999644907,FFA,1
07,sus,sm_2_vox,0.2665962205256517,0.2501155709910058,FFA,2
07,sus,sm_2_vox,0.2865585267683215,0.3035600622164289,FFA,3
07,er,unsmoothed,0.05227902103149845,0.06036095774160318,FFA,1
07,er,unsmoothed,0.04288772347340701,0.03619950197641368,FFA,2
07,er,unsmoothed,0.06809728357787104,0.06572621930573846,FFA,3
07,er,sm_2_vox,0.21679666829457978,0.23350101720216893,FFA,1
07,er,sm_2_vox,0.13693274624008367,0.16057249067058563,FFA,2
07,er,sm_2_vox,0.26190454460848567,0.25809566891345526,FFA,3
07,miniblock,unsmoothed,0.0450119001029586,0.05556035458130322,PPA,1
07,miniblock,unsmoothed,0.04970138752476436,0.0621870334063141,PPA,2
07,miniblock,unsmoothed,0.05486688963603854,0.06762376197594813,PPA,3
07,miniblock,sm_2_vox,0.18703806479932783,0.1809336774310541,PPA,1
07,miniblock,sm_2_vox,0.1855865591642355,0.18131810674063378,PPA,2
07,miniblock,sm_2_vox,0.1977358172942969,0.2110275978659927,PPA,3
07,sus,unsmoothed,0.044387539468716763,0.03866632611904861,PPA,1
07,sus,unsmoothed,0.04058401708977692,0.04453794678027228,PPA,2
07,sus,unsmoothed,0.06428480490871791,0.06280922537214116,PPA,3
07,sus,sm_2_vox,0.12991440712971097,0.13177842971618828,PPA,1
07,sus,sm_2_vox,0.16192010472979124,0.16475687572770495,PPA,2
07,sus,sm_2_vox,0.1837898265172549,0.1868558685327844,PPA,3
07,er,unsmoothed,0.01693332473783213,0.02493154454686816,PPA,1
07,er,unsmoothed,0.011160298997658712,0.012289790029635742,PPA,2
07,er,unsmoothed,0.04989692750436556,0.037683642376060665,PPA,3
07,er,sm_2_vox,0.11055506624814579,0.11107879760527686,PPA,1
07,er,sm_2_vox,0.03039142094048773,0.03728538973767137,PPA,2
07,er,sm_2_vox,0.12099194653913165,0.11406660032462203,PPA,3
07,miniblock,unsmoothed,0.05136984863287962,0.05659507783741839,EBA,1
07,miniblock,unsmoothed,0.0256812967341264,0.028278046156853705,EBA,2
07,miniblock,unsmoothed,0.052123339888591524,0.05852192607817271,EBA,3
07,miniblock,sm_2_vox,0.1524748027522108,0.18373878314109612,EBA,1
07,miniblock,sm_2_vox,0.14840207769485883,0.17082435852463385,EBA,2
07,miniblock,sm_2_vox,0.14838437705430527,0.17227070905304442,EBA,3
07,sus,unsmoothed,0.06429172926655508,0.07003692928388577,EBA,1
07,sus,unsmoothed,0.058377043508300724,0.06813422514627769,EBA,2
07,sus,unsmoothed,0.03626627001534651,0.05247724924922389,EBA,3
07,sus,sm_2_vox,0.15438109149797485,0.16874657576897162,EBA,1
07,sus,sm_2_vox,0.1585747090911937,0.1778433650891548,EBA,2
07,sus,sm_2_vox,0.15675496727756613,0.16692052813294636,EBA,3
07,er,unsmoothed,0.008398958577501682,0.015904858234424998,EBA,1
07,er,unsmoothed,0.01582202248072974,0.016580542594198958,EBA,2
07,er,unsmoothed,0.030317372299425736,0.02937296636496601,EBA,3
07,er,sm_2_vox,0.05525882266638978,0.0681301529081241,EBA,1
07,er,sm_2_vox,0.046289172862277406,0.0543191869377147,EBA,2
07,er,sm_2_vox,0.09026786648510646,0.09735382239600464,EBA,3
07,miniblock,unsmoothed,0.06479400502033736,0.08941410445822016,EVC,1
07,miniblock,unsmoothed,0.07847502563604122,0.09208152298904611,EVC,2
07,miniblock,unsmoothed,0.06990862176227321,0.08460283298665397,EVC,3
07,miniblock,sm_2_vox,0.18201821441801827,0.2209218717471662,EVC,1
07,miniblock,sm_2_vox,0.22301932462586288,0.2469642658897081,EVC,2
07,miniblock,sm_2_vox,0.18699264140588254,0.21133552542968354,EVC,3
07,sus,unsmoothed,0.07531689107758063,0.09563633126743779,EVC,1
07,sus,unsmoothed,0.08566041566374842,0.10014676684353171,EVC,2
07,sus,unsmoothed,0.0783608994669833,0.10201892766205971,EVC,3
07,sus,sm_2_vox,0.13945128226416578,0.17379998056298726,EVC,1
07,sus,sm_2_vox,0.14715175391386642,0.16630274560561661,EVC,2
07,sus,sm_2_vox,0.17844064429620363,0.2032472489911494,EVC,3
07,er,unsmoothed,0.009072168218808057,0.013736162661191422,EVC,1
07,er,unsmoothed,0.038940931209392536,0.03904765409905213,EVC,2
07,er,unsmoothed,0.025406650630896532,0.02928667051506238,EVC,3
07,er,sm_2_vox,0.0642587562234414,0.07417828352443519,EVC,1
07,er,sm_2_vox,0.07990091888157122,0.07876706826285013,EVC,2
07,er,sm_2_vox,0.05456363287621317,0.06939592791045218,EVC,3
08,miniblock,unsmoothed,0.0349028107451021,0.049351260875637085,visually_responsive_voxels,1
08,miniblock,unsmoothed,0.02138322573188947,0.02946459213887509,visually_responsive_voxels,2
08,miniblock,unsmoothed,0.017219748954876074,0.02626480449131574,visually_responsive_voxels,3
08,miniblock,sm_2_vox,0.10112774289224732,0.1281189835923399,visually_responsive_voxels,1
08,miniblock,sm_2_vox,0.0589504028430233,0.09579722761811596,visually_responsive_voxels,2
08,miniblock,sm_2_vox,0.04403517243548393,0.0726763612657116,visually_responsive_voxels,3
08,sus,unsmoothed,0.03864405345059935,0.04686078721875292,visually_responsive_voxels,1
08,sus,unsmoothed,0.024216972657962466,0.028312465659047582,visually_responsive_voxels,2
08,sus,unsmoothed,0.036929786775703986,0.04807907063786601,visually_responsive_voxels,3
08,sus,sm_2_vox,0.09264535093387,0.11008966995383189,visually_responsive_voxels,1
08,sus,sm_2_vox,0.03263143856487272,0.04533029010673873,visually_responsive_voxels,2
08,sus,sm_2_vox,0.09456095270796115,0.12132719984381986,visually_responsive_voxels,3
08,er,unsmoothed,0.0013511904118275221,0.002791592398876758,visually_responsive_voxels,1
08,er,unsmoothed,0.04140481196218262,0.03987825169038514,visually_responsive_voxels,2
08,er,unsmoothed,-0.012435036134027334,-0.012410478360901544,visually_responsive_voxels,3
08,er,sm_2_vox,0.024121390763454126,0.02977745950937258,visually_responsive_voxels,1
08,er,sm_2_vox,0.04808288403193245,0.046430899286224354,visually_responsive_voxels,2
08,er,sm_2_vox,0.005571570348879409,0.0043285179026841085,visually_responsive_voxels,3
08,miniblock,unsmoothed,0.16011308066017613,0.16933081475975023,FFA,1
08,miniblock,unsmoothed,0.18507735864264419,0.17932913417551474,FFA,2
08,miniblock,unsmoothed,0.1958355293635725,0.189658849655321,FFA,3
08,miniblock,sm_2_vox,0.5465283050088829,0.5031377329708476,FFA,1
08,miniblock,sm_2_vox,0.46896284994855875,0.45633240667704283,FFA,2
08,miniblock,sm_2_vox,0.48297734474282694,0.48219981565483755,FFA,3
08,sus,unsmoothed,0.17402693891943158,0.1639534331754509,FFA,1
08,sus,unsmoothed,0.09371113103026163,0.09532062670606639,FFA,2
08,sus,unsmoothed,0.11952875184764714,0.13391713740338296,FFA,3
08,sus,sm_2_vox,0.4137708036771438,0.39657486021705085,FFA,1
08,sus,sm_2_vox,0.20253985926695783,0.21037208769477675,FFA,2
08,sus,sm_2_vox,0.4515014918836199,0.43723255655243043,FFA,3
08,er,unsmoothed,0.061611236092577654,0.053557723806255814,FFA,1
08,er,unsmoothed,0.10652377146194769,0.09474644357073223,FFA,2
08,er,unsmoothed,0.02606888778646651,0.022648000302659687,FFA,3
08,er,sm_2_vox,0.2198974565438248,0.20525088995207783,FFA,1
08,er,sm_2_vox,0.273870831052904,0.26274479423394725,FFA,2
08,er,sm_2_vox,0.20648166343216284,0.19586746681151385,FFA,3
08,miniblock,unsmoothed,0.05661323356674153,0.06672246523991983,PPA,1
08,miniblock,unsmoothed,0.05196693560622606,0.058119049074940456,PPA,2
08,miniblock,unsmoothed,0.04562326115714804,0.054869903047581235,PPA,3
08,miniblock,sm_2_vox,0.19410256537731915,0.18845970580845006,PPA,1
08,miniblock,sm_2_vox,0.21350745489726275,0.21775653004064763,PPA,2
08,miniblock,sm_2_vox,0.17570099325426045,0.17771220248793848,PPA,3
08,sus,unsmoothed,0.06002884908749612,0.06378803555501962,PPA,1
08,sus,unsmoothed,0.0579610042825429,0.05444941325994381,PPA,2
08,sus,unsmoothed,0.06248347263610185,0.07189999441416703,PPA,3
08,sus,sm_2_vox,0.20664316955021966,0.21746000244398203,PPA,1
08,sus,sm_2_vox,0.15506529916366749,0.160210956706041,PPA,2
08,sus,sm_2_vox,0.21673554733210398,0.20985759799008666,PPA,3
08,er,unsmoothed,0.021890179337785753,0.020333294788655882,PPA,1
08,er,unsmoothed,0.03497256956058402,0.032868934457988316,PPA,2
08,er,unsmoothed,0.0023234802620586466,-0.001165958020241293,PPA,3
08,er,sm_2_vox,0.06647464120821106,0.07294246035286471,PPA,1
08,er,sm_2_vox,-0.0047077858180302945,-0.004264510675133091,PPA,2
08,er,sm_2_vox,0.014960548010382949,0.01740700421139929,PPA,3
08,miniblock,unsmoothed,0.09623531184780494,0.11558069488395135,EBA,1
08,miniblock,unsmoothed,0.0938477806061653,0.09988743101035133,EBA,2
08,miniblock,unsmoothed,0.08057603028787767,0.0910557700567726,EBA,3
08,miniblock,sm_2_vox,0.3328998826163706,0.32641326959692896,EBA,1
08,miniblock,sm_2_vox,0.2919692676025042,0.2871537527735186,EBA,2
08,miniblock,sm_2_vox,0.22955689968562246,0.25210465839249224,EBA,3
08,sus,unsmoothed,0.08563195434788723,0.08994583357336475,EBA,1
08,sus,unsmoothed,0.051897945480553,0.05497615120460659,EBA,2
08,sus,unsmoothed,0.07561878747928424,0.09355989714627232,EBA,3
08,sus,sm_2_vox,0.2363426385622605,0.23870949504316719,EBA,1
08,sus,sm_2_vox,0.13988342219008562,0.14879059487286111,EBA,2
08,sus,sm_2_vox,0.2824036775658928,0.28624326173747217,EBA,3
08,er,unsmoothed,0.010878180858864097,0.011610632996066276,EBA,1
08,er,unsmoothed,0.056191096212401634,0.053909256492965525,EBA,2
08,er,unsmoothed,-0.0060636154097839165,-0.005265983278799748,EBA,3
08,er,sm_2_vox,0.09819141655853905,0.10713815627412002,EBA,1
08,er,sm_2_vox,0.11250854056253484,0.11894391160711974,EBA,2
08,er,sm_2_vox,0.0882362378393117,0.09052398349900051,EBA,3
08,miniblock,unsmoothed,0.09085683451597493,0.11942241127661903,EVC,1
08,miniblock,unsmoothed,0.08894264014619271,0.10446248373478895,EVC,2
08,miniblock,unsmoothed,0.061417368926703284,0.08050037345669303,EVC,3
08,miniblock,sm_2_vox,0.20909062502513065,0.23133498112722428,EVC,1
08,miniblock,sm_2_vox,0.23441482720941467,0.25020247833922027,EVC,2
08,miniblock,sm_2_vox,0.16316931987895883,0.1926483530902503,EVC,3
08,sus,unsmoothed,0.07589043505624823,0.0955978344400672,EVC,1
08,sus,unsmoothed,0.0549585539746527,0.06853482640102697,EVC,2
08,sus,unsmoothed,0.08659159957753931,0.11227328240456412,EVC,3
08,sus,sm_2_vox,0.2069450123751049,0.23287206464043927,EVC,1
08,sus,sm_2_vox,0.11687792190365573,0.14274377050590173,EVC,2
08,sus,sm_2_vox,0.21296761854784707,0.24326213217992482,EVC,3
08,er,unsmoothed,0.026210517180736526,0.025198652199644064,EVC,1
08,er,unsmoothed,0.04907972827665619,0.04851185150223515,EVC,2
08,er,unsmoothed,-0.017723605737847065,-0.014346830400792694,EVC,3
08,er,sm_2_vox,0.08497671313693794,0.08568573540301969,EVC,1
08,er,sm_2_vox,0.06754813416041616,0.06007394019622482,EVC,2
08,er,sm_2_vox,-0.00990690352541284,-0.008723181133299084,EVC,3
10,miniblock,unsmoothed,0.0519365904662914,0.05481120000285442,visually_responsive_voxels,1
10,miniblock,unsmoothed,0.03758605276161284,0.043182500128168044,visually_responsive_voxels,2
10,miniblock,unsmoothed,0.028898444778895017,0.034720086259311896,visually_responsive_voxels,3
10,miniblock,sm_2_vox,0.044430173652204696,0.06143289450793972,visually_responsive_voxels,1
