subject,runtype,smoothing,split,median_reliability,mean_reliability,maximum_reliability,ROI
03,er,sm_2_vox,8,0.07953926994019409,0.09395266086172445,0.7253359172604106,EVC
03,er,sm_2_vox,9,0.0678773322924959,0.07050866523042885,0.6488482585042469,EVC
03,er,sm_2_vox,10,0.08235509823930971,0.08182877396582705,0.6944181709956313,EVC
03,sus,unsmoothed,1,0.02422387478126593,0.04205833378850179,0.7843966616462938,EVC
03,sus,unsmoothed,2,0.050614140266225856,0.06595795415538423,0.7665203574191413,EVC
03,sus,unsmoothed,3,0.04642872510745087,0.06347013634136256,0.8066116334042019,EVC
03,sus,unsmoothed,4,0.03179205403135826,0.046441118749853086,0.7456100157070465,EVC
03,sus,unsmoothed,5,0.04783864967374519,0.0685441387723635,0.8034795843801756,EVC
03,sus,unsmoothed,6,0.03911135256884257,0.05752340599796635,0.7972510845265767,EVC
03,sus,unsmoothed,7,0.04220458442906804,0.06265860557064674,0.8001826049142864,EVC
03,sus,unsmoothed,8,0.04000802478958311,0.054980837735716444,0.7614386244662181,EVC
03,sus,unsmoothed,9,0.042369123578734014,0.057023353960289964,0.7457716973478223,EVC
03,sus,unsmoothed,10,0.039944936614735436,0.06387662719098698,0.8560050357567695,EVC
03,sus,sm_2_vox,1,0.13019972355110793,0.16208274895956146,0.8773565466308906,EVC
03,sus,sm_2_vox,2,0.13348176343521653,0.1587199911569211,0.847571207578456,EVC
03,sus,sm_2_vox,3,0.16968756320928008,0.19642362667229943,0.8587206701404557,EVC
03,sus,sm_2_vox,4,0.09814328628439266,0.1287684091153386,0.7794652689414014,EVC
03,sus,sm_2_vox,5,0.17196514019095885,0.2120535987544051,0.8408096707607251,EVC
03,sus,sm_2_vox,6,0.13934408316178837,0.17538424589750254,0.8468177798633179,EVC
03,sus,sm_2_vox,7,0.13854566109914979,0.17170751138843274,0.8543357104249611,EVC
03,sus,sm_2_vox,8,0.1396673141670624,0.1722942096689096,0.8139485585295445,EVC
03,sus,sm_2_vox,9,0.13558347561690076,0.1679053185355012,0.816911486881232,EVC
03,sus,sm_2_vox,10,0.14002039311723552,0.17355994115743856,0.8567652588721288,EVC
03,miniblock,unsmoothed,1,0.041704962866425874,0.05886983201026721,0.8379800680385076,EVC
03,miniblock,unsmoothed,2,0.05834886869534346,0.0691570529445994,0.832600459550324,EVC
03,miniblock,unsmoothed,3,0.062498648626084924,0.07644611836136653,0.8068346095417612,EVC
03,miniblock,unsmoothed,4,0.05896102165638234,0.07435275066496512,0.8140636817198221,EVC
03,miniblock,unsmoothed,5,0.0780247833900838,0.09191602868236973,0.8436604264049696,EVC
03,miniblock,unsmoothed,6,0.05694129620651918,0.07191295210122696,0.8798381664893757,EVC
03,miniblock,unsmoothed,7,0.060372316353176206,0.07806784086279361,0.833938676417375,EVC
03,miniblock,unsmoothed,8,0.04861567408535638,0.06783217521700015,0.8078182917249248,EVC
03,miniblock,unsmoothed,9,0.03886934729861991,0.05508267680501604,0.8509118986744145,EVC
03,miniblock,unsmoothed,10,0.07693953640930151,0.09235647872335376,0.834112039246869,EVC
03,miniblock,sm_2_vox,1,0.17261398480690215,0.19985402900809224,0.9078457679371686,EVC
03,miniblock,sm_2_vox,2,0.2086290134650344,0.22745282217228058,0.8983523298019962,EVC
03,miniblock,sm_2_vox,3,0.18232440156540092,0.20547660251168678,0.9188202857985858,EVC
03,miniblock,sm_2_vox,4,0.1799455258198782,0.20715842900225068,0.888898195692229,EVC
03,miniblock,sm_2_vox,5,0.2115315931456877,0.23167000980762578,0.9120501947850262,EVC
03,miniblock,sm_2_vox,6,0.1788343693148097,0.2149002902622273,0.9093525574146555,EVC
03,miniblock,sm_2_vox,7,0.21246222179305627,0.23454397167245494,0.931859111206604,EVC
03,miniblock,sm_2_vox,8,0.1800007131476874,0.20001906660008034,0.9107912866045595,EVC
03,miniblock,sm_2_vox,9,0.16799007837717694,0.19921894884253843,0.898196976760253,EVC
03,miniblock,sm_2_vox,10,0.18468192451381787,0.21821325465832578,0.9041036693207941,EVC
04,er,unsmoothed,1,0.0013497153166949823,0.0017040348997320518,0.570753689871656,visually_responsive_voxels
04,er,unsmoothed,2,-9.931975973644785e-05,0.0011879525311661587,0.5858792614526763,visually_responsive_voxels
04,er,unsmoothed,3,0.0044889571630299125,0.006384609072391634,0.6209339555007665,visually_responsive_voxels
04,er,unsmoothed,4,0.01540747311203014,0.01578790782029578,0.6347961847244692,visually_responsive_voxels
04,er,unsmoothed,5,0.015910588990835344,0.01647049207702193,0.5433027178910524,visually_responsive_voxels
04,er,unsmoothed,6,0.01460761062897863,0.015202004161591731,0.5875087691045542,visually_responsive_voxels
04,er,unsmoothed,7,0.009847991684948296,0.010089229708317864,0.6595050550908151,visually_responsive_voxels
04,er,unsmoothed,8,0.016092759647204826,0.015386973728647294,0.6152117856946635,visually_responsive_voxels
04,er,unsmoothed,9,-0.005431046137566833,-0.0038180806158287068,0.5947294091326145,visually_responsive_voxels
04,er,unsmoothed,10,0.006199103028507921,0.005521165135843938,0.6244227061518216,visually_responsive_voxels
04,er,sm_2_vox,1,0.032506635330880974,0.03723557841074168,0.697944917172955,visually_responsive_voxels
04,er,sm_2_vox,2,0.05007244009042604,0.05440605883830856,0.7241318408108329,visually_responsive_voxels
04,er,sm_2_vox,3,0.024597427294269697,0.028512571742383388,0.6988184163314287,visually_responsive_voxels
04,er,sm_2_vox,4,0.029139627005306083,0.035522749692090294,0.6911218265655865,visually_responsive_voxels
04,er,sm_2_vox,5,0.046552029890312194,0.05150135104097075,0.6726996251210454,visually_responsive_voxels
04,er,sm_2_vox,6,0.04423779545974345,0.04605583855333373,0.7393743104059869,visually_responsive_voxels
04,er,sm_2_vox,7,0.061903110824391414,0.0668708759402381,0.705409895456466,visually_responsive_voxels
04,er,sm_2_vox,8,0.03351136155437357,0.03491661143824929,0.6369942071097381,visually_responsive_voxels
04,er,sm_2_vox,9,0.0025297360336527814,0.005095107521637688,0.6791140839722487,visually_responsive_voxels
04,er,sm_2_vox,10,0.05703337293882634,0.057503094476451404,0.7019073620234091,visually_responsive_voxels
04,sus,unsmoothed,1,0.035244213906654914,0.047134002258728616,0.7724268839095898,visually_responsive_voxels
04,sus,unsmoothed,2,0.06914780312512889,0.07613580957580235,0.7446508964042962,visually_responsive_voxels
04,sus,unsmoothed,3,0.06301217643683446,0.07438547118979295,0.7594345257318043,visually_responsive_voxels
04,sus,unsmoothed,4,0.05565193456748231,0.05977349144680854,0.7507152175533414,visually_responsive_voxels
04,sus,unsmoothed,5,0.0582164357313307,0.07260665490051946,0.8221003584130118,visually_responsive_voxels
04,sus,unsmoothed,6,0.025554889203281257,0.031529300741003206,0.7977084500634923,visually_responsive_voxels
04,sus,unsmoothed,7,0.04228710738938499,0.04940355791122148,0.7638060969091477,visually_responsive_voxels
04,sus,unsmoothed,8,0.037750964309330566,0.042104926178130386,0.7647537080020177,visually_responsive_voxels
04,sus,unsmoothed,9,0.03520423647375583,0.04711640697426559,0.822934135625075,visually_responsive_voxels
04,sus,unsmoothed,10,0.04252543340016861,0.04873932937009739,0.7791898408337465,visually_responsive_voxels
04,sus,sm_2_vox,1,0.06750123668046204,0.08780294397544866,0.7980960876547435,visually_responsive_voxels
04,sus,sm_2_vox,2,0.1131236051733642,0.12462298281939832,0.8412873970276835,visually_responsive_voxels
04,sus,sm_2_vox,3,0.10570501230015193,0.11696107508248418,0.759240890937569,visually_responsive_voxels
04,sus,sm_2_vox,4,0.07132064854168763,0.07660285938413264,0.7469778638520276,visually_responsive_voxels
