,subject,ROI,runtype,component,value
1425,04,FFA,sus,22,0.5297964136406949
1426,04,FFA,sus,23,0.5329785679770918
1427,04,FFA,sus,24,0.5352962149478327
1428,04,FFA,sus,25,0.5374681616039587
1429,04,FFA,sus,26,0.5400774602207589
1430,04,FFA,sus,27,0.5423564180235311
1431,04,FFA,sus,28,0.5442171099781827
1432,04,FFA,sus,29,0.546733164390811
1433,04,FFA,sus,30,0.549025754752128
1434,04,FFA,sus,31,0.5513330227489813
1435,04,FFA,sus,32,0.5541054609655368
1436,04,FFA,sus,33,0.557323664324186
1437,04,FFA,sus,34,0.5597238794589262
1438,04,FFA,sus,35,0.5632498231696185
1439,04,FFA,sus,36,0.566217446568453
1440,04,FFA,sus,37,0.5677709874924638
1441,04,FFA,sus,38,0.5699130226344636
1442,04,FFA,sus,39,0.5719379274159735
1443,04,PPA,sus,1,0.6751567398386854
1444,04,PPA,sus,2,0.7013382811372285
1445,04,PPA,sus,3,0.7115305449193133
1446,04,PPA,sus,4,0.7235521724156468
1447,04,PPA,sus,5,0.7323833258042942
1448,04,PPA,sus,6,0.738750815939139
1449,04,PPA,sus,7,0.7458043913818996
1450,04,PPA,sus,8,0.7498255286177598
1451,04,PPA,sus,9,0.7538326670383597
1452,04,PPA,sus,10,0.757056395508967
1453,04,PPA,sus,11,0.7616017923431002
1454,04,PPA,sus,12,0.7646629750189917
1455,04,PPA,sus,13,0.7671106702050464
1456,04,PPA,sus,14,0.7690031491330628
1457,04,PPA,sus,15,0.7708638306691938
1458,04,PPA,sus,16,0.7728174612897464
1459,04,PPA,sus,17,0.7749863217159403
1460,04,PPA,sus,18,0.7765978629208695
1461,04,PPA,sus,19,0.7785533024441292
1462,04,PPA,sus,20,0.7800719868677092
1463,04,PPA,sus,21,0.7816823302179411
1464,04,PPA,sus,22,0.7831567407460467
1465,04,PPA,sus,23,0.7840787529410328
1466,04,PPA,sus,24,0.7851783689457674
1467,04,PPA,sus,25,0.7860790867212447
1468,04,PPA,sus,26,0.7869352822365383
1469,04,PPA,sus,27,0.7878125417165641
1470,04,PPA,sus,28,0.7887508154183432
1471,04,PPA,sus,29,0.7895547841281839
1472,04,PPA,sus,30,0.7903643850951285
1473,04,PPA,sus,31,0.791432660718851
1474,04,PPA,sus,32,0.7924789754082404
1475,04,PPA,sus,33,0.7934186886098953
1476,04,PPA,sus,34,0.7943303119277069
1477,04,PPA,sus,35,0.7949861084237382
1478,04,PPA,sus,36,0.7957327639651056
1479,04,PPA,sus,37,0.7966058672280694
1480,04,PPA,sus,38,0.7973302323574831
1481,04,PPA,sus,39,0.7982370645251805
1482,04,EBA,sus,1,0.28803027872853176
1483,04,EBA,sus,2,0.3555395731962185
1484,04,EBA,sus,3,0.39288713056151453
1485,04,EBA,sus,4,0.43090683553887077
1486,04,EBA,sus,5,0.4436511346734924
1487,04,EBA,sus,6,0.4550946164085706
1488,04,EBA,sus,7,0.4750382478566712
1489,04,EBA,sus,8,0.48109071355990435
1490,04,EBA,sus,9,0.49201501075360365
1491,04,EBA,sus,10,0.500833480674241
1492,04,EBA,sus,11,0.5099403201233828
1493,04,EBA,sus,12,0.5166595921707352
1494,04,EBA,sus,13,0.5201066256912307
1495,04,EBA,sus,14,0.5233961558938144
1496,04,EBA,sus,15,0.5297199060814052
1497,04,EBA,sus,16,0.5336390135843084
1498,04,EBA,sus,17,0.5375136570178504
1499,04,EBA,sus,18,0.5408126709043773
1500,04,EBA,sus,19,0.5448896493944141
1501,04,EBA,sus,20,0.5479287404753324
1502,04,EBA,sus,21,0.5504375076198788
1503,04,EBA,sus,22,0.5532796142311999
1504,04,EBA,sus,23,0.555559590362129
1505,04,EBA,sus,24,0.5605906958443073
1506,04,EBA,sus,25,0.5641437704622253
1507,04,EBA,sus,26,0.566499088361215
1508,04,EBA,sus,27,0.5681430194821586
1509,04,EBA,sus,28,0.5699592502712653
1510,04,EBA,sus,29,0.5723008547822667
1511,04,EBA,sus,30,0.5743682923952497
1512,04,EBA,sus,31,0.5761259940066499
1513,04,EBA,sus,32,0.5788225046632668
1514,04,EBA,sus,33,0.580584223639676
1515,04,EBA,sus,34,0.5822259301849718
1516,04,EBA,sus,35,0.5841668341278693
1517,04,EBA,sus,36,0.5857162724776875
1518,04,EBA,sus,37,0.5869718275769219
1519,04,EBA,sus,38,0.5883296718170095
1520,04,EBA,sus,39,0.5898894463224065
1521,04,EVC,sus,1,0.6649986192026401
1522,04,EVC,sus,2,0.6970468766127799
1523,04,EVC,sus,3,0.7120897646832796
1524,04,EVC,sus,4,0.7209702638979053
1525,04,EVC,sus,5,0.7281159323446916
1526,04,EVC,sus,6,0.7336854725030286
1527,04,EVC,sus,7,0.7427518903349904
1528,04,EVC,sus,8,0.7490253084104328
1529,04,EVC,sus,9,0.7537654181315584
1530,04,EVC,sus,10,0.7600969896545947
1531,04,EVC,sus,11,0.7633409819200075
1532,04,EVC,sus,12,0.7681298846201
1533,04,EVC,sus,13,0.7716068616776318
1534,04,EVC,sus,14,0.7734434123668823
1535,04,EVC,sus,15,0.7752792363002801
1536,04,EVC,sus,16,0.7785505891173065
1537,04,EVC,sus,17,0.7801519372581645
1538,04,EVC,sus,18,0.7826073879533743
1539,04,EVC,sus,19,0.7845389365659852
1540,04,EVC,sus,20,0.7864391003356901
1541,04,EVC,sus,21,0.7878615440480953
1542,04,EVC,sus,22,0.7897115804108656
1543,04,EVC,sus,23,0.7908907336252121
1544,04,EVC,sus,24,0.7921437000662883
1545,04,EVC,sus,25,0.7932867812325991
1546,04,EVC,sus,26,0.7944728809734456
1547,04,EVC,sus,27,0.795695279667655
1548,04,EVC,sus,28,0.7965946587354251
1549,04,EVC,sus,29,0.7979333232862769
1550,04,EVC,sus,30,0.799279733400731
1551,04,EVC,sus,31,0.8001794703769386
1552,04,EVC,sus,32,0.8009182314652223
1553,04,EVC,sus,33,0.8016689069133326
1554,04,EVC,sus,34,0.8026156307266227
1555,04,EVC,sus,35,0.8031799308711753
1556,04,EVC,sus,36,0.804110800142482
1557,04,EVC,sus,37,0.8046793659155774
1558,04,EVC,sus,38,0.8051203571876036
1559,04,EVC,sus,39,0.8060373561148481
1560,04,FFA,miniblock,1,0.38215028302408155
1561,04,FFA,miniblock,2,0.41659786745045874
1562,04,FFA,miniblock,3,0.44951524129503034
1563,04,FFA,miniblock,4,0.4650044223475716
1564,04,FFA,miniblock,5,0.4821280235346254
1565,04,FFA,miniblock,6,0.49438185172258026
1566,04,FFA,miniblock,7,0.5053447579870679
1567,04,FFA,miniblock,8,0.5247314738716287
1568,04,FFA,miniblock,9,0.5334441631818736
1569,04,FFA,miniblock,10,0.541715984408453
1570,04,FFA,miniblock,11,0.5500739614220138
1571,04,FFA,miniblock,12,0.5560148095697834
1572,04,FFA,miniblock,13,0.5633384942855583
1573,04,FFA,miniblock,14,0.5686034875550072
1574,04,FFA,miniblock,15,0.5737825584637845
1575,04,FFA,miniblock,16,0.5782842576617163
1576,04,FFA,miniblock,17,0.5829669072456009
1577,04,FFA,miniblock,18,0.5863656784846332
1578,04,FFA,miniblock,19,0.5893474820476164
1579,04,FFA,miniblock,20,0.5940869010958943
1580,04,FFA,miniblock,21,0.5981129229524694
1581,04,FFA,miniblock,22,0.6029332727903557
1582,04,FFA,miniblock,23,0.6071922002049035
1583,04,FFA,miniblock,24,0.6098996517708182
1584,04,FFA,miniblock,25,0.6129101053817885
1585,04,FFA,miniblock,26,0.6166071379209188
1586,04,FFA,miniblock,27,0.6202718012360717
1587,04,FFA,miniblock,28,0.6227682340761483
1588,04,FFA,miniblock,29,0.6246936742543775
1589,04,FFA,miniblock,30,0.6265806270163724
1590,04,FFA,miniblock,31,0.6287005029481697
1591,04,FFA,miniblock,32,0.6306711508083532
1592,04,FFA,miniblock,33,0.6332030688359936
1593,04,FFA,miniblock,34,0.635278946481919
1594,04,FFA,miniblock,35,0.6373247608300033
1595,04,FFA,miniblock,36,0.639234980005332
1596,04,FFA,miniblock,37,0.6418552606014111
1597,04,FFA,miniblock,38,0.6436537488337366
1598,04,FFA,miniblock,39,0.6452987256154367
1599,04,PPA,miniblock,1,0.6204957152366141
1600,04,PPA,miniblock,2,0.6451588821330967
1601,04,PPA,miniblock,3,0.6627662523360254
1602,04,PPA,miniblock,4,0.6784008300243233
1603,04,PPA,miniblock,5,0.6929522073604232
1604,04,PPA,miniblock,6,0.7038450309294317
1605,04,PPA,miniblock,7,0.711853822608068
1606,04,PPA,miniblock,8,0.7188548930268936
1607,04,PPA,miniblock,9,0.7236016741528005
1608,04,PPA,miniblock,10,0.7284976903949513
1609,04,PPA,miniblock,11,0.7320742576947094
1610,04,PPA,miniblock,12,0.7348773646727652
1611,04,PPA,miniblock,13,0.7373534980923359
1612,04,PPA,miniblock,14,0.7405535801528652
1613,04,PPA,miniblock,15,0.7430681593334084
1614,04,PPA,miniblock,16,0.7451818449685073
1615,04,PPA,miniblock,17,0.74669532633288
1616,04,PPA,miniblock,18,0.7482934922262503
1617,04,PPA,miniblock,19,0.7505152039190562
1618,04,PPA,miniblock,20,0.7522136806191035
1619,04,PPA,miniblock,21,0.7534024871964619
1620,04,PPA,miniblock,22,0.7550569217103323
1621,04,PPA,miniblock,23,0.7566814098115607
1622,04,PPA,miniblock,24,0.7581378927332482
1623,04,PPA,miniblock,25,0.7596204436685611
1624,04,PPA,miniblock,26,0.7609547102579165
1625,04,PPA,miniblock,27,0.7619802310609906
1626,04,PPA,miniblock,28,0.7632198838460645
1627,04,PPA,miniblock,29,0.7640942528437158
1628,04,PPA,miniblock,30,0.765569293239242
1629,04,PPA,miniblock,31,0.7663560105586699
1630,04,PPA,miniblock,32,0.7671988079947981
1631,04,PPA,miniblock,33,0.7681171025389949
1632,04,PPA,miniblock,34,0.7688716580173915
1633,04,PPA,miniblock,35,0.7698945177557421
1634,04,PPA,miniblock,36,0.7706500781980242
1635,04,PPA,miniblock,37,0.7716235067703577
1636,04,PPA,miniblock,38,0.772688274956589
1637,04,PPA,miniblock,39,0.7731790130280736
1638,04,EBA,miniblock,1,0.3557928699857671
1639,04,EBA,miniblock,2,0.40704961492365355
1640,04,EBA,miniblock,3,0.4518040185793633
1641,04,EBA,miniblock,4,0.47248952067064387
1642,04,EBA,miniblock,5,0.5015836062078153
1643,04,EBA,miniblock,6,0.5230329689503345
1644,04,EBA,miniblock,7,0.5330947066025701
1645,04,EBA,miniblock,8,0.5412558728987982
1646,04,EBA,miniblock,9,0.5505427534680051
1647,04,EBA,miniblock,10,0.5587980590662306
1648,04,EBA,miniblock,11,0.5667115720132981
1649,04,EBA,miniblock,12,0.5738716378224628
1650,04,EBA,miniblock,13,0.5791017040015297
1651,04,EBA,miniblock,14,0.5847080257032663
1652,04,EBA,miniblock,15,0.5894540099962405
1653,04,EBA,miniblock,16,0.5933024192408735
1654,04,EBA,miniblock,17,0.5988900174528444
1655,04,EBA,miniblock,18,0.6019426261246751
1656,04,EBA,miniblock,19,0.6047725875572747
1657,04,EBA,miniblock,20,0.6075778623354289
1658,04,EBA,miniblock,21,0.6104847122728886
1659,04,EBA,miniblock,22,0.6134115649729851
1660,04,EBA,miniblock,23,0.6157673513416522
1661,04,EBA,miniblock,24,0.6187358519677327
1662,04,EBA,miniblock,25,0.6209677385754497
1663,04,EBA,miniblock,26,0.6232659395595342
1664,04,EBA,miniblock,27,0.6254460486234903
1665,04,EBA,miniblock,28,0.628062353962794
1666,04,EBA,miniblock,29,0.6297282658101598
1667,04,EBA,miniblock,30,0.6309834788487564
1668,04,EBA,miniblock,31,0.6325599621296542
1669,04,EBA,miniblock,32,0.6340920394086255
1670,04,EBA,miniblock,33,0.6353793038754133
1671,04,EBA,miniblock,34,0.6372214282959486
1672,04,EBA,miniblock,35,0.6385231809709335
1673,04,EBA,miniblock,36,0.6400262820770083
1674,04,EBA,miniblock,37,0.6414207716565673
1675,04,EBA,miniblock,38,0.6429736794202151
1676,04,EBA,miniblock,39,0.644374552731919
1677,04,EVC,miniblock,1,0.7061749480911086
1678,04,EVC,miniblock,2,0.7253545636571893
1679,04,EVC,miniblock,3,0.7373369275750864
1680,04,EVC,miniblock,4,0.7510563317120443
1681,04,EVC,miniblock,5,0.7568811900522315
1682,04,EVC,miniblock,6,0.7637312648772411
1683,04,EVC,miniblock,7,0.7701115836083531
1684,04,EVC,miniblock,8,0.7770590176467028
1685,04,EVC,miniblock,9,0.7811099550583425
1686,04,EVC,miniblock,10,0.7850236760728236
1687,04,EVC,miniblock,11,0.7888829978675042
1688,04,EVC,miniblock,12,0.7912786859884561
1689,04,EVC,miniblock,13,0.7941954360673505
1690,04,EVC,miniblock,14,0.7967611494731969
1691,04,EVC,miniblock,15,0.7985541642975432
1692,04,EVC,miniblock,16,0.8005837078824575
1693,04,EVC,miniblock,17,0.8028462402602491
1694,04,EVC,miniblock,18,0.8042658298957837
1695,04,EVC,miniblock,19,0.8061059078436165
1696,04,EVC,miniblock,20,0.8071287811132329
1697,04,EVC,miniblock,21,0.8087706713504405
1698,04,EVC,miniblock,22,0.8103080534862226
1699,04,EVC,miniblock,23,0.8122135313287081
1700,04,EVC,miniblock,24,0.8133322958504636
1701,04,EVC,miniblock,25,0.8144122448215555
1702,04,EVC,miniblock,26,0.8154830531801912
1703,04,EVC,miniblock,27,0.8164177547291657
1704,04,EVC,miniblock,28,0.8172114371861889
1705,04,EVC,miniblock,29,0.8186319916210777
1706,04,EVC,miniblock,30,0.8194053956906001
1707,04,EVC,miniblock,31,0.8206106461601003
1708,04,EVC,miniblock,32,0.8212847010202892
1709,04,EVC,miniblock,33,0.8220487960477728
1710,04,EVC,miniblock,34,0.8226069346764331
1711,04,EVC,miniblock,35,0.8232456717535003
1712,04,EVC,miniblock,36,0.8237995120298033
1713,04,EVC,miniblock,37,0.8241736950185968
1714,04,EVC,miniblock,38,0.8247147536797419
1715,04,EVC,miniblock,39,0.8252765672722949
1716,04,FFA,er,1,0.24465172184983067
1717,04,FFA,er,2,0.27535067766333726
1718,04,FFA,er,3,0.3086905438507879
1719,04,FFA,er,4,0.33241834445957885
1720,04,FFA,er,5,0.3575012499639713
1721,04,FFA,er,6,0.37943092898898084
1722,04,FFA,er,7,0.3935368435544033
1723,04,FFA,er,8,0.40844255639593946
1724,04,FFA,er,9,0.42105168116429276
1725,04,FFA,er,10,0.43446790700160065
1726,04,FFA,er,11,0.4489753174604865
1727,04,FFA,er,12,0.4588377967994191
1728,04,FFA,er,13,0.46639669348946283
1729,04,FFA,er,14,0.47512238453262556
1730,04,FFA,er,15,0.48330772419649026
1731,04,FFA,er,16,0.4907901518813098
1732,04,FFA,er,17,0.4998206273270073
1733,04,FFA,er,18,0.5084827267847508
1734,04,FFA,er,19,0.5163140121589741
1735,04,FFA,er,20,0.5232493155280115
1736,04,FFA,er,21,0.5305908349415861
1737,04,FFA,er,22,0.5347185247384724
1738,04,FFA,er,23,0.5394402860506751
1739,04,FFA,er,24,0.5447605273230693
1740,04,FFA,er,25,0.549049018217156
1741,04,FFA,er,26,0.5528754036452165
1742,04,FFA,er,27,0.5574415451465635
1743,04,FFA,er,28,0.5611501821500381
1744,04,FFA,er,29,0.5640696138655547
1745,04,FFA,er,30,0.5674732621388253
1746,04,FFA,er,31,0.5721662306977476
1747,04,FFA,er,32,0.5763592690352694
1748,04,FFA,er,33,0.5791775649272719
1749,04,FFA,er,34,0.5822536990730168
1750,04,FFA,er,35,0.5859520623272951
1751,04,FFA,er,36,0.5900297880100013
1752,04,FFA,er,37,0.592630051720115
1753,04,FFA,er,38,0.595352590771882
1754,04,FFA,er,39,0.5990117245530981
1755,04,PPA,er,1,0.31408426985142324
1756,04,PPA,er,2,0.34092819793713613
1757,04,PPA,er,3,0.3556236551213627
1758,04,PPA,er,4,0.36785759695558456
1759,04,PPA,er,5,0.37987178612572564
1760,04,PPA,er,6,0.39369589430341295
1761,04,PPA,er,7,0.4003570873099684
1762,04,PPA,er,8,0.41171236284508644
1763,04,PPA,er,9,0.41822536257148757
1764,04,PPA,er,10,0.42507671833190325
1765,04,PPA,er,11,0.4307578952183371
1766,04,PPA,er,12,0.4382641086764787
1767,04,PPA,er,13,0.4421379861383665
1768,04,PPA,er,14,0.44667700347333383
1769,04,PPA,er,15,0.45057171787264955
1770,04,PPA,er,16,0.4546972371534242
1771,04,PPA,er,17,0.45939111097253954
1772,04,PPA,er,18,0.4627420439873722
1773,04,PPA,er,19,0.46558715175640436
1774,04,PPA,er,20,0.4690104884373288
1775,04,PPA,er,21,0.47217889457516904
1776,04,PPA,er,22,0.47591196222871246
1777,04,PPA,er,23,0.478124417944313
1778,04,PPA,er,24,0.4812211885695774
1779,04,PPA,er,25,0.4834838509026868
1780,04,PPA,er,26,0.48572981154283745
1781,04,PPA,er,27,0.48830420219231546
1782,04,PPA,er,28,0.49113319518941995
1783,04,PPA,er,29,0.49352704012396215
1784,04,PPA,er,30,0.49532958297731255
1785,04,PPA,er,31,0.4972098700225745
1786,04,PPA,er,32,0.49928821185226807
1787,04,PPA,er,33,0.5010936671531709
1788,04,PPA,er,34,0.5034430234532477
1789,04,PPA,er,35,0.506262065807347
1790,04,PPA,er,36,0.5079226296263385
1791,04,PPA,er,37,0.5099640680788743
1792,04,PPA,er,38,0.5116818440709858
1793,04,PPA,er,39,0.5129438016769097
1794,04,EBA,er,1,0.19666600380221724
1795,04,EBA,er,2,0.2648110350780907
1796,04,EBA,er,3,0.3112517297298701
1797,04,EBA,er,4,0.3456355770384105
1798,04,EBA,er,5,0.3719113293006462
1799,04,EBA,er,6,0.385256952323787
1800,04,EBA,er,7,0.3997524922862188
1801,04,EBA,er,8,0.40854060411804677
1802,04,EBA,er,9,0.41786707522062594
1803,04,EBA,er,10,0.42552897429407405
1804,04,EBA,er,11,0.43527247668480573
1805,04,EBA,er,12,0.4416541644797061
1806,04,EBA,er,13,0.4486290454796891
1807,04,EBA,er,14,0.4552718011337568
1808,04,EBA,er,15,0.46070743945741494
1809,04,EBA,er,16,0.4670318584277638
1810,04,EBA,er,17,0.47261690375750215
1811,04,EBA,er,18,0.4794643424534783
1812,04,EBA,er,19,0.48330095049058475
1813,04,EBA,er,20,0.4862856490953325
1814,04,EBA,er,21,0.4904820613550642
1815,04,EBA,er,22,0.4932270185881647
1816,04,EBA,er,23,0.4973006514366069
1817,04,EBA,er,24,0.4999796318839822
1818,04,EBA,er,25,0.5031506884331322
1819,04,EBA,er,26,0.5071735042770061
1820,04,EBA,er,27,0.5095196443942757
1821,04,EBA,er,28,0.512154802672967
1822,04,EBA,er,29,0.5162110786487669
1823,04,EBA,er,30,0.518569342024216
1824,04,EBA,er,31,0.5207198903431159
1825,04,EBA,er,32,0.5224160667008023
1826,04,EBA,er,33,0.5248171331365492
1827,04,EBA,er,34,0.5270460832399418
1828,04,EBA,er,35,0.5290733199957846
1829,04,EBA,er,36,0.5317745720956766
1830,04,EBA,er,37,0.5343483734416989
1831,04,EBA,er,38,0.536263099935943
1832,04,EBA,er,39,0.5383799079599066
1833,04,EVC,er,1,0.2978072600577788
1834,04,EVC,er,2,0.37710102943138796
1835,04,EVC,er,3,0.40137283494383413
1836,04,EVC,er,4,0.41507185043226524
1837,04,EVC,er,5,0.43062625374251323
1838,04,EVC,er,6,0.4473891619413109
1839,04,EVC,er,7,0.4612838411169238
1840,04,EVC,er,8,0.47382825911374393
1841,04,EVC,er,9,0.4817775809488453
1842,04,EVC,er,10,0.49185081623646437
1843,04,EVC,er,11,0.5079877914467116
1844,04,EVC,er,12,0.5160002219510487
1845,04,EVC,er,13,0.5250078623253752
1846,04,EVC,er,14,0.5295686765613777
1847,04,EVC,er,15,0.5349946487771207
1848,04,EVC,er,16,0.5394792144978079
1849,04,EVC,er,17,0.5431646474809537
1850,04,EVC,er,18,0.5485094193608422
1851,04,EVC,er,19,0.5531744910535145
1852,04,EVC,er,20,0.5562527131237108
1853,04,EVC,er,21,0.5596450951957375
1854,04,EVC,er,22,0.5629855357863782
1855,04,EVC,er,23,0.5686709766190877
1856,04,EVC,er,24,0.571729324706724
1857,04,EVC,er,25,0.5738524435998695
1858,04,EVC,er,26,0.5775646566292348
1859,04,EVC,er,27,0.580362858168909
1860,04,EVC,er,28,0.5830280025883952
1861,04,EVC,er,29,0.5850275473253798
1862,04,EVC,er,30,0.5870412294313394
1863,04,EVC,er,31,0.5884705652338709
1864,04,EVC,er,32,0.5911893701153671
1865,04,EVC,er,33,0.5935134555302415
1866,04,EVC,er,34,0.5956002209596066
1867,04,EVC,er,35,0.59755141369696
1868,04,EVC,er,36,0.598823858155708
1869,04,EVC,er,37,0.5999101857658273
1870,04,EVC,er,38,0.6010241389675074
1871,04,EVC,er,39,0.6022698922129474
1872,05,FFA,sus,1,0.4668314712322295
1873,05,FFA,sus,2,0.4966550802011865
1874,05,FFA,sus,3,0.5271397004643674
1875,05,FFA,sus,4,0.551630146596433
1876,05,FFA,sus,5,0.5650130694560243
1877,05,FFA,sus,6,0.5789993301964237
1878,05,FFA,sus,7,0.5886453237002346
1879,05,FFA,sus,8,0.5952871401743461
1880,05,FFA,sus,9,0.6016589779900857
1881,05,FFA,sus,10,0.6065922310505444
1882,05,FFA,sus,11,0.6111585293602589
1883,05,FFA,sus,12,0.6155932715271246
1884,05,FFA,sus,13,0.6202243022295846
1885,05,FFA,sus,14,0.6244208276086383
1886,05,FFA,sus,15,0.6289495793888987
1887,05,FFA,sus,16,0.6319503613564766
1888,05,FFA,sus,17,0.6355714687325514
1889,05,FFA,sus,18,0.6393296444901477
1890,05,FFA,sus,19,0.6424187251261144
1891,05,FFA,sus,20,0.6457430449537377
1892,05,FFA,sus,21,0.6495722698955092
1893,05,FFA,sus,22,0.6518097536965477
1894,05,FFA,sus,23,0.653447178273987
1895,05,FFA,sus,24,0.6560721171094013
1896,05,FFA,sus,25,0.6574121144557513
1897,05,FFA,sus,26,0.659360479063185
1898,05,FFA,sus,27,0.6607773245958947
1899,05,FFA,sus,28,0.6627267921410036
1900,05,FFA,sus,29,0.6646472257147936
1901,05,FFA,sus,30,0.6661257299238165
1902,05,FFA,sus,31,0.6673570331144753
1903,05,FFA,sus,32,0.6688466399624245
1904,05,FFA,sus,33,0.6704848232049283
1905,05,FFA,sus,34,0.6721048080312032
1906,05,FFA,sus,35,0.6735751269189167
1907,05,FFA,sus,36,0.6750772311418475
1908,05,FFA,sus,37,0.6760707268559091
1909,05,FFA,sus,38,0.6773680573943771
1910,05,FFA,sus,39,0.6785252136997123
1911,05,PPA,sus,1,0.08596246085425625
1912,05,PPA,sus,2,0.18330374315366282
1913,05,PPA,sus,3,0.24064590106847863
1914,05,PPA,sus,4,0.2622926123484531
1915,05,PPA,sus,5,0.29419125858721057
1916,05,PPA,sus,6,0.3248973874324536
1917,05,PPA,sus,7,0.3462461716661565
1918,05,PPA,sus,8,0.3728622637843224
1919,05,PPA,sus,9,0.38789231642084526
1920,05,PPA,sus,10,0.4068675041004867
1921,05,PPA,sus,11,0.42343309421354264
1922,05,PPA,sus,12,0.4423431445568225
1923,05,PPA,sus,13,0.45991505936815624
1924,05,PPA,sus,14,0.47263925281449987
1925,05,PPA,sus,15,0.4875041334921459
1926,05,PPA,sus,16,0.49564119609342033
1927,05,PPA,sus,17,0.5034386724526733
1928,05,PPA,sus,18,0.5179362748095352
1929,05,PPA,sus,19,0.5239299197839818
1930,05,PPA,sus,20,0.5301288669184822
1931,05,PPA,sus,21,0.5354555567963601
1932,05,PPA,sus,22,0.5430943836106313
1933,05,PPA,sus,23,0.548200346072144
1934,05,PPA,sus,24,0.5545359746535735
1935,05,PPA,sus,25,0.5588159187698377
1936,05,PPA,sus,26,0.56324094223177
1937,05,PPA,sus,27,0.5678955747558022
1938,05,PPA,sus,28,0.5712780107919745
1939,05,PPA,sus,29,0.5744393502517772
1940,05,PPA,sus,30,0.5793285006564938
1941,05,PPA,sus,31,0.5824425780145281
1942,05,PPA,sus,32,0.5860524070473369
1943,05,PPA,sus,33,0.5898812565791866
1944,05,PPA,sus,34,0.5935384509989746
1945,05,PPA,sus,35,0.5963696360439066
1946,05,PPA,sus,36,0.5988289627314797
1947,05,PPA,sus,37,0.6011553838048401
1948,05,PPA,sus,38,0.6038320545462992
1949,05,PPA,sus,39,0.6065849148205577
1950,05,EBA,sus,1,0.37321670148616776
1951,05,EBA,sus,2,0.4390553215515391
1952,05,EBA,sus,3,0.46719775641410627
1953,05,EBA,sus,4,0.5008062053179283
1954,05,EBA,sus,5,0.5148610210602149
1955,05,EBA,sus,6,0.5281719367640357
1956,05,EBA,sus,7,0.5384802732772492
1957,05,EBA,sus,8,0.5472464890213208
1958,05,EBA,sus,9,0.5532426654119209
1959,05,EBA,sus,10,0.5607820057498797
1960,05,EBA,sus,11,0.567048514920883
1961,05,EBA,sus,12,0.5717526382160794
1962,05,EBA,sus,13,0.5786363997434337
1963,05,EBA,sus,14,0.5838629765772764
1964,05,EBA,sus,15,0.588121686357659
1965,05,EBA,sus,16,0.591563651373592
1966,05,EBA,sus,17,0.5946879125291324
1967,05,EBA,sus,18,0.5978848747401956
1968,05,EBA,sus,19,0.6010507105765542
1969,05,EBA,sus,20,0.6032643401560968
1970,05,EBA,sus,21,0.6070233807036655
1971,05,EBA,sus,22,0.6096861918997222
1972,05,EBA,sus,23,0.6121089635451237
1973,05,EBA,sus,24,0.6139469348529877
1974,05,EBA,sus,25,0.6163590409395234
1975,05,EBA,sus,26,0.617979811087102
1976,05,EBA,sus,27,0.6199913499475692
1977,05,EBA,sus,28,0.6228338188641032
1978,05,EBA,sus,29,0.6245938355685358
1979,05,EBA,sus,30,0.626230754251407
1980,05,EBA,sus,31,0.6285767712753937
1981,05,EBA,sus,32,0.630341250793214
1982,05,EBA,sus,33,0.6313263590129484
1983,05,EBA,sus,34,0.632760555219756
1984,05,EBA,sus,35,0.6342256229117554
1985,05,EBA,sus,36,0.6357576005134665
1986,05,EBA,sus,37,0.6368333376106708
1987,05,EBA,sus,38,0.638057443714468
1988,05,EBA,sus,39,0.6394201653394395
1989,05,EVC,sus,1,0.5330971693754131
1990,05,EVC,sus,2,0.5717069016080306
1991,05,EVC,sus,3,0.6204954916033124
1992,05,EVC,sus,4,0.6479043054877276
1993,05,EVC,sus,5,0.6649818790691181
1994,05,EVC,sus,6,0.6732470828007027
1995,05,EVC,sus,7,0.6826657658843199
1996,05,EVC,sus,8,0.6919794518844845
1997,05,EVC,sus,9,0.6986756678895839
1998,05,EVC,sus,10,0.7064440291937005
1999,05,EVC,sus,11,0.7115925218362551
2000,05,EVC,sus,12,0.718481428951566
2001,05,EVC,sus,13,0.7212741350038799
2002,05,EVC,sus,14,0.7235925009950804
2003,05,EVC,sus,15,0.7267263600980521
2004,05,EVC,sus,16,0.7292277044613495
2005,05,EVC,sus,17,0.731804802977039
2006,05,EVC,sus,18,0.7340778757434112
2007,05,EVC,sus,19,0.7361099438381187
2008,05,EVC,sus,20,0.7377294516056249
2009,05,EVC,sus,21,0.739481781770523
2010,05,EVC,sus,22,0.7405775007923389
2011,05,EVC,sus,23,0.7417966836478153
2012,05,EVC,sus,24,0.7430261227406353
2013,05,EVC,sus,25,0.7453373800225567
2014,05,EVC,sus,26,0.7464918658317058
2015,05,EVC,sus,27,0.7472833268454715
2016,05,EVC,sus,28,0.7482146043937986
2017,05,EVC,sus,29,0.7494336909200516
2018,05,EVC,sus,30,0.7503808172979868
2019,05,EVC,sus,31,0.7513532999519651
2020,05,EVC,sus,32,0.7521145705512075
2021,05,EVC,sus,33,0.7530039137017206
2022,05,EVC,sus,34,0.7545517145032785
2023,05,EVC,sus,35,0.7552365427145519
2024,05,EVC,sus,36,0.755821430447421
2025,05,EVC,sus,37,0.756474683322896
2026,05,EVC,sus,38,0.757195941212994
2027,05,EVC,sus,39,0.7579128464414748
