,subject,ROI,runtype,component,value
391,01,EBA,er,2,0.25454398696026603
392,01,EBA,er,3,0.31193175003141843
393,01,EBA,er,4,0.34842122420673016
394,01,EBA,er,5,0.36264589981179124
395,01,EBA,er,6,0.3815515681205362
396,01,EBA,er,7,0.39653014497968336
397,01,EBA,er,8,0.41667391691005956
398,01,EBA,er,9,0.4264072492627555
399,01,EBA,er,10,0.43628686178505394
400,01,EBA,er,11,0.4449874103944767
401,01,EBA,er,12,0.45120625680157334
402,01,EBA,er,13,0.4571112274002885
403,01,EBA,er,14,0.46444008489631766
404,01,EBA,er,15,0.47159856398123895
405,01,EBA,er,16,0.47634723984821736
406,01,EBA,er,17,0.4802152881261746
407,01,EBA,er,18,0.48351508223654943
408,01,EBA,er,19,0.4877699985098845
409,01,EBA,er,20,0.4896989719751
410,01,EBA,er,21,0.4922990782215289
411,01,EBA,er,22,0.49663964808958916
412,01,EBA,er,23,0.49838707086300427
413,01,EBA,er,24,0.5012131909267935
414,01,EBA,er,25,0.5038160343761379
415,01,EBA,er,26,0.5061608385128161
416,01,EBA,er,27,0.5085418323820378
417,01,EBA,er,28,0.510549161158721
418,01,EBA,er,29,0.5130238698621681
419,01,EBA,er,30,0.5150083892631266
420,01,EBA,er,31,0.5172415464587455
421,01,EBA,er,32,0.5196603879754121
422,01,EBA,er,33,0.5217716996219511
423,01,EBA,er,34,0.5234954941132467
424,01,EBA,er,35,0.5257709343634914
425,01,EBA,er,36,0.5273041299144775
426,01,EBA,er,37,0.5291017151262528
427,01,EBA,er,38,0.5306249849056975
428,01,EBA,er,39,0.5322764939492518
429,01,EVC,er,1,0.2119926954210668
430,01,EVC,er,2,0.2885063556679069
431,01,EVC,er,3,0.37347442839052053
432,01,EVC,er,4,0.4583863433867796
433,01,EVC,er,5,0.517387831715444
434,01,EVC,er,6,0.5767250842517291
435,01,EVC,er,7,0.6108000037371574
436,01,EVC,er,8,0.6223039059448155
437,01,EVC,er,9,0.6342834585669436
438,01,EVC,er,10,0.6447557997547461
439,01,EVC,er,11,0.6574024075875877
440,01,EVC,er,12,0.6688558501482893
441,01,EVC,er,13,0.6785676972189667
442,01,EVC,er,14,0.6841375981230877
443,01,EVC,er,15,0.689738879434724
444,01,EVC,er,16,0.6943734661906827
445,01,EVC,er,17,0.6980466301714721
446,01,EVC,er,18,0.7026974705893828
447,01,EVC,er,19,0.7068288495244751
448,01,EVC,er,20,0.7102522543628039
449,01,EVC,er,21,0.7145056753139182
450,01,EVC,er,22,0.7167828002522129
451,01,EVC,er,23,0.720036355065643
452,01,EVC,er,24,0.7235159838206808
453,01,EVC,er,25,0.725811524422264
454,01,EVC,er,26,0.7277060516597803
455,01,EVC,er,27,0.7299386580472474
456,01,EVC,er,28,0.7336575925882315
457,01,EVC,er,29,0.7354830510476383
458,01,EVC,er,30,0.7377889808893133
459,01,EVC,er,31,0.739652563929721
460,01,EVC,er,32,0.7411912453428785
461,01,EVC,er,33,0.742805375448602
462,01,EVC,er,34,0.7443766150504775
463,01,EVC,er,35,0.7453977575983087
464,01,EVC,er,36,0.7464209204192228
465,01,EVC,er,37,0.7480275797459707
466,01,EVC,er,38,0.7492496682943175
467,01,EVC,er,39,0.7502529886160815
468,02,FFA,sus,1,0.2948865303613569
469,02,FFA,sus,2,0.3544012004482269
470,02,FFA,sus,3,0.39183795179060693
471,02,FFA,sus,4,0.42664901521264964
472,02,FFA,sus,5,0.45485383721643186
473,02,FFA,sus,6,0.48220232365286164
474,02,FFA,sus,7,0.5001589011638203
475,02,FFA,sus,8,0.5126643819908102
476,02,FFA,sus,9,0.5251827590757747
477,02,FFA,sus,10,0.5367162312434052
478,02,FFA,sus,11,0.5444538874299217
479,02,FFA,sus,12,0.5530843966784255
